N	3gram	Bakhtin_Fr	StatiiOP
1	в том что	8	47
2	о том что	5	29
3	в этом отношении	7	24
4	для того чтобы	8	19
5	до сих пор	3	19
6	с точки зрения	5	14
7	с другой стороны	2	13
8	не может быть	4	11
9	в г в	1	10
10	в самом деле	2	9
11	то же время	14	9
12	вместе с тем	2	9
13	в то же	14	9
14	дело в том	4	9
15	можно было бы	2	9
16	тем не менее	1	8
17	на самом деле	4	8
18	не только в	1	8
19	в конце концов	1	7
20	в этой области	1	7
21	в данном случае	4	7
22	по этому поводу	1	7
23	в то время	3	7
24	так же как	4	6
25	по отношению к	1	6
26	так и в	1	6
27	том что в	1	6
28	что он не	1	5
29	в том же	1	5
30	нужно сказать что	4	5
31	но и в	3	5
32	в одной из	2	5
33	то что в	1	5
34	с самого начала	3	5
35	после того как	1	5
36	так например в	1	4
37	с одной стороны	2	4
38	ничего общего с	1	4
39	что в этой	1	4
40	в связи с	5	4
41	в другом месте	3	4
42	но это не	1	4
43	в мировой литературе	2	4
44	в это время	1	4
45	и в самом	1	4
46	что и в	2	4
47	о том как	2	3
48	из этих двух	1	3
49	можно сказать что	4	3
50	в том числе	6	3
51	совершенно так же	2	3
52	более или менее	2	3
53	да и в	1	3
54	сказать что в	1	3
55	потому что он	3	3
56	это не просто	1	3
57	таким образом в	3	3
58	а с другой	1	3
59	к тому же	3	3
60	но все это	1	3
61	в течение всей	1	3
62	и только в	1	3
63	это связано с	1	3
64	и не в	2	3
65	свидетельствуют о том	1	3
66	в лучшем случае	1	3
67	в значительной степени	1	3
68	во всех этих	2	3
69	тесно связана с	1	2
70	но вместе с	1	2
71	что не может	1	2
72	в той или	1	2
73	не представляется возможным	1	2
74	и др но	1	2
75	но и с	1	2
76	если бы и	1	2
77	во втором случае	3	2
78	такие выражения как	1	2
79	эту тему в	1	2
80	в обоих случаях	1	2
81	во всех трех	1	2
82	в зависимости от	1	2
83	между тем как	2	2
84	в этой книге	1	2
85	том числе и	3	2
86	независимо от того	1	2
87	и в то	3	2
88	а потому что	1	2
89	в отличие от	3	2
90	и в других	1	2
91	то же самое	3	2
92	из этих произведений	1	2
93	только тогда когда	1	2
94	а также и	4	2
95	века и в	1	2
96	как своего рода	1	2
97	в свою очередь	1	2
98	но он не	1	2
99	и др в	2	2
100	той или иной	1	2
101	является не только	1	2
102	подчеркнуть что в	1	2
103	он не только	2	2
104	в чем же	3	2
105	и в конце	1	2
106	он не может	1	2
107	во франции и	1	2
108	на этот вопрос	1	2
109	никогда не был	1	2
110	далеко не все	2	2
111	но в то	6	2
112	как мы видели	4	2
113	здесь нет и	1	2
114	и то что	1	2
115	и в наши	1	2
116	ни в одном	1	2
117	с того что	1	2
118	это прежде всего	1	2
119	ни о каком	1	2
120	как и в	1	2
121	может быть и	1	2
122	не нуждаются в	1	1
123	мировой литературы и	1	1
124	в вопросе о	1	1
125	в этой системе	1	1
126	они свидетельствуют о	2	1
127	а главное он	1	1
128	очень часто в	1	1
129	но в сущности	1	1
130	как раз того	1	1
131	с тем он	1	1
132	и с его	1	1
133	и на все	1	1
134	одной стороны в	1	1
135	в большинстве случаев	5	1
136	в ту же	1	1
137	того чтобы не	1	1
138	точку зрения на	3	1
139	которой можно было	2	1
140	в самом начале	2	1
141	не только была	1	1
142	независимо от их	1	1
143	самом деле в	1	1
144	как и во	2	1
145	одной из своих	1	1
146	до наших дней	1	1
147	первый шаг к	1	1
148	здесь и там	1	1
149	был одним из	1	1
150	в этом споре	1	1
151	в результате с	1	1
152	на котором он	1	1
153	что не имеет	1	1
154	потому что она	2	1
155	потому что в	1	1
156	друг от друга	1	1
157	все это место	1	1
158	и то же	1	1
159	все это уже	1	1
160	все действующие лица	1	1
161	что это было	1	1
162	на этом основании	1	1
163	было бы неправильно	1	1
164	которая начинается словами	1	1
165	и некоторые другие	1	1
166	и если бы	1	1
167	в этом виде	1	1
168	в его время	1	1
169	у него были	1	1
170	к этому и	1	1
171	но и вообще	1	1
172	и если в	1	1
173	для правильного понимания	1	1
174	о чем он	1	1
175	но на самом	1	1
176	вместо того чтобы	1	1
177	между этими тремя	1	1
178	нечего и говорить	1	1
179	о котором говорит	1	1
180	это один из	1	1
181	быть и речи	1	1
182	и таким образом	1	1
183	в соответствии с	1	1
184	как бы он	1	1
185	в каждом из	1	1
186	по ту сторону	1	1
187	каждом из этих	1	1
188	не могло быть	1	1
189	и к самым	1	1
190	в первой книге	1	1
191	в своем романе	2	1
192	так как его	1	1
193	не как к	1	1
194	во всей мировой	1	1
195	думать что все	1	1
196	является одним из	2	1
197	это вовсе не	1	1
198	и говорить о	1	1
199	тем как в	1	1
200	только то что	1	1
201	так как он	1	1
202	мы находим и	1	1
203	к этому времени	1	1
204	всей мировой литературе	1	1
205	относится прежде всего	1	1
206	так же и	1	1
207	из этого потока	1	1
208	к участию в	1	1
209	нужно отметить что	3	1
210	и речи о	1	1
211	и не может	1	1
212	сих пор не	1	1
213	даже там где	1	1
214	еще подчеркнуть что	1	1
215	место в жизни	1	1
216	там где эта	1	1
217	но кроме того	1	1
218	в значительной мере	1	1
219	на своем пути	1	1
220	все связанное с	1	1
221	еще и в	1	1
222	быть конечно и	1	1
223	которая в его	1	1
224	от того что	1	1
225	конечно и речи	1	1
226	прежде всего его	2	1
227	конечно далеко не	2	1
228	не мог не	1	1
229	в какой-то степени	1	1
230	и в особенности	1	1
231	со всеми его	2	1
232	в тех местах	1	1
233	и вовсе не	3	1
234	может быть ни	1	1
235	с новыми явлениями	1	1
236	в этом целом	1	1
237	но и не	1	1
238	формы но и	1	1
239	на нее так	1	1
240	во время своего	1	1
241	в так называемой	1	1
242	так было и	1	1
243	но дело в	1	1
244	и в тех	1	1
245	что все они	1	1
246	и той же	1	1
247	от реальной действительности	1	1
248	говорить о том	1	1
249	и так сказать	1	1
250	связи с этим	3	1
251	в его творчестве	1	1
252	об этом мы	1	1
253	всех трех случаях	1	1
254	не имеет никакого	1	1
255	из самых замечательных	1	1
256	в узком смысле	1	1
257	под углом зрения	1	1
258	но в общем	2	1
259	но зато очень	1	1
260	и в частности	1	1
261	именно в этом	1	1
262	и всегда будет	1	1
263	что одним из	1	1
264	вовсе не была	1	1
265	одно и то	1	1
266	вот это место	2	1
267	прежде всего к	1	1
268	точно и в	1	1
269	одной и той	1	1
270	по существу это	1	1
271	но они есть	1	1
272	а как к	1	1
273	большую роль в	1	1
274	должно заметить что	1	1
275	которая является не	1	1
276	относится к году	1	1
277	сих пор еще	2	1
278	сказать несколько слов	1	1
279	он не мог	1	1
280	хотя бы в	2	1
281	и без того	1	1
282	и что в	1	1
283	же как и	2	1
284	в его замысле	1	1
285	существенно связан с	2	1
286	жизни и смерти	2	1
287	в этом выражении	1	1
288	в году в	1	1
289	что в своей	1	1
290	в общем не	1	1
291	того чтобы получить	1	1
292	в трех книгах	1	1
293	и в ряде	1	1
294	также и в	2	1
295	они есть в	1	1
296	могло бы в	1	1
297	в виду что	1	1
298	ни в чем	1	1
299	как он был	1	1
300	в другом случае	1	1
301	потому что они	1	1
302	к жизни и	1	1
