N	2gram	Voloshinov	PoTuStor
1	может быть	8	17
2	и в	13	16
3	и пр	7	12
4	таким образом	6	9
5	в этом	2	9
6	прежде всего	9	9
7	мы можем	4	9
8	точки зрения	7	8
9	не может	8	8
10	и его	12	8
11	не только	6	7
12	сказать что	1	7
13	с его	1	7
14	и к	2	6
15	при этом	2	6
16	для него	2	6
17	самом деле	3	6
18	и это	1	6
19	конечно не	1	6
20	с точки	5	6
21	что такое	1	5
22	все эти	2	5
23	в чем	2	5
24	еще не	1	5
25	как бы	6	5
26	отношение к	1	5
27	нуждается в	2	5
28	для всех	1	4
29	так как	3	4
30	все это	4	4
31	в его	7	4
32	художественного творчества	1	4
33	мысли и	1	4
34	так и	3	4
35	на самом	1	4
36	его в	1	4
37	и все	3	4
38	с ними	2	4
39	только в	6	4
40	и не	8	4
41	но мы	4	4
42	с самого	2	4
43	но и	3	4
44	хотя бы	5	4
45	и может	2	4
46	и их	7	4
47	самого начала	2	4
48	в этой	1	4
49	отнюдь не	1	4
50	в нем	2	4
51	с ее	1	4
52	и ее	2	4
53	и наконец	5	4
54	но в	4	4
55	и вот	1	3
56	на язык	2	3
57	в том	2	3
58	полагаем что	1	3
59	те же	2	3
60	с их	1	3
61	представлений и	2	3
62	в конечном	1	3
63	их в	1	3
64	учение о	2	3
65	и как	1	3
66	что в	3	3
67	том что	2	3
68	вместе с	1	3
69	на этом	1	3
70	две группы	1	3
71	и оно	1	3
72	быть это	1	3
73	в основе	1	3
74	как это	1	3
75	только на	1	3
76	в одном	3	3
77	а в	2	3
78	то что	6	3
79	мы полагаем	1	3
80	на две	2	3
81	и др	2	3
82	могут быть	2	3
83	и есть	1	3
84	в общем	2	3
85	в области	2	3
86	едва ли	1	3
87	в самом	2	2
88	мы видим	2	2
89	и этот	2	2
90	к другим	1	2
91	они не	1	2
92	влечет к	1	2
93	мы не	4	2
94	с этой	2	2
95	ее в	2	2
96	может иметь	2	2
97	и через	1	2
98	сознания и	2	2
99	быть может	1	2
100	сводится к	1	2
101	не на	2	2
102	со всеми	1	2
103	в них	2	2
104	а на	1	2
105	существует только	1	2
106	и других	1	2
107	все то	1	2
108	не знает	1	2
109	конечном счете	1	2
110	между собою	2	2
111	но ведь	5	2
112	как и	3	2
113	что он	1	2
114	же как	1	2
115	похожим на	3	2
116	конечно мы	2	2
117	только то	1	2
118	в своей	4	2
119	связанные с	2	2
120	себя и	1	2
121	с историей	2	2
122	только и	4	2
123	не менее	2	2
124	с этим	3	2
125	не имеющие	1	2
126	к этому	1	2
127	не существует	1	2
128	рождения и	1	2
129	что мы	1	2
130	мы уже	2	2
131	связанных с	2	2
132	другими словами	1	2
133	ту же	1	2
134	на основе	1	2
135	совсем не	1	2
136	в этот	2	2
137	и т.п	7	2
138	кажется что	2	2
139	с помощью	2	2
140	говорить о	3	2
141	в науке	1	2
142	за пределы	3	2
143	в начале	1	2
144	в пределах	3	2
145	так же	2	2
146	они-то и	1	2
147	момента в	1	2
148	было бы	4	2
149	нет и	1	2
150	и о	1	2
151	к следующему	1	2
152	от матери	1	2
153	во всей	2	2
154	организма и	1	2
155	один из	1	2
156	но это	1	2
157	и для	3	2
158	для этого	1	2
159	того же	1	2
160	нам кажется	1	2
161	то же	4	2
162	не можем	1	2
163	никогда не	3	2
164	образование которое	1	1
165	часто мы	1	1
166	к сожалению	2	1
167	науки о	1	1
168	во всем	2	1
169	события и	1	1
170	представляет себе	2	1
171	что они	2	1
172	и то	3	1
173	в другой	1	1
174	не нашел	1	1
175	мышления в	1	1
176	и здесь	1	1
177	мы принуждены	1	1
178	ведь именно	1	1
179	данном случае	2	1
180	только что	1	1
181	сознания с	1	1
182	или только	1	1
183	с одной	2	1
184	уже в	2	1
185	внимание на	1	1
186	мог бы	2	1
187	есть прежде	3	1
188	не чем	2	1
189	мы имеем	1	1
190	это и	1	1
191	несмотря на	2	1
192	что мир	1	1
193	его за	1	1
194	мы чувствуем	1	1
195	в разных	1	1
196	этом отношении	1	1
197	и связанных	1	1
198	всех социальных	1	1
199	художественной формы	1	1
200	что при	1	1
201	не должна	1	1
202	в некоторых	1	1
203	времени не	1	1
204	в полном	2	1
205	эта аналогия	1	1
206	для них	1	1
207	в виду	1	1
208	подобно тому	1	1
209	можно было	1	1
210	быть сведены	1	1
211	связанная с	1	1
212	работы и	1	1
213	самый предмет	1	1
214	связь с	1	1
215	вне этой	1	1
216	в своих	2	1
217	связи с	1	1
218	этой точки	1	1
219	представляет собою	1	1
220	если бы	2	1
221	столь же	1	1
222	воспроизводится в	1	1
223	в свои	1	1
224	от своего	2	1
225	разрыва между	1	1
226	в сознании	4	1
227	теперь мы	1	1
228	и столь	1	1
229	но не	1	1
230	менее всего	1	1
231	и эта	5	1
232	в эпоху	1	1
233	из того	1	1
234	в конце	1	1
235	отношений здесь	1	1
236	в связи	2	1
237	может стать	2	1
238	его школа	1	1
239	чем иным	2	1
240	в мире	1	1
241	все же	5	1
242	ad absurdum	1	1
243	при таком	1	1
244	не что	2	1
245	и социально	2	1
246	от этого	2	1
247	на все	1	1
248	не имеет	2	1
249	может привести	1	1
250	метода в	5	1
251	зависимости от	2	1
252	в себя	1	1
253	метафоры и	1	1
254	роль в	2	1
255	не пытается	1	1
256	мы считаем	2	1
257	но если	1	1
258	словами и	1	1
259	вовсе не	2	1
260	так рождается	1	1
261	к тому	2	1
262	не входит	1	1
263	на одном	1	1
264	нет ничего	2	1
265	и художественных	1	1
266	его и	1	1
267	нужно отметить	2	1
268	в данном	2	1
269	и часто	1	1
270	значение так	1	1
271	только путем	3	1
272	вопрос о	1	1
273	жизни когда	1	1
274	к предмету	2	1
275	это выходит	1	1
276	своего рождения	1	1
277	не имеют	1	1
278	которой является	2	1
279	и т.д	5	1
280	работы но	1	1
281	отсюда и	1	1
282	в самых	1	1
283	даже и	1	1
284	и социальной	1	1
285	разных местах	1	1
286	т.п и	3	1
287	в течение	2	1
288	входит в	2	1
289	наконец в	2	1
290	но даже	1	1
291	того чтобы	1	1
292	одной стороны	2	1
293	как известно	1	1
294	в другом	2	1
295	уже у	1	1
296	для того	1	1
297	тому как	1	1
298	быть не	1	1
299	к новым	1	1
300	в ней	2	1
301	еще одно	1	1
302	не всегда	1	1
303	на последующую	1	1
304	здесь она	1	1
305	должны перейти	1	1
306	с телом	2	1
307	общего не	1	1
308	точно и	1	1
309	в руках	2	1
310	от всех	2	1
311	а не	2	1
312	к тем	1	1
313	т.е на	1	1
314	ни один	3	1
315	должны быть	1	1
316	в которую	2	1
317	в человеческом	1	1
318	и что	1	1
319	для человека	1	1
320	та сила	1	1
321	отношений между	2	1
322	конечно в	2	1
323	борьба с	1	1
324	ни одно	2	1
325	в нашей	1	1
326	еще в	2	1
327	привела к	1	1
328	из одного	1	1
329	человека и	1	1
330	отметить что	1	1
331	на всю	1	1
332	мы здесь	1	1
333	как совершенно	1	1
334	продолжающий его	1	1
335	бы по	1	1
336	с другой	2	1
337	лишь в	4	1
338	мы утверждаем	1	1
339	ничего общего	3	1
340	истории и	1	1
341	что же	3	1
342	же самое	1	1
343	среди них	1	1
344	правда он	1	1
345	рассчитана на	1	1
346	не совсем	1	1
347	жизнь как	1	1
348	под ним	1	1
349	общего с	3	1
350	правда все	1	1
351	него все	1	1
352	часто и	1	1
353	роковую роль	1	1
