N	2gram	Tiupa_Narr	Vladivir
1	и в	22	116
2	то что	14	71
3	и не	34	67
4	в году	2	65
5	у него	13	65
6	не только	50	65
7	в этом	23	53
8	в том	20	52
9	том что	15	51
10	что в	6	48
11	но и	39	47
12	в конце	4	41
13	в его	12	40
14	и с	3	39
15	то есть	15	37
16	и даже	4	36
17	сказать что	5	36
18	также и	4	36
19	так что	1	35
20	же с	1	34
21	потому что	7	33
22	что он	7	32
23	еще и	1	32
24	не может	16	31
25	о том	5	30
26	только в	23	30
27	как мы	3	29
28	никогда не	8	29
29	для него	8	29
30	вовсе не	2	27
31	а в	19	27
32	не было	3	26
33	а к	3	25
34	в себе	14	25
35	но в	10	25
36	в то	9	25
37	и то	3	25
38	и его	12	25
39	а также	11	24
40	точки зрения	8	23
41	он не	8	23
42	может быть	24	23
43	он был	1	22
44	ни в	1	22
45	так как	1	22
46	в виде	2	22
47	об этом	8	22
48	в своей	8	21
49	вместе с	3	21
50	а именно	2	20
51	и что	1	20
52	в своем	7	20
53	для нас	2	20
54	прежде всего	7	20
55	не менее	6	19
56	и вообще	1	19
57	м м	1	19
58	по поводу	3	19
59	как раз	9	19
60	тем не	7	19
61	таким образом	5	19
62	в течение	1	19
63	так и	12	19
64	и потому	2	19
65	как и	15	18
66	не мог	7	18
67	не в	12	18
68	хотя и	8	18
69	как это	7	18
70	с его	6	18
71	что и	3	17
72	в этой	8	17
73	едва ли	5	17
74	а не	27	17
75	у нас	4	17
76	все же	10	16
77	уже не	11	16
78	к тому	13	16
79	для себя	3	16
80	и все	7	16
81	было бы	2	16
82	того что	7	16
83	в котором	3	16
84	и к	7	15
85	то же	12	15
86	в своих	2	15
87	к этому	2	15
88	несмотря на	1	15
89	в связи	3	15
90	иной раз	1	15
91	до конца	2	15
92	но это	2	15
93	это было	3	15
94	того же	2	14
95	все эти	3	14
96	раз и	2	14
97	тут же	1	14
98	его жизни	5	14
99	мы уже	1	14
100	в москве	2	14
101	и на	5	14
102	уже в	1	14
103	и как	4	14
104	во всем	1	13
105	в результате	4	13
106	с тем	1	13
107	можно сказать	11	13
108	так же	2	13
109	не просто	2	13
110	на этот	2	13
111	и от	3	13
112	что это	4	13
113	то время	1	13
114	да и	5	13
115	дело в	2	13
116	жизни и	7	13
117	по себе	4	12
118	только на	4	12
119	и у	4	12
120	и по	3	12
121	в нем	9	12
122	то в	4	12
123	содержит в	1	12
124	если не	4	12
125	всяком случае	2	12
126	ничего не	8	12
127	во всяком	2	12
128	есть только	1	12
129	связи с	3	12
130	при этом	31	11
131	но что	1	11
132	более или	2	11
133	в данном	17	11
134	хотя бы	4	11
135	тому же	9	11
136	в которой	2	11
137	я не	5	11
138	на то	4	11
139	он уже	3	11
140	и здесь	3	11
141	никак не	5	11
142	в отношении	1	11
143	еще в	4	11
144	все это	1	11
145	или менее	2	11
146	мы должны	1	11
147	и о	4	11
148	в самом	8	10
149	даже в	1	10
150	что все	1	10
151	такого рода	17	10
152	с точки	2	10
153	в качестве	27	10
154	можно было	2	10
155	что для	1	10
156	отнюдь не	6	10
157	к нему	5	10
158	с ним	6	10
159	еще не	6	10
160	собственно говоря	3	10
161	здесь не	4	10
162	он и	2	10
163	о нем	5	10
164	в ней	5	10
165	но не	7	10
166	о чем	6	9
167	и сам	4	9
168	именно в	5	9
169	с этим	1	9
170	с другой	6	9
171	и притом	3	9
172	но он	2	9
173	а только	1	9
174	но как	3	9
175	а с	2	9
176	не будет	2	9
177	этом смысле	1	9
178	мы будем	1	9
179	в начале	4	9
180	это время	1	9
181	отношения к	1	9
182	своей жизни	2	9
183	что мы	2	9
184	это не	6	9
185	же время	7	9
186	этот раз	1	9
187	что касается	3	9
188	в целом	5	9
189	с этой	3	8
190	не столько	2	8
191	в этих	3	8
192	тем что	1	8
193	которой он	4	8
194	себя в	4	8
195	и он	8	8
196	в чем	3	8
197	и особенно	1	8
198	как в	9	8
199	со стороны	14	8
200	должно быть	1	8
201	после смерти	2	8
202	как бы	11	8
203	и для	4	8
204	тот же	1	8
205	тоже не	1	8
206	xix века	1	8
207	течение всей	1	8
208	и я	1	8
209	когда он	1	8
210	из этих	6	8
211	отношение к	2	8
212	мы и	2	7
213	к этой	1	7
214	в одном	5	7
215	но все	1	7
216	к ней	3	7
217	на первый	1	7
218	что этот	1	7
219	но даже	1	7
220	точно так	2	7
221	в нашем	4	7
222	и мы	1	7
223	себе и	2	7
224	за пределы	1	7
225	даже не	1	7
226	о его	3	7
227	и есть	1	7
228	мы видели	1	7
229	в я	1	7
230	здесь мы	1	7
231	если бы	9	7
232	к его	5	7
233	не имеет	3	7
234	в каком	1	7
235	и вот	2	7
236	того чтобы	7	7
237	из его	1	7
238	в свое	1	7
239	нисколько не	1	7
240	в таком	4	7
241	то и	3	7
242	другими словами	1	7
243	как он	3	7
244	мы бы	1	7
245	же в	6	7
246	тому что	4	6
247	мысли и	1	6
248	в виду	2	6
249	другой стороны	2	6
250	его на	1	6
251	но у	1	6
252	для того	4	6
253	видно что	2	6
254	в отличие	6	6
255	на него	4	6
256	он сам	4	6
257	той же	2	6
258	указать на	1	6
259	по мнению	2	6
260	его в	1	6
261	не говорит	4	6
262	что она	3	6
263	на себя	5	6
264	время как	1	6
265	по своей	3	6
266	она была	2	6
267	не раз	1	6
268	главным образом	1	6
269	не с	1	6
270	должен был	1	6
271	так или	1	6
272	но на	1	6
273	по разным	1	6
274	и теперь	1	6
275	на основании	1	6
276	данном случае	12	6
277	свидетельствует о	4	6
278	мы не	5	6
279	которых он	1	6
280	или иначе	2	6
281	в общем	1	6
282	было для	1	6
283	к своему	2	6
284	по своему	3	6
285	по его	3	6
286	не говоря	1	6
287	жизнь и	1	6
288	тем более	2	6
289	отличие от	6	6
290	в жизни	9	6
291	в период	1	6
292	само по	1	6
293	и наконец	2	6
294	что на	4	6
295	тех кто	1	5
296	всей жизни	1	5
297	еще более	1	5
298	говорит о	3	5
299	и до	1	5
300	на эту	1	5
301	об этих	1	5
302	но мы	1	5
303	вопрос о	1	5
304	не вполне	3	5
305	он писал	1	5
306	как на	2	5
307	и еще	2	5
308	быть в	2	5
309	понятие о	1	5
310	из них	4	5
311	вся эта	1	5
312	бы то	1	5
313	что они	1	5
314	во всех	2	5
315	что у	6	5
316	говорит в	1	5
317	эти три	1	5
318	того и	1	5
319	для его	1	5
320	то ни	1	5
321	и тем	9	5
322	с которым	1	5
323	с с	1	5
324	во время	2	5
325	однако и	5	5
326	в частности	23	5
327	один из	8	5
328	утверждает что	2	5
329	сводится к	10	5
330	и так	1	5
331	жизни в	7	5
332	за границу	1	5
333	в свою	4	5
334	мы имеем	6	5
335	им в	1	5
336	начиная с	3	5
337	по преимуществу	1	5
338	что я	4	5
339	друг друга	2	5
340	это был	1	5
341	он как	1	5
342	что с	2	5
343	ее в	1	5
344	где он	1	5
345	со своим	2	5
346	как нечто	1	5
347	место в	3	5
348	в их	1	5
349	этого не	2	5
350	а то	2	5
351	и без	1	5
352	есть все	1	5
353	со своей	3	5
354	но уже	2	5
355	только к	3	5
356	она не	2	5
357	церкви и	2	5
358	но она	1	5
359	далеко не	6	5
360	только то	1	5
361	в россию	1	5
362	еще на	1	5
363	во многом	1	5
364	бытия и	1	5
365	свидетельствуют о	1	5
366	в области	4	5
367	и только	2	5
368	не удалось	1	5
369	не к	4	5
370	с которыми	1	4
371	только что	4	4
372	этот труд	1	4
373	которые не	1	4
374	нас в	2	4
375	пустым местом	1	4
376	их в	4	4
377	по своим	2	4
378	поскольку он	1	4
379	и стал	2	4
380	не могли	1	4
381	мы увидим	1	4
382	в глаза	1	4
383	пока еще	4	4
384	наряду с	2	4
385	и н	1	4
386	что даже	1	4
387	она есть	1	4
388	крайней мере	1	4
389	не то	1	4
390	сам по	1	4
391	только не	2	4
392	что иное	1	4
393	с одной	5	4
394	есть его	1	4
395	мы можем	2	4
396	тут тоже	1	4
397	или не	5	4
398	не о	2	4
399	но для	5	4
400	в последние	2	4
401	ясно что	2	4
402	уже давно	1	4
403	на этом	1	4
404	но зато	4	4
405	в тех	1	4
406	у которого	1	4
407	я в	7	4
408	это вовсе	1	4
409	он даже	1	4
410	всю жизнь	1	4
411	эту тему	1	4
412	вплоть до	5	4
413	в особенности	2	4
414	при жизни	1	4
415	этому времени	1	4
416	как с	1	4
417	и сейчас	1	4
418	с и	1	4
419	которых мы	1	4
420	в сущности	2	4
421	истории в	8	4
422	о которой	3	4
423	не на	1	4
424	не могут	1	4
425	и т	3	4
426	всей своей	1	4
427	по крайней	1	4
428	перед нами	9	4
429	только одно	1	4
430	но тут	1	4
431	это и	2	4
432	совершенно не	1	4
433	и более	2	4
434	тех же	1	4
435	с которой	1	4
436	лишь в	3	4
437	для нее	2	4
438	мог бы	1	4
439	со своими	3	4
440	одной из	2	4
441	не имел	2	4
442	т д	1	4
443	только с	2	4
444	у них	1	4
445	как к	3	4
446	в более	1	4
447	ему в	2	4
448	после этого	1	4
449	тем самым	9	4
450	бы на	1	4
451	этом отношении	5	4
452	как у	6	4
453	на самом	1	4
454	как именно	2	4
455	но с	1	4
456	этом не	1	4
457	в такой	1	4
458	не все	2	4
459	он говорит	1	4
460	во второй	2	4
461	одной стороны	5	4
462	оказывается что	1	4
463	что можно	1	4
464	же самое	3	4
465	него и	1	4
466	так в	4	4
467	котором он	1	4
468	иное как	1	4
469	если у	1	3
470	все что	4	3
471	человеческой жизни	3	3
472	которая в	2	3
473	строго говоря	2	3
474	не как	1	3
475	что человек	1	3
476	иначе но	1	3
477	его от	1	3
478	из многочисленных	1	3
479	роль в	4	3
480	к бытию	1	3
481	отличается от	1	3
482	когда в	4	3
483	мир и	2	3
484	так например	1	3
485	казалось бы	2	3
486	не столь	2	3
487	сам же	1	3
488	я вижу	1	3
489	не существует	3	3
490	в противоположность	1	3
491	свое существование	1	3
492	но во	1	3
493	в другом	5	3
494	но то	1	3
495	во многих	1	3
496	имеют для	1	3
497	свою очередь	2	3
498	который в	2	3
499	а мы	1	3
500	на котором	1	3
501	не будут	1	3
502	нет никаких	1	3
503	точка зрения	5	3
504	так у	2	3
505	гораздо более	1	3
506	здесь нет	1	3
507	это будет	1	3
508	теперь же	1	3
509	начала и	5	3
510	и через	2	3
511	и кажется	1	3
512	к жизни	3	3
513	как можно	2	3
514	в следующем	2	3
515	не была	1	3
