N	2gram	Trubetskoy	StatiiOP
1	и в	14	103
2	в том	17	89
3	том что	9	77
4	в этом	17	76
5	что в	4	74
6	не только	9	60
7	и т	3	51
8	о том	7	47
9	но и	10	46
10	то что	13	44
11	что он	6	42
12	в его	4	42
13	и не	19	41
14	может быть	9	38
15	было бы	5	32
16	в этой	4	31
17	вовсе не	1	31
18	тем что	3	29
19	все это	6	29
20	таким образом	11	28
21	а в	5	27
22	а не	2	27
23	но в	2	26
24	что это	3	25
25	так и	1	25
26	этом отношении	1	24
27	все же	4	23
28	точки зрения	11	23
29	не в	4	23
30	так что	2	23
31	потому что	5	23
32	для того	6	22
33	в которой	1	22
34	того что	3	22
35	прежде всего	8	22
36	в области	2	22
37	того чтобы	8	21
38	до сих	5	20
39	это не	1	20
40	в своей	5	19
41	сих пор	5	19
42	в то	10	19
43	только в	5	19
44	в котором	2	18
45	с другой	1	18
46	он не	5	18
47	об этом	1	18
48	не может	22	18
49	в самом	3	17
50	как на	8	17
51	между прочим	1	17
52	самом деле	7	17
53	в россии	6	17
54	как бы	4	17
55	в данном	7	17
56	в этих	2	16
57	с этим	2	16
58	можно было	4	16
59	если бы	6	16
60	в ней	2	16
61	с тем	6	15
62	как и	4	15
63	из этих	3	15
64	у него	2	15
65	и на	5	15
66	для него	6	15
67	также и	1	15
68	то же	11	14
69	но все	1	14
70	так например	1	14
71	к тому	7	14
72	с точки	9	14
73	между тем	5	14
74	и что	2	14
75	была бы	1	14
76	в течение	2	14
77	именно в	3	13
78	во всяком	9	13
79	в своем	6	13
80	из них	3	13
81	в качестве	3	13
82	а с	2	13
83	в конце	3	13
84	в нем	5	13
85	вместе с	4	13
86	со стороны	4	13
87	всяком случае	6	13
88	но это	2	13
89	дело в	1	13
90	что касается	1	13
91	жизни и	4	13
92	тому что	2	13
93	в своих	6	12
94	не менее	1	12
95	хотя бы	5	12
96	что у	1	12
97	ни в	2	12
98	так как	4	12
99	что они	3	12
100	в другом	3	11
101	никогда не	5	11
102	не было	3	11
103	ясно что	2	11
104	и с	7	11
105	и по	3	11
106	вопрос о	5	11
107	все эти	2	11
108	на то	5	11
109	на эти	1	10
110	не столько	1	10
111	связь с	1	10
112	речь идет	2	10
113	так же	2	10
114	отметить что	2	10
115	что такое	2	10
116	что и	3	10
117	во всех	5	10
118	в истории	1	10
119	же время	10	10
120	на самом	6	10
121	но не	4	10
122	в частности	2	10
123	в начале	2	10
124	и к	6	9
125	с этой	1	9
126	можно сказать	1	9
127	он был	1	9
128	несмотря на	3	9
129	его жизни	1	9
130	и это	1	9
131	и тем	2	9
132	что эта	1	9
133	во время	2	9
134	вряд ли	3	9
135	не является	1	9
136	что же	4	9
137	и для	6	9
138	для нас	2	9
139	по этому	2	9
140	место в	2	9
141	но ведь	1	8
142	в результате	2	8
143	и даже	2	8
144	связано с	1	8
145	к которому	1	8
146	к этому	1	8
147	связи с	3	8
148	могут быть	1	8
149	в общем	1	8
150	заключается в	1	8
151	в которых	1	8
152	тем не	1	8
153	совершенно не	2	8
154	и более	2	8
155	до конца	1	8
156	в их	4	8
157	и о	2	8
158	такой же	1	8
159	это в	2	8
160	по себе	2	7
161	представление о	1	7
162	отличается от	2	7
163	и сейчас	3	7
164	точка зрения	1	7
165	не просто	2	7
166	того же	1	7
167	на почве	2	7
168	в ее	1	7
169	что все	3	7
170	как это	1	7
171	что для	3	7
172	из этого	3	7
173	то в	3	7
174	и то	4	7
175	можно назвать	1	7
176	еще не	3	7
177	еще и	1	7
178	одной из	3	7
179	на этот	1	7
180	связан с	1	7
181	данном случае	3	7
182	в виде	3	7
183	материал для	1	7
184	тем более	1	7
185	с самого	1	7
186	конце концов	3	7
187	русского языка	1	7
188	факт что	2	7
189	лишь в	3	7
190	отношению к	1	7
191	же и	1	6
192	на его	1	6
193	в некоторых	2	6
194	в жизни	1	6
195	говорить о	3	6
196	по отношению	2	6
197	даже в	1	6
198	в отдельных	1	6
199	крайней мере	1	6
200	к нему	2	6
201	только не	1	6
202	же как	1	6
203	должно было	1	6
204	о которых	3	6
205	этот вопрос	2	6
206	в себе	9	6
207	из которых	5	6
208	и все	1	6
209	не трудно	1	6
210	по крайней	1	6
211	языка и	1	6
212	идет о	1	6
213	тем же	1	6
214	и во	3	6
215	что с	2	6
216	мы не	1	6
217	и за	1	6
218	ни на	1	6
219	по существу	5	6
220	должен быть	1	6
221	в одной	1	6
222	разумеется что	2	6
223	за то	2	6
224	что на	1	6
225	нас не	1	5
226	при этом	5	5
227	по пути	1	5
228	в духе	1	5
229	целый ряд	2	5
230	на эту	2	5
231	уже не	2	5
232	то это	3	5
233	во многих	2	5
234	конечно не	5	5
235	можно ли	3	5
236	самого начала	1	5
237	без всякого	1	5
238	том чтобы	3	5
239	что эти	1	5
240	его в	4	5
241	не была	1	5
242	не о	2	5
243	на себя	2	5
244	что не	1	5
245	даже не	2	5
246	в сторону	1	5
247	не был	1	5
248	если не	2	5
249	столь же	1	5
250	или иного	2	5
251	всех этих	3	5
252	не так	2	5
253	один из	1	5
254	должна быть	2	5
255	для себя	2	5
256	из таких	1	5
257	о которой	1	5
258	не на	1	5
259	в очень	1	5
260	и если	7	5
261	не могло	1	5
262	отношении к	2	5
263	нет и	1	5
264	том же	2	5
265	ее в	2	5
266	но если	3	5
267	точку зрения	4	5
268	это и	1	5
269	в сущности	1	5
270	а то	1	5
271	вообще не	1	5
272	является не	2	5
273	другом месте	1	5
274	и потому	3	5
275	того или	2	5
276	и только	5	5
277	не по	1	5
278	тот факт	2	5
279	на это	2	5
280	к ней	1	5
281	одного из	1	5
282	как будто	2	5
283	все что	4	4
284	которые не	1	4
285	в применении	1	4
286	не являются	1	4
287	и без	1	4
288	из двух	1	4
289	что по	1	4
290	что ни	1	4
291	культуры в	3	4
292	казалось бы	1	4
293	было не	1	4
294	применении к	1	4
295	не всегда	1	4
296	и те	2	4
297	на него	1	4
298	всего в	1	4
299	и эти	1	4
300	тому же	1	4
301	очевидно что	1	4
302	в таком	2	4
303	в связи	1	4
304	одна из	3	4
305	не могут	4	4
306	в свете	1	4
307	и у	1	4
308	могло бы	1	4
309	но как	1	4
310	только с	2	4
311	должны быть	1	4
312	и тот	2	4
313	иметь в	1	4
314	с общим	1	4
315	с которым	1	4
316	для которых	1	4
317	а потому	5	4
318	то есть	1	4
319	если в	6	4
320	это есть	2	4
321	разумеется не	1	4
322	они не	1	4
323	да и	3	4
324	по своей	1	4
325	все они	3	4
326	в основе	1	4
327	ни у	1	4
328	в значительной	3	4
329	быть не	1	4
330	и тогда	2	4
331	им в	1	4
332	состоит в	2	4
333	не для	1	4
334	с нею	3	4
335	значительной степени	1	4
336	этого слова	1	4
337	для россии	2	4
338	что оно	3	4
339	нет ни	1	4
340	естественно что	2	4
341	бы на	1	4
342	и всегда	1	4
343	смысле этого	1	4
344	а на	1	4
345	или в	3	4
346	более что	1	4
347	случае не	1	4
348	стремление к	7	4
349	этого вопроса	1	4
350	в такой	1	4
351	нисколько не	2	4
352	каждая из	1	4
353	а по	1	4
354	и их	1	4
