N	2gram	Vygotskiy_	Poddanst
1	не только	16	17
2	и в	38	14
3	и не	16	12
4	в области	9	11
5	в этом	35	10
6	в отношении	14	10
7	в том	59	9
8	то же	18	9
9	в качестве	25	9
10	но в	4	9
11	хотя бы	2	8
12	в пределах	1	8
13	только в	16	7
14	в то	5	7
15	в ней	3	6
16	быть может	2	6
17	было бы	15	6
18	но и	9	6
19	в смысле	9	6
20	может быть	25	5
21	с другой	11	5
22	не в	10	5
23	в которых	3	5
24	и к	9	4
25	что в	31	4
26	в котором	3	4
27	гораздо большей	1	4
28	по себе	11	4
29	и потому	2	4
30	мы должны	15	4
31	на пути	2	4
32	не может	11	4
33	в гораздо	1	4
34	а в	7	4
35	то что	27	4
36	как бы	17	4
37	если бы	12	4
38	а также	6	4
39	в своем	9	4
40	же в	3	4
41	том что	44	4
42	большей степени	1	4
43	наряду с	3	3
44	в себе	9	3
45	исторического материализма	1	3
46	что мы	18	3
47	с одной	8	3
48	мы не	14	3
49	это не	5	3
50	одной стороны	8	3
51	для того	14	3
52	между тем	10	3
53	с точки	11	3
54	хотя и	2	3
55	с тем	18	3
56	потому что	14	3
57	прежде всего	6	3
58	вслед за	4	3
59	сводится к	1	3
60	тем самым	6	3
61	сами по	4	3
62	заключается в	22	3
63	но не	7	3
64	могут быть	9	3
65	и как	11	3
66	с ними	3	3
67	столь же	7	3
68	в нем	4	3
69	тот же	10	3
70	точки зрения	27	3
71	с этим	6	2
72	во всех	3	2
73	одних и	1	2
74	является в	4	2
75	и это	7	2
76	и других	4	2
77	и мы	2	2
78	было в	1	2
79	которую мы	5	2
80	если в	3	2
81	более чем	1	2
82	время в	1	2
83	в значительной	1	2
84	том числе	3	2
85	еще более	1	2
86	по-видимому не	1	2
87	по сравнению	6	2
88	в ее	1	2
89	и тем	8	2
90	того что	17	2
91	как раз	1	2
92	в частности	4	2
93	в его	22	2
94	не о	1	2
95	а не	7	2
96	но о	1	2
97	для нас	6	2
98	все это	8	2
99	в которую	1	2
100	говорить о	1	2
101	в тот	1	2
102	для них	3	2
103	заключает в	3	2
104	своем значении	1	2
105	стороны и	1	2
106	в русском	1	2
107	в виде	4	2
108	в них	3	2
109	только это	1	2
110	х и	1	2
111	ii в	1	2
112	к чему	1	2
113	и с	5	2
114	в начале	5	2
115	может ли	2	2
116	как на	2	2
117	в общем	1	2
118	которое в	1	2
119	в сфере	3	2
120	главным образом	3	2
121	именно в	6	2
122	должно быть	3	2
123	в жизни	3	2
124	отношения к	1	2
125	iii в	1	2
126	во всей	3	2
127	есть нечто	1	2
128	в силу	9	2
129	одна из	2	2
130	в мире	2	2
131	например в	2	2
132	не менее	8	2
133	в ряду	1	2
134	где бы	1	2
135	не столько	4	2
136	думать что	1	2
137	отнюдь не	6	2
138	со стороны	1	2
139	да и	1	2
140	точек зрения	1	2
141	по характеру	2	2
142	исключительно в	1	2
143	в эту	3	2
144	из них	5	2
145	есть не	1	2
146	тем более	2	2
147	есть в	1	2
148	переход от	5	2
149	бы ни	2	2
150	естественных условиях	1	1
151	осознать и	1	1
152	что было	1	1
153	чем к	1	1
154	этих двух	1	1
155	были бы	3	1
156	представить себе	3	1
157	целому ряду	2	1
158	поскольку она	1	1
159	от нее	4	1
160	из восприятия	1	1
161	во всяком	10	1
162	тем в	1	1
163	и тех	2	1
164	могли бы	16	1
165	к истине	1	1
166	не есть	5	1
167	собственном смысле	12	1
168	культурного развития	1	1
169	находятся в	1	1
170	и то	9	1
171	можем представить	1	1
172	но как	4	1
173	выступает в	3	1
174	бы и	2	1
175	история и	1	1
176	мы можем	13	1
177	сам как	1	1
178	и эти	2	1
179	на этой	7	1
180	мы видим	13	1
181	а с	4	1
182	в данном	1	1
183	получил у	1	1
184	не хотим	2	1
185	только к	2	1
186	с его	3	1
187	за то	1	1
188	что оно	8	1
189	сходства между	1	1
190	ее по	1	1
191	никакого сомнения	1	1
192	и более	4	1
193	те же	6	1
194	вместе с	18	1
195	и здесь	5	1
196	по природе	1	1
197	план в	1	1
198	и на	9	1
199	отличие от	8	1
200	в самом	8	1
201	вопрос о	2	1
202	и очень	1	1
203	сделать то	1	1
204	не означает	2	1
205	он пришел	1	1
206	они не	4	1
207	в восприятии	3	1
208	может не	1	1
209	в исторической	1	1
210	этой области	2	1
211	же исторический	1	1
212	с основной	1	1
213	на свои	1	1
214	это в	1	1
215	только что	5	1
216	поскольку они	1	1
217	гласит что	1	1
218	усомниться в	1	1
219	они являются	8	1
220	в действии	8	1
221	в психологии	1	1
222	бы она	1	1
223	с двух	1	1
224	в наши	2	1
225	друга на	1	1
226	в случаях	1	1
227	переходит в	1	1
228	в основном	6	1
229	исходить из	1	1
230	с и	2	1
231	что каждая	2	1
232	и который	1	1
233	она не	1	1
234	уже в	10	1
235	каждого слова	1	1
236	исключительно на	1	1
237	наших глазах	2	1
238	более или	3	1
239	применении к	1	1
240	связана с	3	1
241	из авторов	2	1
242	того чтобы	15	1
243	мы знаем	10	1
244	равным образом	4	1
245	в применении	1	1
246	на основе	29	1
247	сменяют друг	1	1
248	и менее	1	1
249	многих случаях	1	1
250	вопросу о	1	1
251	представляет собой	6	1
252	прийти к	1	1
253	как известно	7	1
254	народов как	1	1
255	но до	1	1
256	из всех	2	1
257	формы в	3	1
258	во многих	3	1
259	и наше	1	1
260	что это	8	1
261	одно и	7	1
262	могут дать	1	1
263	ни на	3	1
264	с трудом	1	1
265	думается что	1	1
266	что при	3	1
267	и центральной	1	1
268	не были	1	1
269	ли или	1	1
270	бы неправильно	2	1
271	все основные	1	1
272	из этих	5	1
273	что если	3	1
274	что с	8	1
275	положение что	1	1
276	связанные с	3	1
277	именно на	1	1
278	не как	3	1
279	только один	1	1
280	об отношении	2	1
281	что дело	1	1
282	а затем	4	1
283	и вся	1	1
284	что уже	3	1
285	в каждом	2	1
286	только на	2	1
287	и через	1	1
288	глаза на	1	1
289	обе эти	5	1
290	что эта	2	1
291	может оказаться	1	1
292	условия в	1	1
293	не об	1	1
294	в других	2	1
295	и при	3	1
296	и что	15	1
297	в различных	1	1
298	связь между	7	1
299	на основании	11	1
300	что и	14	1
301	тем и	5	1
302	другой стороны	5	1
303	с того	1	1
304	еще в	2	1
305	в мир	1	1
306	как ни	1	1
307	ни были	2	1
308	этом смысле	7	1
309	бы что	4	1
310	к жизни	2	1
311	выражается в	2	1
312	этот спор	1	1
313	далеко не	2	1
314	только то	1	1
315	себе зерно	1	1
316	недостаточно для	3	1
317	в этих	4	1
318	что все	2	1
319	в истории	9	1
320	как оно	5	1
321	основном и	1	1
322	в историческом	2	1
323	когда сами	1	1
324	так же	26	1
325	человека с	1	1
326	она находится	1	1
327	также и	3	1
328	как она	4	1
329	его в	8	1
330	это имеет	1	1
331	знаем что	1	1
332	речь но	1	1
333	тем больше	1	1
334	вопрос об	2	1
335	каждый из	2	1
336	в большинстве	1	1
337	и наоборот	1	1
338	который не	3	1
339	их не	1	1
340	все же	11	1
341	при виде	1	1
342	и притом	1	1
343	этого процесса	10	1
344	теми же	1	1
345	но на	3	1
346	ничего более	1	1
347	рассматривать как	1	1
348	чрезвычайно существенным	1	1
349	в результате	6	1
350	и путь	1	1
351	и слова	1	1
352	в которой	4	1
353	от тех	2	1
354	должен быть	1	1
355	не связаны	2	1
356	черты в	1	1
357	и выделения	1	1
358	в этой	7	1
359	числе и	3	1
360	сопоставление это	1	1
361	не сумеем	1	1
362	дело касается	1	1
363	в наших	2	1
364	этом не	1	1
365	из нее	2	1
366	тот или	1	1
367	что по	2	1
368	в отличие	8	1
369	и где	1	1
370	по преимуществу	1	1
371	и которая	3	1
372	само по	3	1
373	оно есть	1	1
374	известном смысле	2	1
375	растет в	1	1
376	на две	2	1
377	видим в	2	1
378	том виде	4	1
379	же как	10	1
380	чтобы понять	1	1
381	на себя	2	1
382	в естественных	1	1
383	что не	1	1
384	мы и	4	1
385	развития в	4	1
386	если мы	12	1
387	иначе как	2	1
388	та или	3	1
389	в эпоху	1	1
390	тем же	8	1
391	но для	2	1
392	почти исключительно	2	1
393	в каком	3	1
394	насколько мы	1	1
395	в ходе	1	1
396	ведет к	1	1
397	свои собственные	1	1
398	судить по	1	1
399	к другим	2	1
400	или иная	3	1
401	развитие в	1	1
402	происходит и	1	1
403	тогда когда	10	1
404	и другим	2	1
405	находится в	4	1
406	давно уже	1	1
407	мало ибо	1	1
408	в живом	3	1
409	бы оно	1	1
410	представляют собой	1	1
411	в какой	5	1
412	ясно что	4	1
413	без того	1	1
414	место в	3	1
415	как и	20	1
416	с которым	2	1
417	входят в	1	1
418	также в	2	1
419	или иной	3	1
420	в собственном	12	1
421	многих других	3	1
422	по одному	3	1
423	и именно	1	1
424	начала в	1	1
425	глубоко в	1	1
426	одновременно и	1	1
427	чтобы дать	1	1
428	и такое	1	1
429	тому на	1	1
430	всеми его	1	1
431	все еще	2	1
432	исторический материализм	1	1
433	дело идет	1	1
434	на то	7	1
435	что явление	1	1
436	ними во	1	1
437	и по	5	1
438	этот вывод	3	1
439	и я	1	1
440	это значение	2	1
441	там где	4	1
442	всецело к	1	1
443	и только	4	1
444	что именно	3	1
445	друг с	10	1
446	всяком случае	10	1
447	в свете	2	1
448	нисколько не	3	1
449	о котором	2	1
450	бы мы	2	1
451	не все	1	1
452	сравнению с	4	1
453	но каждый	1	1
454	эти последние	2	1
455	в условиях	1	1
456	когда в	3	1
457	друг друга	7	1
458	в себя	3	1
459	есть сейчас	1	1
460	распадается на	4	1
461	в это	1	1
462	для этого	3	1
463	с ее	5	1
464	противоречии с	2	1
465	в известном	6	1
466	эта вторая	1	1
467	с другом	10	1
468	и чем	1	1
469	во времени	1	1
470	гораздо более	1	1
471	не просто	3	1
472	он был	1	1
473	на каждом	4	1
474	не имеет	3	1
475	эти пути	1	1
476	есть и	2	1
477	и особенно	4	1
478	одно из	2	1
479	или менее	5	1
480	пути к	3	1
481	мы возьмем	1	1
482	и ее	1	1
483	глазах не	1	1
484	есть знак	1	1
485	чем оно	1	1
486	и наряду	1	1
487	особенно в	2	1
488	относиться к	1	1
489	в развитии	46	1
490	которая и	1	1
491	этап на	1	1
492	в положительном	1	1
493	к более	1	1
494	бы это	1	1
495	связаны с	4	1
496	совершенно ясно	3	1
497	обратиться к	1	1
498	философской и	1	1
499	никогда не	11	1
500	еще не	6	1
501	рождается и	1	1
