N	2gram	Voloshinov	formyVre
1	и в	42	148
2	в этом	10	73
3	то есть	5	70
4	в романе	1	58
5	в нем	6	51
6	прежде всего	22	46
7	и не	14	37
8	в его	6	36
9	и его	7	36
10	вовсе не	2	35
11	но и	16	33
12	то же	16	32
13	не только	28	32
14	в литературе	1	32
15	но в	5	31
16	жизни и	3	31
17	так и	7	29
18	может быть	13	27
19	не в	6	26
20	как мы	10	26
21	как и	12	25
22	как бы	30	25
23	точки зрения	11	24
24	мы уже	11	24
25	только в	7	23
26	в то	9	23
27	времени и	2	23
28	человека в	2	23
29	в том	3	22
30	то что	9	22
31	связи с	3	21
32	во всех	6	21
33	же время	7	21
34	все эти	3	21
35	в своем	1	19
36	и на	7	19
37	в основном	1	19
38	и для	3	19
39	таким образом	8	18
40	у него	1	18
41	и все	4	18
42	еще не	3	18
43	по существу	1	18
44	при этом	9	17
45	те же	5	17
46	с этим	2	17
47	в особенности	1	17
48	так как	8	17
49	в пределах	2	17
50	человека и	2	17
51	все же	9	16
52	в связи	2	16
53	того же	1	16
54	в основе	3	16
55	и во	1	16
56	и их	5	16
57	не может	13	16
58	в разных	3	15
59	в одном	4	15
60	в дальнейшем	2	15
61	никогда не	7	15
62	с точки	5	15
63	так сказать	4	15
64	с его	8	15
65	вместе с	5	15
66	лишь в	4	15
67	и как	10	14
68	и с	5	14
69	так же	4	14
70	в конце	6	14
71	его жизни	1	14
72	всех этих	1	14
73	а не	7	14
74	как раз	1	14
75	все это	4	14
76	в самом	5	13
77	в котором	3	13
78	для того	9	13
79	во время	1	13
80	с ним	2	13
81	как в	3	13
82	роль в	3	13
83	здесь в	1	13
84	в их	2	13
85	в частности	3	13
86	того чтобы	7	13
87	а в	5	13
88	же в	1	13
89	и до	1	12
90	конечно не	3	12
91	не было	2	12
92	он не	2	12
93	значение и	2	12
94	отнюдь не	10	12
95	что в	1	12
96	с природой	2	12
97	потому что	7	12
98	в истории	1	12
99	ничего не	8	12
100	но не	2	12
101	и наконец	5	12
102	из них	3	11
103	хотя и	3	11
104	его в	4	11
105	между ними	3	11
106	ни в	1	11
107	уже в	5	11
108	мира и	1	11
109	в ней	8	11
110	и другие	1	10
111	кроме того	2	10
112	уже не	4	10
113	и того	1	10
114	влияние на	4	10
115	в ее	3	10
116	сих пор	2	10
117	также и	2	10
118	до сих	1	10
119	уже говорили	1	10
120	и проч	1	10
121	здесь не	2	10
122	тот же	2	10
123	в большинстве	1	10
124	и даже	3	9
125	но все	5	9
126	их в	3	9
127	с другой	1	9
128	наряду с	1	9
129	всего в	4	9
130	на протяжении	1	9
131	здесь нет	1	9
132	должно быть	2	9
133	и следовательно	5	9
134	и это	8	9
135	та же	3	9
136	отношения к	3	9
137	том что	3	9
138	и явлений	1	9
139	в самой	1	9
140	для него	3	9
141	есть в	1	9
142	одного и	1	9
143	и к	4	8
144	в результате	1	8
145	в виду	3	8
146	в этих	2	8
147	к тому	4	8
148	и т.п	25	8
149	все его	1	8
150	в произведении	1	8
151	что и	3	8
152	характер и	1	8
153	в мире	2	8
154	здесь мы	3	8
155	и по	1	8
156	один из	4	8
157	в жизни	2	8
158	если бы	4	8
159	связанные с	2	8
160	большинстве случаев	1	8
161	до конца	2	8
162	и то	5	8
163	это не	3	8
164	и потому	2	8
165	отношение к	2	8
166	отношению к	2	8
167	или иной	6	8
168	в целом	4	8
169	в той	5	7
170	для всех	2	7
171	еще более	2	7
172	не как	1	7
173	широком смысле	1	7
174	между собой	2	7
175	связанных с	5	7
176	к ним	1	7
177	к этому	2	7
178	из этих	2	7
179	в себе	10	7
180	не знает	3	7
181	в которой	7	7
182	в себя	1	7
183	в форме	6	7
184	в процессе	6	7
185	например в	1	7
186	и он	2	7
187	нет ничего	2	7
188	было бы	7	7
189	том же	2	7
190	у них	3	7
191	того что	4	7
192	этот процесс	2	7
193	этом отношении	2	7
194	ее в	1	7
195	место в	2	7
196	что было	3	6
197	все что	1	6
198	с самим	2	6
199	именно в	1	6
200	с тем	8	6
201	на первый	2	6
202	о том	4	6
203	с помощью	6	6
204	между двумя	2	6
205	сказать что	3	6
206	в основу	1	6
207	входят в	1	6
208	во всей	1	6
209	время и	1	6
210	в качестве	4	6
211	в таком	1	6
212	здесь как	1	6
213	мы можем	7	6
214	ту же	2	6
215	за пределы	1	6
216	и самое	1	6
217	смысле слова	1	6
218	в сущности	1	6
219	в отношении	2	6
220	мы видим	4	6
221	не могут	1	6
222	в которых	2	6
223	своей жизни	5	6
224	не является	5	6
225	тех же	1	6
226	слова и	5	6
227	имеем в	1	6
228	нет и	3	6
229	значение имеет	1	6
230	одной из	2	6
231	все они	1	6
232	мы не	9	6
233	на развитие	2	6
234	но эта	2	6
235	в начале	3	6
236	есть не	2	6
237	вообще не	1	5
238	с этой	1	5
239	о чем	2	5
240	одно из	1	5
241	тем что	2	5
242	в своей	2	5
243	понятно что	1	5
244	хотя бы	18	5
245	всем этим	1	5
246	только на	3	5
247	но они	1	5
248	точка зрения	4	5
249	вполне понятно	1	5
250	с другими	2	5
251	они как	1	5
252	следовательно и	1	5
253	от этого	1	5
254	той или	4	5
255	так что	1	5
256	одно и	6	5
257	и является	5	5
258	по своей	2	5
259	в этой	6	5
260	и от	7	5
261	мы будем	6	5
262	чаще всего	3	5
263	там где	1	5
264	здесь же	1	5
265	в него	2	5
266	в какой-то	2	5
267	был бы	2	5
268	тела и	1	5
269	с ними	1	5
270	да и	4	5
271	не имеют	1	5
272	и уже	3	5
273	той же	7	5
274	произведения и	1	5
275	он может	1	5
276	он должен	3	5
277	ничем не	2	5
278	мы имеем	2	5
279	в движение	1	5
280	или в	2	5
281	общества и	3	5
282	об этом	3	5
283	и вообще	2	5
284	и ни	2	5
285	или как	6	5
286	мы наблюдаем	1	4
287	же и	1	4
288	даже в	1	4
289	вещи и	1	4
290	а затем	1	4
291	не являются	1	4
292	другой стороны	1	4
293	по себе	1	4
294	в своих	2	4
295	равно как	2	4
296	или на	1	4
297	в одно	1	4
298	у достоевского	1	4
299	раз и	1	4
300	в другом	1	4
301	по отношению	2	4
302	и те	2	4
303	в глаза	1	4
304	не становится	3	4
305	в нашем	5	4
306	жизни как	1	4
307	не был	1	4
308	жизни с	1	4
309	несмотря на	3	4
310	весь мир	1	4
