N	3gram	Bakhtin_Fr	StatiiOP
1	в том что	4	47
2	о том что	4	29
3	в этом отношении	3	24
4	до сих пор	3	19
5	с точки зрения	4	14
6	с другой стороны	2	13
7	во всяком случае	1	13
8	то обстоятельство что	1	11
9	в самом деле	3	9
10	то же время	12	9
11	в то же	12	9
12	дело в том	2	9
13	можно было бы	2	9
14	на самом деле	1	8
15	не только в	1	8
16	в конце концов	5	7
17	в данном случае	1	7
18	по этому поводу	1	7
19	но все же	1	7
20	заключается в том	1	7
21	в то время	1	7
22	и в этом	1	7
23	том что он	1	7
24	по отношению к	3	6
25	в этом смысле	1	6
26	так и в	3	6
27	том что в	1	6
28	речь идет о	1	6
29	в одном из	2	6
30	в том же	1	5
31	говорит о том	1	5
32	нужно сказать что	3	5
33	с тем что	1	5
34	за то что	4	5
35	но и в	2	5
36	тем что в	1	5
37	как раз в	1	5
38	в одной из	1	5
39	в свое время	2	5
40	что же касается	1	5
41	то что в	2	5
42	с самого начала	1	5
43	после того как	6	5
44	в применении к	1	4
45	то что он	1	4
46	так например в	1	4
47	с одной стороны	3	4
48	ничего общего с	1	4
49	в связи с	2	4
50	в другом месте	3	4
51	в мировой литературе	1	4
52	в это время	1	4
53	и в самом	1	4
54	тем более что	1	4
55	и в том	1	4
56	в предисловии к	1	4
57	что и в	1	4
58	имеет ничего общего	1	3
59	своего времени и	1	3
60	о том как	3	3
61	в той же	5	3
62	в том числе	4	3
63	более или менее	3	3
64	сказать что в	1	3
65	потому что он	1	3
66	не имеет ничего	1	3
67	находим и в	1	3
68	таким образом в	2	3
69	а с другой	1	3
70	к тому же	1	3
71	но все это	2	3
72	что у него	2	3
73	ни для кого	1	3
74	как и вообще	1	3
75	и тем же	1	3
76	это связано с	1	3
77	и не в	1	3
78	как писателя и	1	3
79	одним и тем	1	3
80	в значительной степени	3	3
81	во всех этих	1	3
82	прежде всего в	4	3
83	сделать так чтобы	1	2
84	и в другом	1	2
85	точки зрения их	1	2
86	потому что это	1	2
87	в эту эпоху	1	2
88	в той или	1	2
89	но и с	2	2
90	важно подчеркнуть что	1	2
91	том числе и	2	2
92	и для самого	1	2
93	что в этом	1	2
94	то же самое	1	2
95	не только с	2	2
96	а также и	3	2
97	сам по себе	2	2
98	проявляется в том	1	2
99	в свою очередь	3	2
100	в этих словах	1	2
101	но он не	1	2
102	и др в	1	2
103	той или иной	1	2
104	в чем же	2	2
105	было бы думать	1	2
106	и что он	1	2
107	в целом ряде	1	2
108	и то обстоятельство	1	2
109	в настоящее время	1	2
110	на этот вопрос	1	2
111	но в то	3	2
112	как мы видели	4	2
113	мы имеем в	2	2
114	так что в	1	2
115	и то что	1	2
116	к смертной казни	1	2
117	что в нем	1	2
118	до нас не	4	2
119	несколько слов о	1	2
120	это прежде всего	3	2
121	как и в	2	2
122	он говорит что	1	1
123	некоторые из них	1	1
124	в конце года	1	1
125	и с его	2	1
126	плоть от плоти	1	1
127	и на все	1	1
128	в большинстве случаев	9	1
129	в ту же	1	1
130	поэтому и в	1	1
131	то что был	1	1
132	как и во	1	1
133	это место в	1	1
134	до наших дней	2	1
135	или иной мере	1	1
136	истории как и	1	1
137	в том и	1	1
138	и вся эта	1	1
139	нос и в	1	1
140	и это не	1	1
141	но каждый раз	1	1
142	таким образом уже	1	1
143	на той же	1	1
144	того времени эти	1	1
145	же года в	1	1
146	что все уже	1	1
147	не знает и	1	1
148	и все это	2	1
149	и так называемая	1	1
150	на котором он	1	1
151	друг от друга	1	1
152	что в слове	1	1
153	свидетельствует о том	2	1
154	и не имеет	1	1
155	все это уже	1	1
156	при помощи которого	1	1
157	в центре этой	1	1
158	в его время	1	1
159	чтобы показать его	1	1
160	у него были	1	1
161	еще и до	1	1
162	не потому что	1	1
163	в июне года	1	1
164	смысле этого слова	1	1
165	для правильного понимания	1	1
166	что из этого	1	1
167	начинается с самого	1	1
168	не трудно видеть	1	1
169	но на самом	1	1
170	вместо того чтобы	2	1
171	том же духе	1	1
172	все эти вещи	1	1
173	можно было видеть	1	1
174	это один из	1	1
175	и во всем	1	1
176	к каждой его	1	1
177	по ту сторону	1	1
178	так чтобы читатель	1	1
179	в которых он	1	1
180	в первой книге	2	1
181	и по отношению	2	1
182	в своем романе	2	1
183	так как его	1	1
184	была одним из	1	1
185	в развитии этой	1	1
186	в момент рождения	1	1
187	мы здесь находим	1	1
188	связан не только	1	1
189	является одним из	1	1
190	к нему все	1	1
191	имел в виду	1	1
192	как и всегда	1	1
193	мы находим и	1	1
194	нет никаких оснований	1	1
195	у нас и	1	1
196	писался в течение	1	1
197	никогда не было	1	1
198	ведь это не	1	1
199	нужно отметить что	1	1
200	который в своем	1	1
201	то что было	1	1
202	и стремление к	1	1
203	находит свое выражение	1	1
204	друг к другу	1	1
205	вместе с ним	1	1
206	как мы говорим	1	1
207	в значительной мере	1	1
208	и во всяком	1	1
209	большой и разнообразный	1	1
210	в эти годы	1	1
211	и может быть	1	1
212	никакому сомнению что	1	1
213	с жизнью и	1	1
214	есть такое место	1	1
215	свое отражение в	1	1
216	и в особенности	1	1
217	можно предполагать что	1	1
218	со всеми его	3	1
219	и в отношении	2	1
220	фазу своего развития	1	1
221	в новую фазу	1	1
222	эта борьба с	1	1
223	в результате этого	1	1
224	того как он	2	1
225	именно то что	1	1
226	то есть с	2	1
