N	2gram	Losev_Prob	TeoriaLi
1	в качестве	9	33
2	в мире	1	26
3	не только	28	24
4	и в	48	24
5	в частности	5	23
6	то есть	38	22
7	состоит в	1	22
8	может быть	11	22
9	при этом	6	20
10	в том	25	20
11	я в	4	18
12	и не	29	17
13	а в	8	15
14	но и	21	14
15	а не	7	14
16	так и	15	14
17	в себе	7	14
18	представляет собой	1	13
19	такого рода	4	13
20	но не	12	13
21	в этом	31	12
22	сводится к	1	12
23	но в	17	12
24	в его	19	12
25	то же	6	12
26	своего рода	1	11
27	том что	29	11
28	точки зрения	17	11
29	и его	11	11
30	что в	12	10
31	по отношению	2	10
32	как это	5	10
33	отношению к	2	10
34	в душе	1	9
35	только в	21	9
36	в данном	6	9
37	с другой	8	9
38	в искусстве	2	9
39	не в	16	9
40	в то	6	9
41	в своей	29	8
42	же время	1	8
43	как бы	10	8
44	по своей	3	8
45	не может	6	8
46	в самом	7	7
47	не столько	1	7
48	или иной	4	7
49	в своем	16	7
50	мы имеем	3	7
51	а также	8	7
52	отношение к	3	7
53	однако в	4	7
54	в области	3	7
55	в нем	8	7
56	другой стороны	8	6
57	в состав	1	6
58	более или	1	6
59	как и	10	6
60	не менее	8	6
61	еще не	4	6
62	то что	26	6
63	со стороны	1	6
64	уже не	12	6
65	с его	3	6
66	в ее	6	6
67	с другими	1	6
68	или иначе	3	6
69	или менее	1	6
70	героя и	1	6
71	в русской	4	6
72	того или	3	6
73	тем самым	2	6
74	в первой	2	6
75	или иного	2	6
76	художественного творчества	10	5
77	ни в	17	5
78	в виду	3	5
79	так или	3	5
80	как в	3	5
81	в художественном	2	5
82	можно сказать	10	5
83	не является	2	5
84	того чтобы	3	5
85	для того	4	5
86	я с	2	5
87	жизни как	1	5
88	по преимуществу	2	5
89	данном случае	5	5
90	для него	2	5
91	того что	8	5
92	между тем	2	5
93	он не	4	5
94	и тем	4	5
95	и о	9	5
96	могут быть	2	5
97	художественного произведения	1	5
98	не случайно	1	5
99	искусства в	2	5
100	в отношении	8	4
101	не на	1	4
102	по пути	1	4
103	и сам	5	4
104	в этих	3	4
105	отношения к	1	4
106	что он	12	4
107	входит в	1	4
108	в другом	6	4
109	отношении к	1	4
110	и а	4	4
111	сказать что	13	4
112	в нашем	5	4
113	к тому	7	4
114	во времени	1	4
115	никогда не	7	4
116	искусства но	2	4
117	это не	8	4
118	хотя и	10	4
119	в литературе	5	4
120	в их	4	4
121	его в	9	4
122	но он	5	4
123	или даже	4	4
