N	2gram	Medvedev_F	OGranits
1	и в	54	13
2	и его	27	12
3	прежде всего	34	9
4	может быть	30	8
5	и не	34	8
6	не может	26	8
7	и пр	30	7
8	в его	30	7
9	и их	13	7
10	точки зрения	21	7
11	таким образом	28	6
12	не только	14	6
13	социального общения	8	6
14	только в	6	6
15	то что	14	6
16	как бы	10	6
17	языка и	13	5
18	метода в	7	5
19	в поэзии	5	5
20	хотя бы	10	5
21	с точки	17	5
22	художественного произведения	27	5
23	в процессе	17	5
24	но ведь	4	5
25	все же	8	5
26	и эта	2	5
27	и наконец	7	5
28	в каждом	3	4
29	не является	3	4
30	до тех	1	4
31	произведения как	3	4
32	только и	7	4
33	вполне понятно	2	4
34	мы не	6	4
35	то же	16	4
36	было бы	10	4
37	все это	11	4
38	в сознании	1	4
39	слов и	1	4
40	в школе	2	4
41	лишь в	15	4
42	художественного общения	2	4
43	социальной группы	4	4
44	материала в	4	4
45	в своей	16	4
46	на фоне	7	4
47	в двух	1	4
48	тех пор	1	4
49	но в	9	4
50	вопроса о	2	4
51	поэтического произведения	10	3
52	с этим	6	3
53	что в	10	3
54	к одному	2	3
55	понятно что	1	3
56	и то	1	3
57	только путем	1	3
58	со всей	3	3
59	ни один	1	3
60	материала и	7	3
61	экспрессивной интонации	1	3
62	марксистского литературоведения	1	3
63	в искусстве	6	3
64	и уже	1	3
65	так и	24	3
66	не как	7	3
67	говорить о	4	3
68	в одном	2	3
69	не столько	5	3
70	за пределы	2	3
71	отношению к	4	3
72	по отношению	4	3
73	превращается в	2	3
74	слово в	2	3
75	поставить вопрос	2	3
76	в пределах	13	3
77	в поэтике	3	3
78	в их	16	3
79	при анализе	1	3
80	в ее	10	3
81	самом деле	12	3
82	не в	16	3
83	в которой	5	3
84	что же	6	3
85	и все	9	3
86	общего с	2	3
87	но для	4	3
88	в себе	4	3
89	так как	4	3
90	языка как	11	3
91	вряд ли	2	3
92	поэтической речи	1	3
93	да и	1	3
94	но и	18	3
95	к единству	1	3
96	и для	5	3
97	как и	18	3
98	ничего общего	2	3
99	никогда не	6	3
100	как системы	1	3
101	литературного языка	3	2
102	в области	6	2
103	к сожалению	2	2
104	своего рода	1	2
105	истории литературы	18	2
106	в самом	17	2
107	во всем	3	2
108	и к	7	2
109	что они	4	2
110	того или	6	2
111	каждый элемент	4	2
112	может иметь	1	2
113	функцию в	1	2
114	материалом для	2	2
115	форм и	7	2
116	оценка в	1	2
117	и отчасти	6	2
118	мы видим	1	2
119	иное как	1	2
120	в данном	2	2
121	мы уже	1	2
122	и этот	2	2
123	формальный метод	19	2
124	одного материала	1	2
125	и наиболее	1	2
126	в шкловского	3	2
127	а как	5	2
128	жизненной речи	1	2
129	в своих	3	2
130	в этом	39	2
131	и композиции	2	2
132	об особой	1	2
133	что иное	1	2
134	в общем	8	2
135	в целях	2	2
136	данном случае	2	2
137	на язык	5	2
138	в языке	5	2
139	с одной	5	2
140	в произведении	2	2
141	социологический метод	5	2
142	мог бы	1	2
143	входит в	8	2
144	наконец в	3	2
145	не чем	1	2
146	одной стороны	5	2
147	и должно	4	2
148	роль в	2	2
149	в другом	2	2
150	историей литературы	1	2
151	при этом	14	2
152	несмотря на	2	2
153	между тем	4	2
154	для него	9	2
155	и стиль	1	2
156	в методологической	1	2
157	в этот	2	2
158	и истории	5	2
159	особенностей в	1	2
160	и тем	3	2
161	в руках	1	2
162	с помощью	13	2
163	и может	6	2
164	смысле слова	1	2
165	те же	1	2
166	из единства	1	2
167	ее в	3	2
168	и композиция	1	2
169	в том	17	2
170	общения и	3	2
171	с этой	4	2
172	произведения но	1	2
173	что эта	2	2
174	и является	3	2
175	в тех	1	2
176	в отношении	3	2
177	но такое	1	2
178	чем же	3	2
179	вслед за	1	2
180	литературного произведения	6	2
181	против такого	1	2
182	ни одно	1	2
183	другой стороны	5	2
184	сознания и	1	2
185	не что	1	2
186	не на	3	2
187	от этого	3	2
188	так же	5	2
189	думать что	4	2
190	в них	4	2
191	самого начала	2	2
192	а в	11	2
193	в г	1	2
194	связанных с	2	2
195	если бы	8	2
196	себе что	1	2
197	от всех	5	2
198	и делают	1	2
199	о языке	4	2
200	элемента в	1	2
201	а также	1	2
202	в книге	1	2
203	еще в	2	2
204	в ней	15	2
205	с самого	2	2
206	литературное произведение	10	2
207	тем что	6	2
208	истории языка	1	2
209	она является	2	2
210	и др	8	2
211	могут быть	7	2
212	вовсе не	18	2
213	в действительности	3	2
214	может в	1	2
215	вне материала	1	2
216	поэтики и	1	2
217	беспредметных искусств	2	2
218	его на	1	2
219	чем иным	1	2
220	учение о	4	2
221	в связи	11	2
222	имеет место	1	2
223	в зависимости	4	2
224	во всей	4	2
225	с ними	1	2
226	материал в	1	2
227	может стать	1	2
228	все эти	12	2
229	поэтического языка	63	2
230	с другой	8	2
231	как в	12	2
232	иным как	1	2
233	художественных произведений	5	2
234	разрыв между	1	2
235	подойти и	1	2
236	не менее	12	2
237	изобразительных искусствах	1	2
238	не имеет	2	2
239	с историей	2	2
240	общественной психологии	1	2
241	там где	3	2
242	и историей	1	2
243	к предмету	4	2
244	в структуре	2	2
245	том что	3	2
246	в нем	25	2
247	уже в	1	2
248	или иного	8	2
249	зависимости от	5	2
250	не мог	1	2
251	а не	11	2
252	в чем	2	2
253	литературной школы	2	2
254	в целом	7	2
255	художественное произведение	8	2
256	пути к	1	2
257	и ее	15	2
258	подойти к	3	2
259	собственно говоря	1	2
260	к тому	6	2
261	есть не	1	2
262	кажется что	1	2
263	методологической позиции	1	2
264	их функций	1	2
265	для исследования	1	2
266	слова и	5	2
267	этот материал	1	2
268	бы в	6	2
269	в лингвистике	1	2
270	более того	6	2
271	в дальнейшем	3	1
272	конкретного явления	1	1
273	этого термина	2	1
274	формалистов к	2	1
275	в особенности	7	1
276	борьбы и	2	1
277	понять и	1	1
278	его к	1	1
279	перед двумя	1	1
280	науки о	4	1
281	в некоторых	2	1
282	всего в	5	1
283	только одно	1	1
284	своей научной	2	1
285	сведены к	1	1
286	лексических и	1	1
287	образом лишь	1	1
288	себе в	2	1
