text	Belyi_Ritm_partition_part1_wordlist_2gram.tsv	Belyi_Ritm_partition_part2_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part1_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part2_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part3_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part4_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part1_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part2_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part3_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part4_wordlist_2gram.tsv
Belyi_Ritm_partition_part1_wordlist_2gram	0	2493	0	0	0	0	0	0	0	0
Belyi_Ritm_partition_part2_wordlist_2gram	2445	0	0	0	0	0	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part1_wordlist_2gram	0	0	0	2513	2565	2531	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part2_wordlist_2gram	0	0	2477	0	2601	2696	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part3_wordlist_2gram	0	0	2636	2769	0	2555	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part4_wordlist_2gram	0	0	2107	2290	2112	0	0	0	0	0
Dusinskiy_OsnjvnyeVoprosy_partition_part1_wordlist_2gram	0	0	0	0	0	0	0	3711	3598	3748
Dusinskiy_OsnjvnyeVoprosy_partition_part2_wordlist_2gram	0	0	0	0	0	0	3841	0	3712	3730
Dusinskiy_OsnjvnyeVoprosy_partition_part3_wordlist_2gram	0	0	0	0	0	0	3665	3605	0	3921
Dusinskiy_OsnjvnyeVoprosy_partition_part4_wordlist_2gram	0	0	0	0	0	0	3636	3558	3812	0
