	text	mean
0	Bakhtin_FransuaRableINarodnaiaKultura	3149.4
1	Bakhtin_ProblemyPoetikiDostoevskogo	3491.0
2	Bakhtin_ProblemyTvorchestvaDostoevskogo	3661.5
3	Bakhtin_formyVremeniIChronotopaVRomane	3026.0
4	Bakhtin_slovoVRomane	4224.5
5	Berdyaev_MirosozercanieDostoevskogo	4416.5
6	Ircho_Komedia	2568.5
7	Losev_DialektikaMifa	4200.667
8	Losev_ProblemaSimvolaiRealistich	4143.583
9	Losev_VladivirSolovjev	4561.5
10	Medvedev_FormalnyjMetodvLiteraturovedenii	3791.5
11	Nazirov_TvorcheskiePrincipyDostoevskogo	2794.0
12	Potebnia_Myslijsyk	4389.0
13	Propp_IstoricheskieKorniVolshebnoiSkazki	3390.467
14	Propp_RusskieAgrarnyePrazdniki	3443.0
15	Tiupa_AnalitikaHudozhestvennogo	3190.0
16	Tiupa_DiskursIZhanr	2814.0
17	Tiupa_HudozhestvennostChehovskogoRasskasa	3005.0
18	Tiupa_LitereturaIMentalnost	2694.5
19	Tiupa_NarrotologicheskiyChehov	2974.5
20	Vinokur_KulturaYazyka	3481.0
21	Vinokur_StatiiOPushkine	3298.0
22	Voloshinov_MarksizmFilosofijaJazyka	3848.0
23	Vygotskiy_Myshlenieirech	4507.733
24	Vygotskiy_Psychologia	3844.583
