text	Chulkov_Peresmeshnik_partition_part1_wordlist_2gram.tsv	Chulkov_Peresmeshnik_partition_part2_wordlist_2gram.tsv	Chulkov_Peresmeshnik_partition_part3_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part1_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part2_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part3_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part4_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part5_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part6_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part7_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part8_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part1_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part2_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part3_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part4_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part5_wordlist_2gram.tsv	StepniakKravcinskiy_Stundist_partition_part1_wordlist_2gram.tsv	StepniakKravcinskiy_Stundist_partition_part2_wordlist_2gram.tsv
Chulkov_Peresmeshnik_partition_part1_wordlist_2gram	0	1713	1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chulkov_Peresmeshnik_partition_part2_wordlist_2gram	1713	0	1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chulkov_Peresmeshnik_partition_part3_wordlist_2gram	1756	1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part1_wordlist_2gram	0	0	0	0	1179	1146	1163	1306	1216	1273	1128	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part2_wordlist_2gram	0	0	0	1179	0	1247	1362	1298	1326	1224	1250	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part3_wordlist_2gram	0	0	0	1146	1247	0	1249	1230	1180	1150	1160	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part4_wordlist_2gram	0	0	0	1163	1362	1249	0	1343	1131	1271	1287	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part5_wordlist_2gram	0	0	0	1306	1298	1230	1343	0	1247	1364	1288	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part6_wordlist_2gram	0	0	0	1216	1326	1180	1131	1247	0	1289	1155	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part7_wordlist_2gram	0	0	0	1273	1224	1150	1271	1364	1289	0	1375	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part8_wordlist_2gram	0	0	0	1128	1250	1160	1287	1288	1155	1375	0	0	0	0	0	0	0	0
Jakubovich_VMireOtvergennychV1_partition_part1_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	0	1477	1518	1482	1435	0	0
Jakubovich_VMireOtvergennychV1_partition_part2_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	1477	0	1531	1542	1435	0	0
Jakubovich_VMireOtvergennychV1_partition_part3_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	1518	1531	0	1566	1643	0	0
Jakubovich_VMireOtvergennychV1_partition_part4_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	1482	1542	1566	0	1478	0	0
Jakubovich_VMireOtvergennychV1_partition_part5_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	1435	1435	1643	1478	0	0	0
StepniakKravcinskiy_Stundist_partition_part1_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778
StepniakKravcinskiy_Stundist_partition_part2_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	0
