text	Chulkov_Peresmeshnik_partition_part1_wordlist_2gram.tsv	Chulkov_Peresmeshnik_partition_part2_wordlist_2gram.tsv	Chulkov_Peresmeshnik_partition_part3_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part1_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part2_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part3_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part4_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part5_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part6_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part7_wordlist_2gram.tsv	Ertel_Gardeniny_partition_part8_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part1_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part2_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part3_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part4_wordlist_2gram.tsv	Jakubovich_VMireOtvergennychV1_partition_part5_wordlist_2gram.tsv	StepniakKravcinskiy_Stundist_partition_part1_wordlist_2gram.tsv	StepniakKravcinskiy_Stundist_partition_part2_wordlist_2gram.tsv
Chulkov_Peresmeshnik_partition_part1_wordlist_2gram	0	3836	3842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chulkov_Peresmeshnik_partition_part2_wordlist_2gram	3810	0	3933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chulkov_Peresmeshnik_partition_part3_wordlist_2gram	3923	4041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part1_wordlist_2gram	0	0	0	0	2708	2414	2519	2600	2381	2816	2390	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part2_wordlist_2gram	0	0	0	2401	0	2684	3036	2646	2537	2680	2653	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part3_wordlist_2gram	0	0	0	2341	2809	0	2749	2533	2270	2516	2471	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part4_wordlist_2gram	0	0	0	2382	2946	2688	0	2703	2243	2775	2663	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part5_wordlist_2gram	0	0	0	2558	2831	2649	2917	0	2408	2911	2646	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part6_wordlist_2gram	0	0	0	2440	2930	2571	2462	2558	0	2802	2465	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part7_wordlist_2gram	0	0	0	2537	2662	2507	2710	2749	2517	0	2843	0	0	0	0	0	0	0
Ertel_Gardeniny_partition_part8_wordlist_2gram	0	0	0	2223	2733	2452	2830	2569	2262	2885	0	0	0	0	0	0	0	0
Jakubovich_VMireOtvergennychV1_partition_part1_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	0	2973	3141	3008	3098	0	0
Jakubovich_VMireOtvergennychV1_partition_part2_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	3030	0	3137	3096	3153	0	0
Jakubovich_VMireOtvergennychV1_partition_part3_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	3066	3091	0	3130	3429	0	0
Jakubovich_VMireOtvergennychV1_partition_part4_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	3014	3173	3194	0	3140	0	0
Jakubovich_VMireOtvergennychV1_partition_part5_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	2915	2951	3277	3036	0	0	0
StepniakKravcinskiy_Stundist_partition_part1_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3707
StepniakKravcinskiy_Stundist_partition_part2_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3731	0
