text	Aleksandrov_Bairon_partition_part1_wordlist_2gram.tsv	Aleksandrov_Bairon_partition_part2_wordlist_2gram.tsv	Belyi_Ritm_partition_part1_wordlist_2gram.tsv	Belyi_Ritm_partition_part2_wordlist_2gram.tsv	Belyi_Ritm_partition_part3_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part1_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part2_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part3_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part4_wordlist_2gram.tsv	BogorazTan_RasprostroneniyeKultury_partition_part5_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part1_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part2_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part3_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part4_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part5_wordlist_2gram.tsv	Dusinskiy_OsnjvnyeVoprosy_partition_part6_wordlist_2gram.tsv
Aleksandrov_Bairon_partition_part1_wordlist_2gram	0	3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aleksandrov_Bairon_partition_part2_wordlist_2gram	3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Belyi_Ritm_partition_part1_wordlist_2gram	0	0	0	1810	1596	0	0	0	0	0	0	0	0	0	0	0
Belyi_Ritm_partition_part2_wordlist_2gram	0	0	1799	0	1898	0	0	0	0	0	0	0	0	0	0	0
Belyi_Ritm_partition_part3_wordlist_2gram	0	0	1516	1828	0	0	0	0	0	0	0	0	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part1_wordlist_2gram	0	0	0	0	0	0	1736	1660	1632	1680	0	0	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part2_wordlist_2gram	0	0	0	0	0	1774	0	1774	1799	1747	0	0	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part3_wordlist_2gram	0	0	0	0	0	1680	1770	0	1576	1533	0	0	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part4_wordlist_2gram	0	0	0	0	0	1715	1867	1602	0	1623	0	0	0	0	0	0
BogorazTan_RasprostroneniyeKultury_partition_part5_wordlist_2gram	0	0	0	0	0	1363	1395	1197	1280	0	0	0	0	0	0	0
Dusinskiy_OsnjvnyeVoprosy_partition_part1_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	0	2485	2374	2402	2493	2496
Dusinskiy_OsnjvnyeVoprosy_partition_part2_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	2492	0	2215	2358	2533	2417
Dusinskiy_OsnjvnyeVoprosy_partition_part3_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	2458	2431	0	2539	2478	2603
Dusinskiy_OsnjvnyeVoprosy_partition_part4_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	2438	2395	2377	0	2581	2749
Dusinskiy_OsnjvnyeVoprosy_partition_part5_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	2447	2578	2308	2536	0	2776
Dusinskiy_OsnjvnyeVoprosy_partition_part6_wordlist_2gram	0	0	0	0	0	0	0	0	0	0	2317	2313	2343	2605	2716	0
