text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Bakhtin_FransuaRableINarodnaiaKultura	0	0	0	0	2058	2094	4277	4349	4013	4290	4098	3337	792	781	627	2558	2930	600	3770	3870	4854	4788	3593	4277	3509	15	3679	17	119	411	1870	15	607	2364	571	4175	4085	3174	2925	3039	3053	2052	2819	1479	576	2589	2386	2449	2756	1685	2121	1482	2627	1879	2415	2248	1354	1362	3448	3385	2655	3531	3806	670	884	13	944	2002	4087	4196	4206	4350	3942	4033	4391
Bakhtin_KFilosofiiPostupka	1337	1187	1286	1189	0	1322	2134	1397	1959	1578	1728	1671	442	422	339	877	1228	285	1863	1996	2099	2173	1473	2167	1370	6	1831	12	76	236	800	6	320	1082	287	1887	1912	1308	1127	1182	1205	867	956	787	334	1371	1202	1316	1318	945	1068	779	1325	1014	1231	964	735	530	1678	1585	1184	1594	1805	346	459	9	525	952	1642	1675	1733	1633	1736	1746	1872
Bakhtin_ProblemaSoderzhaniaMateriala	1703	1463	1640	1481	1479	0	2271	1775	2222	1875	2432	1553	426	424	312	1010	1325	323	1910	2035	2502	2483	1687	2120	1463	11	2310	15	78	335	1117	6	329	1137	329	2033	2042	1546	1319	1363	1413	1139	1172	856	352	1629	1338	1436	1369	1109	1186	868	1388	1199	1353	1074	744	639	1974	1786	1408	1873	2179	444	561	7	735	1068	1844	1914	1995	1933	2277	1982	2193
Bakhtin_ProblemyPoetikiDostoevskogo	3660	3223	3344	3256	2153	2090	0	0	8554	3865	4495	3891	717	957	628	2173	2766	586	3792	3879	4678	4706	3378	4196	3249	17	3699	25	119	446	1945	13	748	3051	708	4060	4174	2990	2790	2762	2819	2015	2279	1423	547	2688	2416	2507	2868	1778	2236	1457	2678	1963	2352	2047	1303	1244	3496	3239	2462	3457	3908	688	899	15	976	2070	3951	4020	4009	4313	3759	3975	4155
Bakhtin_ProblemyTvorchestvaDostoevskogo	2541	2514	2600	2512	1818	1869	6758	3508	0	3144	4024	3179	587	777	526	1792	2366	512	3319	3431	3901	3929	2811	3711	2718	17	3322	25	105	366	1650	13	600	2370	557	3453	3542	2487	2373	2319	2411	1801	1944	1254	476	2279	2015	2059	2429	1486	1818	1255	2271	1640	1981	1780	1173	1041	3111	2865	2143	2900	3385	585	762	13	893	1719	3242	3288	3269	3652	3229	3372	3552
Bakhtin_formyVremeniIChronotopaVRomane	3124	2984	3106	3101	1682	1744	3540	3310	3318	0	3417	2706	647	686	484	1728	2156	492	2875	2939	3481	3626	2660	3167	2433	9	2973	15	97	308	1493	8	491	2010	452	3074	2999	2407	2279	2366	2294	1739	2004	1188	460	2146	1862	2077	2122	1385	1598	1205	2133	1518	1952	1626	1046	1024	2710	2550	1976	2772	2960	554	739	13	802	1569	2848	3126	3046	3113	2903	2965	3177
Bakhtin_slovoVRomane	2709	2312	2522	2347	1607	1832	3484	2942	3707	3138	0	2233	550	523	410	1539	1875	454	2647	2693	3405	3414	2355	2958	2117	11	3160	15	109	318	1432	6	422	1631	450	3092	3084	2143	1919	2009	2012	1587	1702	1158	441	2049	1757	1978	1914	1362	1556	1125	1937	1498	1770	1519	985	946	2774	2453	1972	2533	3268	548	651	9	861	1555	2865	3114	2960	3189	2834	2832	3037
Berdyaev_MirosozercanieDostoevskogo	1952	1847	1971	1884	1527	1229	3275	2386	2874	2186	2102	0	824	1264	995	1369	1860	334	2862	3055	2990	2995	2319	3184	2788	11	2162	25	99	290	1133	10	531	2165	553	2835	2781	2010	1859	1890	1976	1206	1668	1083	476	1662	1488	1539	1932	1060	1456	894	1634	1234	1487	1465	969	897	2268	2272	1642	2231	2151	399	570	15	597	1229	2276	2325	2555	2581	2543	2651	2812
Berdyaev_NovoeSrednevekovje	1036	880	979	887	729	662	1201	1066	1068	1060	1013	1419	0	355	357	654	742	186	1228	1382	1399	1401	1020	1386	957	8	1072	13	58	183	568	6	232	758	204	1250	1166	880	761	794	813	608	729	527	266	833	763	917	896	556	721	542	842	614	852	627	474	431	1038	1073	802	939	986	187	302	9	299	585	1049	1047	1120	1071	1185	1189	1325
Berdyaev_OtkrovenieoChelovekeDostoevskij	902	807	880	882	710	639	1601	1066	1430	1006	988	2426	318	0	421	635	849	176	1272	1342	1369	1349	1076	1385	1156	4	1096	17	47	167	593	6	312	1093	304	1332	1257	906	844	849	879	559	795	438	216	783	690	755	918	484	624	448	758	529	682	606	459	410	1081	1137	809	976	933	205	283	9	288	567	1017	926	1150	1108	1123	1141	1322
