	text	mean
0	Bakhtin_FransuaRableINarodnaiaKultura	16.357
1	Bakhtin_ProblemyPoetikiDostoevskogo	14.05
2	Bakhtin_ProblemyTvorchestvaDostoevskogo	19.833
3	Bakhtin_formyVremeniIChronotopaVRomane	20.5
4	Bakhtin_slovoVRomane	23.5
5	Berdyaev_MirosozercanieDostoevskogo	2.0
6	Ircho_Komedia	10.0
7	Losev_DialektikaMifa	28.083
8	Losev_ProblemaSimvolaiRealistich	23.65
9	Losev_VladivirSolovjev	50.833
10	Medvedev_FormalnyjMetodvLiteraturovedenii	13.0
11	Nazirov_TvorcheskiePrincipyDostoevskogo	24.0
12	Potebnia_Myslijsyk	13.5
13	Propp_IstoricheskieKorniVolshebnoiSkazki	4.357
14	Propp_RusskieAgrarnyePrazdniki	30.5
15	Tiupa_AnalitikaHudozhestvennogo	7.667
16	Tiupa_DiskursIZhanr	7.5
17	Tiupa_HudozhestvennostChehovskogoRasskasa	10.0
18	Tiupa_LitereturaIMentalnost	9.0
19	Tiupa_NarrotologicheskiyChehov	8.5
20	Vinokur_KulturaYazyka	9.667
21	Vinokur_StatiiOPushkine	8.667
22	Voloshinov_MarksizmFilosofijaJazyka	30.5
23	Vygotskiy_Myshlenieirech	29.357
24	Vygotskiy_Psychologia	13.05
