text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Bakhtin_FransuaRableINarodnaiaKultura	0	0	0	0	4	5	17	22	14	21	17	4	0	0	0	2	10	0	12	7	9	13	7	7	10	0	18	0	0	2	7	0	2	6	2	9	8	8	5	4	3	3	4	9	4	12	7	7	5	8	3	6	5	8	2	7	1	5	8	7	10	13	23	2	0	0	5	7	12	16	11	10	7	5	9
Bakhtin_KFilosofiiPostupka	1	2	1	1	0	5	3	1	4	4	1	2	0	0	0	2	4	0	2	2	0	3	2	3	2	0	2	0	0	2	1	0	1	1	1	1	3	2	0	0	0	2	0	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	2	1	1	4	3	0	1	0	1	2	0	1	1	0	2	1	1
Bakhtin_ProblemaSoderzhaniaMateriala	2	2	2	1	5	0	4	2	3	3	3	1	0	0	0	2	4	0	5	4	0	3	3	3	2	0	3	0	0	2	2	0	1	2	1	1	1	1	0	0	0	1	0	3	2	4	1	2	2	5	1	2	2	5	1	2	1	2	1	1	1	3	4	0	1	0	1	2	0	0	1	1	1	0	0
Bakhtin_ProblemyPoetikiDostoevskogo	19	18	12	13	8	5	0	0	258	21	17	5	0	2	1	4	10	0	9	6	8	15	8	9	10	0	11	0	0	2	6	0	3	11	2	10	9	5	6	5	3	2	3	8	2	11	6	6	4	10	4	5	7	10	2	5	2	5	6	7	7	13	20	2	2	0	5	5	11	13	13	13	6	7	7
Bakhtin_ProblemyTvorchestvaDostoevskogo	10	10	5	9	6	4	107	16	0	13	15	6	0	1	1	4	6	0	7	5	2	11	7	8	8	0	6	0	0	2	4	0	2	8	2	5	6	3	3	2	3	2	1	6	2	9	4	4	4	6	4	4	4	6	1	2	4	3	5	6	5	6	10	1	2	0	5	4	5	5	2	4	4	4	5
Bakhtin_formyVremeniIChronotopaVRomane	10	17	10	7	4	3	10	12	8	0	13	3	0	0	0	2	8	0	7	6	7	9	5	5	6	0	12	0	0	1	4	0	2	4	2	5	5	2	2	5	3	2	2	6	3	5	5	9	5	7	2	3	5	7	2	2	2	3	5	6	6	7	13	1	1	0	4	6	9	8	6	7	5	5	5
Bakhtin_slovoVRomane	9	9	5	2	3	5	10	8	14	11	0	3	0	0	0	2	6	0	7	5	3	6	5	5	5	0	8	0	0	1	7	0	2	5	2	3	4	1	1	4	2	1	2	6	3	6	3	5	3	5	2	2	5	5	3	4	6	2	7	4	5	5	8	2	1	0	2	5	4	4	4	7	8	5	3
Berdyaev_MirosozercanieDostoevskogo	0	1	1	0	2	1	4	1	4	6	2	0	0	6	6	2	3	0	4	5	3	6	5	4	3	0	3	0	0	0	0	0	0	5	0	3	4	4	5	2	3	3	2	1	0	3	2	0	1	1	0	1	0	1	0	0	1	1	2	1	3	4	5	2	1	0	1	4	4	5	7	5	5	6	5
Berdyaev_NovoeSrednevekovje	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Berdyaev_OtkrovenieoChelovekeDostoevskij	0	0	0	0	0	0	1	1	0	0	0	5	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
