text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_FransuaRableINarodnaiaKultura_part5	Bakhtin_FransuaRableINarodnaiaKultura_part6	Bakhtin_FransuaRableINarodnaiaKultura_part7	Bakhtin_FransuaRableINarodnaiaKultura_part8	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyPoetikiDostoevskogo_part3	Bakhtin_ProblemyPoetikiDostoevskogo_part4	Bakhtin_ProblemyPoetikiDostoevskogo_part5	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_ProblemyTvorchestvaDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part3	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_formyVremeniIChronotopaVRomane_part2	Bakhtin_slovoVRomane_part1	Bakhtin_slovoVRomane_part2	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_MirosozercanieDostoevskogo_part2	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Ircho_Komedia_part3	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_DialektikaMifa_part3	Losev_DialektikaMifa_part4	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_ProblemaSimvolaiRealistich_part4	Losev_ProblemaSimvolaiRealistich_part5	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Losev_VladivirSolovjev_part2	Losev_VladivirSolovjev_part3	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part2	Medvedev_FormalnyjMetodvLiteraturovedenii_part3	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part2	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Potebnia_Myslijsyk_part3	Potebnia_Myslijsyk_part4	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_IstoricheskieKorniVolshebnoiSkazki_part5	Propp_IstoricheskieKorniVolshebnoiSkazki_part6	Propp_IstoricheskieKorniVolshebnoiSkazki_part7	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Propp_RusskieAgrarnyePrazdniki_part2	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_AnalitikaHudozhestvennogo_part3	Tiupa_DiskursIZhanr_part1	Tiupa_DiskursIZhanr_part2	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part2	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_LitereturaIMentalnost_part2	Tiupa_LitereturaIMentalnost_part3	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_NarrotologicheskiyChehov_part2	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_KulturaYazyka_part2	Vinokur_KulturaYazyka_part3	Vinokur_StatiiOPushkine_part1	Vinokur_StatiiOPushkine_part2	Vinokur_StatiiOPushkine_part3	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_MarksizmFilosofijaJazyka_part2	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Myshlenieirech_part5	Vygotskiy_Myshlenieirech_part6	Vygotskiy_Myshlenieirech_part7	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3	Vygotskiy_Psychologia_part4	Vygotskiy_Psychologia_part5
Bakhtin_FransuaRableINarodnaiaKultura_1	0	0	0	0	0	0	0	0	5	17	10	17	30	23	19	9	13	17	25	20	20	19	2	2	2	1	2	10	6	7	2	8	8	6	4	14	16	21	13	13	9	7	7	12	0	11	14	14	0	1	4	11	1	5	5	6	2	10	6	8	8	11	7	5	5	7	5	9	5	6	7	13	6	13	9	11	11	11	7	5	8	7	6	11	14	8	10	6	7	8	8	11	9	14	13	17	11	9	17	9	17	17	4	5	0	6	8	8	13	9	11	10	6	8	10	7	7	8	9
Bakhtin_FransuaRableINarodnaiaKultura_2	0	0	0	0	0	0	0	0	8	13	17	20	26	16	16	16	9	16	17	21	18	17	4	5	5	2	1	10	7	11	3	15	13	9	9	11	14	15	10	13	15	15	9	17	0	12	14	12	0	0	7	16	0	6	12	12	6	10	9	13	10	8	10	7	10	8	11	8	8	4	6	14	7	13	11	12	11	11	11	10	8	10	10	11	13	11	11	8	10	12	8	12	11	15	13	17	9	14	21	12	12	14	5	8	0	8	15	15	13	13	16	15	9	12	10	11	12	6	10
Bakhtin_FransuaRableINarodnaiaKultura_3	0	0	0	0	0	0	0	0	7	17	20	21	21	22	15	17	14	15	26	18	12	17	5	10	1	4	1	8	11	9	2	12	13	7	9	14	16	16	13	10	7	7	12	10	0	14	12	12	0	1	5	15	0	6	8	8	6	10	6	13	11	10	8	8	8	9	9	7	8	4	8	14	4	15	11	14	13	13	14	10	10	10	8	12	16	15	13	9	14	15	10	12	11	13	14	20	10	9	21	16	18	19	3	7	0	8	19	15	17	18	19	13	17	18	12	15	8	9	15
Bakhtin_FransuaRableINarodnaiaKultura_4	0	0	0	0	0	0	0	0	3	11	16	17	18	16	12	13	11	13	16	21	13	11	6	4	3	3	1	9	7	10	2	11	11	11	9	10	18	13	12	9	9	13	12	14	0	12	11	13	0	1	4	15	1	3	7	6	3	10	10	10	10	11	8	8	4	6	9	7	8	4	8	10	8	10	10	7	11	6	5	9	8	7	8	11	12	7	8	8	9	12	8	13	7	8	12	13	6	11	11	10	18	15	4	5	0	3	13	10	10	9	14	12	6	9	10	13	9	10	9
Bakhtin_FransuaRableINarodnaiaKultura_5	0	0	0	0	0	0	0	0	7	17	22	25	21	19	17	16	14	16	28	26	14	16	6	10	3	2	1	8	14	12	5	13	15	7	10	20	17	23	22	15	11	10	11	18	0	13	18	19	0	1	7	17	1	7	9	10	8	10	10	10	14	13	11	8	12	13	10	9	11	7	8	18	5	15	10	12	14	10	13	13	10	10	8	12	18	14	15	10	11	15	12	18	13	14	16	19	12	11	24	14	22	18	4	9	0	11	16	18	17	15	18	19	16	23	16	16	13	14	17
Bakhtin_FransuaRableINarodnaiaKultura_6	0	0	0	0	0	0	0	0	5	19	16	14	24	20	11	13	12	12	23	23	17	15	2	3	3	1	3	11	7	10	2	11	10	8	4	16	18	13	9	10	9	11	9	13	0	9	11	12	0	1	8	14	1	5	5	8	4	9	8	9	11	10	9	7	6	8	8	8	7	5	4	12	7	13	11	10	15	11	13	10	7	10	10	12	11	12	11	7	9	14	9	11	10	11	11	19	10	11	18	14	14	14	8	8	0	7	12	14	11	12	16	14	10	15	12	13	12	13	16
Bakhtin_FransuaRableINarodnaiaKultura_7	0	0	0	0	0	0	0	0	7	11	14	22	14	18	12	16	11	12	18	22	10	12	4	4	1	1	2	8	9	9	2	9	6	3	8	11	10	10	8	7	8	9	15	12	0	15	12	12	0	3	6	11	2	5	5	6	5	10	8	10	9	7	6	7	5	5	10	7	7	5	2	13	5	10	10	11	11	10	13	8	10	8	10	8	13	7	7	11	10	9	9	12	12	10	11	17	11	8	13	13	14	12	3	4	0	5	13	11	10	11	11	10	6	9	11	11	9	8	8
Bakhtin_FransuaRableINarodnaiaKultura_8	0	0	0	0	0	0	0	0	7	15	20	18	24	22	14	18	15	14	21	22	20	17	4	6	4	2	1	10	12	12	5	12	14	9	9	16	17	15	12	17	12	14	16	19	0	20	11	18	0	1	7	22	1	6	10	8	7	12	10	13	13	15	9	15	9	13	12	10	13	6	8	16	7	14	10	13	15	10	10	13	12	9	10	12	15	11	11	14	10	18	13	16	11	13	14	18	11	11	20	13	21	19	6	6	0	11	15	16	15	14	18	16	12	15	15	17	13	10	12
Bakhtin_KFilosofiiPostupka	5	7	7	5	7	6	7	7	0	23	17	12	6	9	14	17	8	19	14	8	10	10	4	9	3	3	3	6	7	9	3	15	12	9	13	14	18	20	14	9	13	8	5	12	0	12	12	17	0	2	7	7	1	3	7	7	5	10	9	8	14	10	5	4	2	6	4	5	11	3	4	12	4	11	11	7	9	8	8	11	13	6	7	12	14	8	11	12	11	11	10	10	12	13	12	13	8	11	12	15	16	13	5	8	0	9	12	7	7	8	8	7	5	6	9	10	4	5	6
Bakhtin_ProblemaSoderzhaniaMateriala	17	13	17	11	17	19	11	15	23	0	26	19	13	19	24	26	18	27	25	16	22	21	10	8	6	4	2	12	12	18	5	25	20	16	15	22	25	24	20	16	17	14	11	16	0	23	30	31	0	2	17	22	1	7	11	14	5	20	17	18	19	14	10	6	7	11	10	9	15	6	8	27	8	30	19	16	17	15	14	18	23	16	13	21	24	19	23	22	19	17	16	14	19	23	23	25	13	14	24	23	27	27	10	18	0	20	23	20	17	18	18	20	17	21	22	24	17	13	21
