text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Bakhtin_FransuaRableINarodnaiaKultura	0	0	0	0	9	11	49	75	45	68	80	11	0	0	0	9	31	0	39	25	25	50	19	45	31	0	58	0	0	6	18	0	7	33	6	25	26	17	17	11	8	8	10	44	13	39	22	24	21	23	16	16	15	25	7	22	10	12	18	24	31	40	87	4	0	0	14	21	37	67	41	33	22	19	26
Bakhtin_KFilosofiiPostupka	5	16	14	12	0	13	14	8	19	17	15	4	0	0	0	9	19	0	12	6	0	8	4	18	9	0	15	0	0	6	5	0	5	18	4	3	12	4	0	0	0	4	0	18	7	10	7	7	11	9	14	6	7	10	4	5	10	4	6	5	6	15	21	0	3	0	3	9	0	6	5	0	4	2	2
Bakhtin_ProblemaSoderzhaniaMateriala	7	15	17	12	12	0	17	11	17	19	23	2	0	0	0	9	18	0	16	13	0	8	7	19	10	0	19	0	0	6	8	0	5	20	4	3	8	2	0	0	0	2	0	26	9	14	7	9	13	15	12	6	9	16	4	5	10	4	4	5	6	12	22	0	3	0	3	9	0	0	2	2	2	0	0
Bakhtin_ProblemyPoetikiDostoevskogo	70	66	48	44	21	12	0	0	580	69	78	10	0	6	2	19	32	0	34	20	17	49	21	40	31	0	39	0	0	6	16	0	9	53	6	32	34	11	16	14	8	5	7	38	9	31	20	21	18	28	19	14	19	29	6	16	12	13	15	23	20	39	77	4	5	0	14	20	29	55	41	36	19	20	19
Bakhtin_ProblemyTvorchestvaDostoevskogo	41	48	30	35	16	9	261	48	0	43	73	12	0	3	2	19	23	0	30	16	5	35	18	36	27	0	26	0	0	6	12	0	7	40	6	17	26	7	7	5	8	5	2	33	9	25	14	14	18	18	19	10	13	18	4	5	16	7	13	21	16	22	43	2	5	0	14	16	13	18	7	14	12	11	13
Bakhtin_formyVremeniIChronotopaVRomane	37	53	43	27	10	7	33	45	32	0	68	6	0	0	0	11	27	0	30	18	16	31	14	20	23	0	45	0	0	3	12	0	7	29	6	16	22	5	5	13	8	7	5	36	11	16	18	28	20	22	14	9	15	23	7	5	12	8	12	22	19	25	51	2	3	0	10	20	26	32	21	23	14	14	13
Bakhtin_slovoVRomane	36	35	28	15	8	11	36	33	46	40	0	6	0	0	0	11	22	0	27	17	7	23	12	19	16	0	34	0	0	3	18	0	7	29	6	7	20	3	2	9	7	3	4	38	11	20	11	16	16	16	15	5	15	16	9	14	20	4	17	13	16	18	30	4	3	0	4	18	11	18	15	25	24	12	10
Berdyaev_MirosozercanieDostoevskogo	0	2	2	0	6	2	12	6	11	13	4	0	0	15	12	10	8	0	14	22	12	25	13	26	6	0	7	0	0	0	0	0	0	14	0	7	11	10	15	7	8	7	6	3	0	11	4	0	3	2	0	2	0	2	0	0	2	3	5	3	10	13	13	4	3	0	2	10	13	20	19	18	17	18	14
Berdyaev_NovoeSrednevekovje	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5
Berdyaev_OtkrovenieoChelovekeDostoevskij	0	0	0	0	0	0	2	4	0	0	0	13	0	0	2	0	0	2	0	0	3	2	0	3	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berdyaev_VelikijInkvizitor	0	0	0	0	0	0	4	0	4	0	0	0	0	2	0	4	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	2	0	0	0	0	3	3	0	2	3	0	0	0	0	0	0	0	3	2	0	3	2
Ircho_Komedia	14	25	22	16	11	9	23	31	23	33	27	10	0	0	2	0	0	0	15	23	11	16	23	28	23	0	21	0	0	6	12	0	5	23	4	8	15	7	6	7	13	10	24	37	11	25	13	22	22	26	23	15	19	28	7	12	10	12	22	19	18	17	27	0	3	0	5	11	15	35	36	24	18	22	17
Kanaev_SovremennyiVitalizm	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
