text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Bakhtin_FransuaRableINarodnaiaKultura	0	0	0	0	30	62	134	147	112	155	106	64	15	11	8	54	58	15	90	72	122	117	92	91	90	0	102	0	3	20	57	2	15	51	13	79	76	70	63	66	58	48	56	49	15	74	51	65	63	50	41	44	49	56	43	68	34	49	76	98	89	102	116	16	29	0	30	57	102	110	117	102	97	85	102
Bakhtin_KFilosofiiPostupka	13	13	11	7	0	25	25	13	21	21	16	13	3	3	3	9	15	3	25	19	20	25	19	23	11	0	22	0	2	7	8	1	3	10	5	14	18	12	5	7	6	12	6	12	4	19	13	12	10	16	10	14	10	17	11	12	10	10	18	17	13	24	22	5	9	0	9	13	12	16	11	12	14	12	16
Bakhtin_ProblemaSoderzhaniaMateriala	30	26	25	22	25	0	35	26	36	33	33	15	6	4	2	18	25	5	32	27	36	34	32	27	17	0	44	0	2	17	23	1	7	21	5	28	27	18	14	13	12	20	10	27	8	36	23	26	19	29	21	24	26	30	27	18	16	14	29	28	25	37	43	10	18	0	20	25	26	24	28	32	36	22	27
Bakhtin_ProblemyPoetikiDostoevskogo	117	97	97	98	45	53	0	0	752	138	119	97	17	21	9	53	61	14	99	70	119	124	92	97	72	0	96	0	3	20	48	2	20	77	12	79	88	60	52	51	48	50	40	53	12	73	50	65	60	53	38	41	56	55	50	62	43	42	79	94	83	101	123	16	27	0	30	53	98	93	102	94	96	84	96
Bakhtin_ProblemyTvorchestvaDostoevskogo	56	63	49	59	34	46	424	106	0	79	95	68	10	14	8	45	47	13	73	54	73	91	58	68	52	0	83	0	3	17	39	2	14	58	9	59	70	43	38	36	41	43	37	45	8	58	32	46	49	36	32	31	45	36	39	50	40	34	65	74	63	69	87	13	22	0	28	39	78	64	68	62	76	62	74
Bakhtin_formyVremeniIChronotopaVRomane	79	80	79	78	27	41	72	77	71	0	80	37	12	10	6	32	50	12	59	46	69	69	53	51	39	0	72	0	3	9	37	1	15	33	8	46	51	37	35	42	38	35	28	33	14	49	36	54	41	39	29	31	48	41	35	40	24	31	45	49	53	50	81	12	17	0	19	41	60	62	58	59	49	59	58
Bakhtin_slovoVRomane	63	50	53	37	24	47	76	62	97	81	0	38	9	6	5	28	32	12	51	49	58	64	45	53	31	0	62	0	2	13	42	1	11	32	7	48	52	30	31	34	28	32	29	36	11	46	32	41	33	34	24	32	44	37	28	41	31	27	55	49	55	53	74	14	15	0	22	37	52	54	55	61	59	47	51
Berdyaev_MirosozercanieDostoevskogo	21	29	27	16	16	17	60	39	50	40	32	0	16	55	33	23	26	5	45	39	44	48	32	43	33	0	33	0	3	8	27	2	6	45	4	38	41	28	30	31	31	22	25	20	5	29	18	22	31	15	14	15	21	16	22	24	21	16	32	40	37	34	41	7	12	0	7	28	42	43	48	38	49	47	43
Berdyaev_NovoeSrednevekovje	4	4	7	4	3	6	10	5	6	11	7	9	0	3	2	4	5	1	11	9	11	9	6	11	4	0	7	0	1	3	6	0	0	6	1	6	8	9	6	7	5	7	6	6	1	6	4	6	4	6	5	5	3	5	5	8	5	4	9	11	8	5	9	3	4	0	3	3	10	7	10	8	10	9	14
Berdyaev_OtkrovenieoChelovekeDostoevskij	4	4	4	3	3	4	9	6	9	8	5	43	3	0	6	4	2	3	3	6	8	7	4	7	5	0	7	0	0	2	4	0	4	13	1	7	4	3	2	4	4	3	2	3	1	6	2	3	4	3	1	2	5	4	2	3	2	2	2	5	5	3	7	1	4	0	1	3	3	4	4	4	6	8	6
