	text	mean
0	Bakhtin_FransuaRableINarodnaiaKultura	25.786
1	Bakhtin_ProblemyPoetikiDostoevskogo	30.7
2	Bakhtin_ProblemyTvorchestvaDostoevskogo	37.333
3	Bakhtin_formyVremeniIChronotopaVRomane	34.0
4	Bakhtin_slovoVRomane	41.0
5	Berdyaev_MirosozercanieDostoevskogo	29.0
6	Ircho_Komedia	25.667
7	Losev_DialektikaMifa	48.0
8	Losev_ProblemaSimvolaiRealistich	60.1
9	Losev_VladivirSolovjev	83.333
10	Medvedev_FormalnyjMetodvLiteraturovedenii	36.333
11	Nazirov_TvorcheskiePrincipyDostoevskogo	29.0
12	Potebnia_Myslijsyk	45.833
13	Propp_IstoricheskieKorniVolshebnoiSkazki	31.143
14	Propp_RusskieAgrarnyePrazdniki	43.0
15	Tiupa_AnalitikaHudozhestvennogo	25.667
16	Tiupa_DiskursIZhanr	28.0
17	Tiupa_HudozhestvennostChehovskogoRasskasa	29.0
18	Tiupa_LitereturaIMentalnost	20.667
19	Tiupa_NarrotologicheskiyChehov	30.0
20	Vinokur_KulturaYazyka	38.333
21	Vinokur_StatiiOPushkine	40.0
22	Voloshinov_MarksizmFilosofijaJazyka	55.0
23	Vygotskiy_Myshlenieirech	59.048
24	Vygotskiy_Psychologia	44.4
