	text	mean
0	Bakhtin_FransuaRableINarodnaiaKultura	334.143
1	Bakhtin_ProblemyPoetikiDostoevskogo	371.05
2	Bakhtin_ProblemyTvorchestvaDostoevskogo	457.667
3	Bakhtin_formyVremeniIChronotopaVRomane	381.0
4	Bakhtin_slovoVRomane	543.0
5	Berdyaev_MirosozercanieDostoevskogo	530.5
6	Ircho_Komedia	316.167
7	Losev_DialektikaMifa	549.5
8	Losev_ProblemaSimvolaiRealistich	558.55
9	Losev_VladivirSolovjev	853.333
10	Medvedev_FormalnyjMetodvLiteraturovedenii	439.167
11	Nazirov_TvorcheskiePrincipyDostoevskogo	301.0
12	Potebnia_Myslijsyk	513.0
13	Propp_IstoricheskieKorniVolshebnoiSkazki	378.667
14	Propp_RusskieAgrarnyePrazdniki	524.5
15	Tiupa_AnalitikaHudozhestvennogo	315.333
16	Tiupa_DiskursIZhanr	399.5
17	Tiupa_HudozhestvennostChehovskogoRasskasa	352.5
18	Tiupa_LitereturaIMentalnost	552.5
19	Tiupa_NarrotologicheskiyChehov	368.5
20	Vinokur_KulturaYazyka	480.5
21	Vinokur_StatiiOPushkine	469.5
22	Voloshinov_MarksizmFilosofijaJazyka	563.5
23	Vygotskiy_Myshlenieirech	678.119
24	Vygotskiy_Psychologia	483.6
