	text	mean
0	Bakhtin_FransuaRableINarodnaiaKultura	42.607
1	Bakhtin_ProblemyPoetikiDostoevskogo	49.6
2	Bakhtin_ProblemyTvorchestvaDostoevskogo	57.333
3	Bakhtin_formyVremeniIChronotopaVRomane	55.0
4	Bakhtin_slovoVRomane	65.0
5	Berdyaev_MirosozercanieDostoevskogo	82.0
6	Ircho_Komedia	57.0
7	Losev_DialektikaMifa	91.167
8	Losev_ProblemaSimvolaiRealistich	78.1
9	Losev_VladivirSolovjev	122.333
10	Medvedev_FormalnyjMetodvLiteraturovedenii	58.333
11	Nazirov_TvorcheskiePrincipyDostoevskogo	31.0
12	Potebnia_Myslijsyk	67.833
13	Propp_IstoricheskieKorniVolshebnoiSkazki	52.81
14	Propp_RusskieAgrarnyePrazdniki	67.0
15	Tiupa_AnalitikaHudozhestvennogo	50.0
16	Tiupa_DiskursIZhanr	140.0
17	Tiupa_HudozhestvennostChehovskogoRasskasa	55.0
18	Tiupa_LitereturaIMentalnost	306.667
19	Tiupa_NarrotologicheskiyChehov	94.0
20	Vinokur_KulturaYazyka	61.0
21	Vinokur_StatiiOPushkine	57.0
22	Voloshinov_MarksizmFilosofijaJazyka	83.0
23	Vygotskiy_Myshlenieirech	99.143
24	Vygotskiy_Psychologia	59.8
