text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Bakhtin_FransuaRableINarodnaiaKultura	0	0	0	0	3690	3816	7278	8006	6968	7934	7020	5759	1844	1751	1548	4939	5252	1436	6480	6550	7529	7371	6014	6983	5959	144	6693	174	446	987	3699	118	1682	4800	1482	6768	6735	5625	5311	5470	5507	3887	4994	2833	1414	4810	4568	4646	5162	3374	4101	2878	4879	3694	4448	3909	2671	2716	6117	5893	4586	6261	6676	1755	2083	116	2069	3850	6836	6870	6848	7136	6870	6721	7154
Bakhtin_KFilosofiiPostupka	2645	2349	2499	2419	0	2513	3650	2882	3450	2916	3091	2843	889	836	712	1734	2286	730	3420	3616	3981	3916	2786	3887	2535	68	3315	77	223	516	1583	52	661	2068	598	3443	3494	2505	2242	2233	2299	1722	1824	1492	692	2449	2223	2267	2440	1771	2039	1426	2420	1927	2204	1844	1377	1200	2922	2705	2148	3022	3392	804	1071	55	1119	1923	3139	3128	3185	3256	3266	3211	3453
Bakhtin_ProblemaSoderzhaniaMateriala	2851	2503	2662	2512	2639	0	3791	2979	3753	3157	3910	2676	816	773	642	1896	2242	750	3340	3545	4131	4165	2802	3834	2461	81	4166	85	251	652	2004	54	667	2036	616	3525	3640	2627	2306	2350	2314	1963	1969	1434	714	2802	2243	2378	2406	1915	2024	1504	2356	2068	2182	1856	1393	1207	3261	2928	2514	3232	3844	1021	1114	64	1444	1943	3329	3387	3420	3414	3864	3290	3697
Bakhtin_ProblemyPoetikiDostoevskogo	6583	5744	5995	5734	3797	3774	0	0	26729	6715	7637	6294	1567	1965	1447	4099	4822	1364	6192	6357	7278	7261	5620	6637	5231	151	6553	185	439	968	3568	115	1860	5799	1666	6359	6549	5103	4728	4729	4841	3663	3957	2487	1270	4748	4518	4583	5141	3429	4161	2780	4811	3771	4316	3551	2498	2386	5691	5552	4137	5879	6711	1732	1963	110	2156	3810	6442	6398	6248	6780	6356	6422	6768
Bakhtin_ProblemyTvorchestvaDostoevskogo	4422	4261	4417	4278	3236	3276	19396	8578	0	5242	6598	5325	1265	1652	1202	3263	4030	1152	5516	5621	6234	6283	4664	5919	4439	124	5715	137	363	830	2967	97	1464	4507	1339	5441	5696	4333	3964	3940	4093	3221	3269	2128	1030	4051	3721	3654	4303	2827	3465	2335	4025	3117	3614	3036	2126	1991	5000	4676	3557	4948	5708	1474	1655	96	1903	3238	5441	5314	5236	5766	5433	5548	5860
Bakhtin_formyVremeniIChronotopaVRomane	5673	5292	5487	5692	2963	3093	5826	5750	5557	0	5593	4381	1316	1339	1076	3360	3744	1103	4862	4904	5646	5773	4522	5099	4102	100	5086	121	341	688	2728	90	1162	3763	1023	4919	4878	4248	3999	4126	4129	3060	3474	2108	1044	3782	3384	3643	3838	2687	3011	2299	3736	2899	3501	2870	1961	2022	4390	4220	3438	4655	4965	1300	1567	90	1627	2871	4824	5152	4922	5091	4918	4923	5235
Bakhtin_slovoVRomane	4498	3980	4166	3956	2771	3146	5825	5176	6326	5186	0	3726	1100	1088	853	2721	3163	1007	4345	4415	5402	5434	3742	4765	3501	89	5318	92	312	712	2588	80	989	3059	951	4883	4825	3481	3166	3234	3282	2682	2768	2008	921	3507	3102	3391	3281	2552	2809	2038	3343	2771	3137	2509	1819	1741	4601	3879	3360	4265	5612	1347	1365	94	1714	2861	4646	4818	4694	4986	4668	4470	4822
Berdyaev_MirosozercanieDostoevskogo	3637	3337	3495	3427	2634	2310	5384	4155	4825	3962	3792	0	1853	3470	2491	2651	3319	847	4854	5111	4873	4752	4074	5168	4525	88	3741	136	293	600	2285	72	1323	4049	1213	4687	4616	3559	3339	3398	3522	2303	2873	2070	1103	3009	2828	2737	3572	2117	2917	1746	3012	2423	2718	2698	2034	1932	3917	3823	2834	4042	3691	988	1247	74	1155	2277	4128	3912	4154	4259	4414	4412	4740
Berdyaev_NovoeSrednevekovje	1999	1722	1852	1816	1419	1240	2262	1995	2081	2052	1869	2929	0	772	776	1347	1540	461	2283	2520	2501	2441	1966	2492	1899	50	1983	50	160	337	1098	36	527	1489	468	2326	2192	1734	1549	1634	1657	1110	1428	1050	587	1528	1397	1551	1680	1050	1403	960	1550	1162	1481	1299	1036	972	2050	1996	1515	1896	1845	475	681	33	615	1164	2027	2001	2106	2131	2156	2145	2334
Berdyaev_OtkrovenieoChelovekeDostoevskij	1714	1571	1709	1680	1317	1071	2826	2083	2532	1906	1745	5259	700	0	1207	1286	1641	395	2362	2413	2441	2400	2103	2546	2602	51	1948	70	140	315	1161	37	687	2027	634	2307	2251	1701	1574	1607	1672	1120	1405	874	477	1490	1366	1409	1759	987	1316	891	1499	1075	1348	1163	933	868	2066	2040	1490	1855	1757	466	626	35	570	1092	2016	1858	2058	2053	2147	2266	2493
