	text	mean
0	Bakhtin_FransuaRableINarodnaiaKultura	19.698
1	Bakhtin_KFilosofiiPostupka	36.699
2	Bakhtin_ProblemaSoderzhaniaMateriala	35.983
3	Bakhtin_ProblemyPoetikiDostoevskogo	22.973
4	Bakhtin_ProblemyTvorchestvaDostoevskogo	26.776
5	Bakhtin_formyVremeniIChronotopaVRomane	22.024
6	Bakhtin_slovoVRomane	27.682
7	Berdyaev_MirosozercanieDostoevskogo	27.244
8	Berdyaev_NovoeSrednevekovje	28.857
9	Berdyaev_OtkrovenieoChelovekeDostoevskij	42.0
10	Berdyaev_VelikijInkvizitor	29.25
11	Ircho_Komedia	16.978
12	Kanaev_SovremennyiVitalizm	28.133
13	Losev_DialektikaMifa	28.126
14	Losev_ProblemaSimvolaiRealistich	28.586
15	Losev_VeschiImya	35.931
16	Losev_VladivirSolovjev	33.667
17	Medvedev_FormalnyjMetodvLiteraturovedenii	26.149
18	Medvedev_UchenyiSalierizm	46.333
19	Medvedev_VLabPisatelia	30.876
20	Nazirov_TragedijnoeNachaloPetrVerxovenskij	18.222
21	Nazirov_TvorcheskiePrincipyDostoevskogo	16.767
22	Nazirov_VrazhdaKakSotrPrototypStavrogina	23.861
23	Potebnia_Myslijsyk	32.526
24	Propp_IstoricheskieKorniVolshebnoiSkazki	21.331
25	Propp_MorfologiaSkazki	25.095
26	Propp_RusskieAgrarnyePrazdniki	23.444
27	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean	26.408
28	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast	22.786
29	Tiupa_AnalitikaHudozhestvennogo	19.044
30	Tiupa_DiskursIZhanr	19.474
31	Tiupa_HudozhestvennostChehovskogoRasskasa	20.734
32	Tiupa_HudozhestvennyiDiskurs	22.684
33	Tiupa_LitereturaIMentalnost	18.049
34	Tiupa_Narrotologia	23.542
35	Tiupa_NarrotologicheskiyChehov	19.926
36	Tiupa_TeoriaLiteretury3glavy	20.387
37	Tiupa_VvedenieVSravnitelnuyuNarrotologiu	20.667
38	Trubetskoy_EvropaiChelovechestvo	32.132
39	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom	28.788
40	Trubetskoy_VerxiiNizyReligiiIndii	21.78
41	Vinokur_KulturaYazyka	24.725
42	Vinokur_StatiiOPushkine	24.252
43	Vinokur_VvedenieVizuchenieFilologicheskichNauk	38.556
44	Voloshinov_Freidism	24.495
45	Voloshinov_MarksizmFilosofijaJazyka	24.907
46	Voloshinov_OGranitsachLingvistikiIPoetiki	27.0
47	Voloshinov_PoTuStoronuSotsialnogo	25.25
48	Voloshinov_SlovoVZhizniISlovoVPoezii	32.464
49	Voloshinov_StilistikaHudozestvennoyRechi	26.574
50	Vygotskiy_Myshlenieirech	29.692
51	Vygotskiy_Psychologia	28.325
