2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
проявляется в	4	2
и ее	6	7
в зависимости	2	3
идеи и	3	4
никогда не	2	17
в нем	10	20
есть в	3	8
его в	2	3
истину и	2	2
так и	6	3
в своей	3	6
это не	6	3
для достоевского	3	4
с точки	2	9
прежде всего	15	11
в ее	3	3
но это	3	2
в форме	6	2
в одной	2	5
не о	2	2
и в	53	45
одна из	7	3
карнавального мироощущения	13	4
но не	5	6
зависимости от	2	3
для правильного	2	2
то есть	48	50
тот же	2	2
перед нами	5	4
жизни в	3	2
отношение к	6	8
здесь не	4	2
именно в	2	3
все это	8	5
при этом	3	2
по сравнению	4	2
и одновременно	4	2
в сознании	2	2
за всеми	2	2
связь с	2	2
с карнавальным	2	2
и потому	5	6
вступают в	2	2
человека и	7	2
и другие	9	4
и с	6	7
уже в	2	4
образом в	2	2
еще раз	5	3
точки зрения	4	19
не менее	3	2
что он	4	7
так сказать	5	7
не знает	4	4
в большинстве	4	2
из подполья	5	4
области серьезно-смехового	2	5
есть и	2	3
в таком	2	3
понять и	2	2
то же	6	5
характерно что	2	2
не знают	2	2
в чисто	2	2
к этому	4	4
как бы	14	15
каждом из	3	2
и их	2	6
на протяжении	5	3
между ними	2	4
во все	5	2
что в	2	6
произведениях достоевского	3	4
сих пор	5	2
этого жанра	14	3
в этом	8	20
мы остановимся	2	2
авторской позиции	2	5
братьях карамазовых	2	2
в жизни	8	3
они и	2	2
уже на	2	2
здесь в	10	2
утрачивает свою	2	2
здесь конечно	4	2
нового времени	8	3
мы и	2	3
в их	2	4
в мире	5	3
еще не	5	9
в то	5	5
и для	4	2
они не	3	2
так как	7	5
и у	7	2
с другими	3	7
значение для	2	3
было бы	5	4
с их	2	4
карнавальное мироощущение	10	2
в самом	2	13
смысле этого	2	2
и др	14	4
и прежде	6	2
исторической поэтики	2	2
сократического диалога	10	6
и до	5	4
таким образом	6	11
и той	2	3
а в	2	3
в литературе	5	6
равных правах	2	3
у достоевского	17	14
ее в	3	2
человеческой жизни	3	2
его творчества	6	5
до сих	5	2
вовсе не	3	7
и т.п	31	6
как мы	5	8
сократический диалог	7	4
произведений достоевского	2	3
и т.д	2	3
например в	5	2
все эти	9	4
в некоторых	4	2
жизни и	9	15
нет ни	2	3
преступлении и	2	2
в диалог	2	2
как это	2	2
достоевского в	3	4
здесь и	4	2
во всех	12	4
не в	2	8
на основе	2	2
конечно в	2	2
мы видим	2	2
и не	15	42
человека в	3	5
может быть	12	18
диалогическое отношение	3	2
на пороге	10	4
конечно не	4	6
даже и	2	2
большинстве случаев	4	2
мы можем	5	4
все то	3	2
о себе	2	3
о том	2	3
его творчестве	2	3
более того	6	5
ко всем	2	2
и к	5	2
я не	4	6
в себе	5	5
мы должны	4	4
ивана карамазова	4	4
фамильярного контакта	7	2
правда в	2	2
только в	4	9
себя и	2	2
но и	7	15
них в	2	2
в дальнейшем	7	2
уже говорили	2	2
в истории	3	2
для понимания	2	2
ведущих героев	2	4
основные особенности	2	2
из них	4	9
как он	2	4
и более	2	2
в этих	5	4
что и	3	5
как в	7	4
творчества достоевского	10	2
и особенно	3	2
слово в	2	3
правильного понимания	2	2
то что	9	5
как и	11	14
мы видели	2	3
в развитии	3	2
потому что	5	8
достоевского и	6	2
сравнению с	4	2
в которой	2	2
в каждом	4	4
один из	6	2
в особенности	2	2
в области	3	2
сочетается с	3	4
в братьях	2	2
том числе	11	2
он сам	4	6
художественной прозы	4	4
и его	10	8
отметить что	2	2
подчеркнуть что	3	3
это было	3	2
числе и	10	2
не может	2	24
он не	3	9
в его	8	22
в образе	3	3
одним из	3	3
и наказании	2	2
и оценить	2	2
в той	2	3
с ним	2	8
с его	2	8
не только	4	16
том что	5	7
можно сказать	8	2
мы уже	5	3
с самим	5	2
меньшей степени	2	2
одной из	4	2
на равных	2	2
в них	2	4
человеческой мысли	2	3
в своих	2	4
могут быть	4	4
тем что	2	2
а не	11	10
их в	2	7
хотя и	4	2
и даже	2	3
и других	9	3
как у	5	2
в ней	7	7
и идеи	4	5
же время	5	3
и на	18	7
в рассказе	2	3
героев достоевского	2	4
в условиях	4	2
это очень	4	2
не было	4	2
карнавальным мироощущением	4	3
идеи в	2	5
по отношению	2	8
в конце	3	4
почти вовсе	4	3
хотя бы	2	5
ничего не	6	3
все его	2	3
в начале	2	2
в основе	5	2
и смерти	2	7
быть только	2	2
вопросов и	2	2
в том	14	8
но в	5	6
и через	3	2
конечно и	4	2
в смысле	2	2
на его	3	5
от него	3	3
в преступлении	2	2
и от	3	3
в сущности	10	7
и по	3	2
сказать что	10	5
далеко не	2	4
есть с	2	2
