2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
связи с	3	3
эти три	2	2
которую мы	4	2
никогда не	2	5
так же	16	15
друг другу	3	2
потому и	2	3
системы в	2	2
к тому	4	6
к мысли	2	4
по сравнению	6	5
у ребенка	6	9
в результате	4	4
с этим	6	3
и как	5	3
самого начала	8	5
пути развития	2	3
точки зрения	26	18
того как	2	5
отношения к	3	2
же самое	3	4
что мысль	2	3
говорит что	4	5
что они	3	5
в целом	20	4
как бы	11	5
что в	14	16
пиаже в	6	3
и основной	3	2
исследования пиаже	3	2
лежит в	2	2
он в	3	3
той же	2	4
нас к	8	3
учения о	6	2
было бы	4	10
таким образом	26	19
а в	2	3
речь ребенка	12	3
что если	2	4
что процессы	2	2
высшей степени	4	2
его на	2	2
представляют собой	2	2
и т.д	5	4
речь в	2	3
жизни и	2	2
приходит к	3	3
отношению к	7	12
в школьном	3	18
что эти	2	2
на пороге	2	4
к объяснению	4	2
образом что	3	2
с помощью	13	10
по существу	4	3
не с	2	2
только в	6	10
не имеет	2	4
только для	3	2
сравнению с	5	5
современной психологии	5	2
деятельность и	2	2
школьного возраста	3	12
наши исследования	4	2
гипотезы и	2	3
и его	6	3
мы пытались	5	2
ребенка в	8	5
не может	12	18
он не	5	8
могли бы	6	6
по себе	5	7
интересующей нас	2	3
со всеми	2	2
и тем	6	3
в них	2	2
мысли в	5	4
тем что	6	5
в теории	4	4
того факта	2	2
все основные	2	3
связей и	2	4
и следовательно	3	6
как чисто	3	2
функции в	4	3
в котором	4	2
мысли и	6	5
сам пиаже	4	3
он может	2	3
в том	24	18
но в	5	6
все же	3	3
пороге школьного	2	4
приводит к	4	7
в частности	2	3
между двумя	2	3
по мере	4	2
из этого	5	2
так и	5	7
с точки	18	9
является то	2	2
говорить о	2	3
допустить что	2	3
и в	23	16
вместе с	9	4
оба эти	3	4
в качестве	9	4
не станем	5	2
этом вопросе	4	2
в такой	3	5
другой стороны	9	2
все это	6	2
при этом	4	4
этот вопрос	3	6
на их	2	2
и с	9	3
что мы	5	4
в эгоцентризме	2	2
что он	7	25
показывает что	3	5
столь же	6	2
с тем	7	3
детской речи	9	2
мы говорили	3	2
ребенка не	2	3
в этом	17	25
своей природе	2	3
должно быть	2	8
и пиаже	3	2
стороны речи	8	3
о чем	2	2
мы и	3	5
в их	3	3
в то	7	5
пиаже и	7	2
как уже	7	3
в самом	7	4
на основании	5	2
в ходе	8	12
речь не	3	3
мышления и	40	4
об отношении	12	2
ее в	2	3
что для	5	2
которые не	3	2
до сих	4	3
то и	3	2
письменной речи	2	39
во всех	3	2
значение в	3	3
и не	9	12
за пределы	2	4
известном смысле	2	7
функции и	6	3
показать что	2	3
ничего другого	2	2
мы можем	6	6
в одном	4	3
с самого	8	5
из основных	3	3
и другим	2	2
непосредственно не	2	2
бы в	5	4
но и	14	6
в другом	7	6
учение о	3	2
того чтобы	17	17
этих двух	3	3
ребенка и	5	4
для того	15	14
и поэтому	2	2
друг от	3	4
потому что	6	21
в которой	3	5
он должен	2	5
тем более	5	4
что ребенок	4	11
когда он	2	2
в его	14	11
бы сказать	2	2
и отношений	2	3
можно сказать	5	5
тем самым	5	8
ребенка с	2	3
в своих	5	2
же как	6	7
мы не	7	3
указывает на	2	2
из которых	3	3
должны были	3	2
ребенок не	4	6
в сфере	3	5
по самой	2	4
по отношению	7	12
от друга	3	4
вот почему	2	3
но этот	2	2
исследования и	6	2
а с	4	2
речи является	4	2
на всем	2	2
в какой	5	6
и отношение	2	2
такой же	3	4
в зависимости	2	2
можно было	3	5
что она	4	2
в своей	4	2
межфункциональных связей	2	4
в свете	4	4
прежде всего	10	3
в высшей	4	2
в состоянии	2	4
но не	4	10
если бы	5	8
для него	2	5
именно в	6	4
в одинаковой	2	2
что оно	3	6
исследование посвященное	2	2
и мышление	4	3
к логике	6	2
что с	2	5
и эти	2	2
развития в	2	6
вопрос об	6	3
во всем	3	2
которая в	2	2
на этом	2	3
представляет собой	11	7
для современной	3	2
с одной	8	3
стоит только	4	2
детской мысли	13	12
что между	2	4
из того	5	11
развития научных	3	3
детского мышления	34	4
речи так	2	3
как известно	3	4
на нее	2	2
всем протяжении	2	2
вопрос о	7	12
и логической	2	2
если мы	2	7
друг с	4	7
тогда когда	3	5
его мысли	2	3
мы видим	4	4
между собой	5	13
внутренней речи	9	7
в первом	2	3
факта что	3	2
обе эти	3	5
приводит нас	2	2
я не	3	2
больше того	2	2
мы должны	5	8
мышления ребенка	5	2
не является	9	5
как он	3	6
речи и	28	6
и более	5	3
в этих	2	3
то что	17	26
мы видели	2	3
что все	4	6
ответ на	3	3
в области	3	12
с другом	4	7
говорит он	15	2
с этой	6	4
заключается в	8	5
не только	16	16
том что	21	15
на отдельные	3	2
на этот	3	4
всем остальным	2	2
ступени развития	2	2
могут быть	3	4
мы могли	7	7
этими двумя	2	2
от того	6	3
а не	3	10
и даже	2	2
речи но	3	2
который мы	2	2
и на	8	6
во всяком	3	2
чтобы выяснить	2	2
мыслью взрослого	2	2
теории пиаже	8	3
ничего не	3	5
вместо того	2	3
внутренняя речь	4	7
речи как	8	4
другом месте	6	4
и от	3	2
это речь	2	4
в сущности	6	13
сказать что	11	13
сознания в	2	3
в самых	3	4
между тем	9	3
к его	2	3
теории и	3	2
как на	4	3
речи в	14	6
нами в	2	2
зависимости от	2	2
в процессе	8	13
в силу	6	10
научных понятий	2	21
развитии ребенка	2	3
в свою	4	4
вслед за	2	2
и потому	2	2
ребенка как	4	2
того что	15	16
в отношении	10	9
в чем	4	3
в своем	3	5
что эта	2	3
то же	8	8
к этому	4	3
содержится в	2	3
мысли к	8	3
на все	3	5
сих пор	4	3
является для	2	2
это понятие	2	2
самого пиаже	4	2
до лет	8	3
так как	7	16
же мере	3	5
мысли которая	2	2
в известном	2	8
психологической природы	4	2
возрасте и	4	2
вовсе не	3	2
как мы	5	10
на вопрос	2	5
все эти	4	4
как это	2	8
обратиться к	3	2
мышление ребенка	3	3
не в	4	6
ребенка к	3	4
но все	2	2
сознания и	3	2
может быть	14	9
с таким	3	3
отношений между	4	2
о том	6	8
в этой	7	6
школьном возрасте	4	19
и к	4	2
на примере	2	3
что у	2	2
детской логики	10	2
этом отношении	4	5
свою очередь	3	3
по пиаже	2	3
то время	5	4
вопроса о	2	3
как в	4	5
как и	14	8
в развитии	12	28
понятий и	4	15
показали что	4	7
самом деле	3	3
мысль ребенка	7	4
речь как	3	2
в известной	2	3
и то	3	4
что мышление	2	2
речь и	2	4
их в	4	2
с развитием	2	2
процессов в	2	2
тому что	5	5
мысли как	3	2
у школьника	3	2
по своей	5	3
есть не	2	2
только что	4	5
пиаже как	5	5
у детей	3	2
хотя бы	4	5
мысли но	2	3
сущности говоря	2	4
в основе	8	8
речи с	2	2
что является	2	2
одной стороны	9	3
чем он	2	2
и что	5	12
в смысле	2	3
необходимо предполагает	3	3
