3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_3gram
самого начала что	2	2
самой своей природе	4	2
для того чтобы	8	14
не в состоянии	2	4
в процессе обучения	7	5
то что он	2	2
в сущности говоря	4	4
как показывает исследование	6	2
и то что	2	2
заключается в том	5	5
то время как	5	4
не иначе как	4	2
его отношение к	2	2
из того что	3	4
общности между понятиями	14	2
иное отношение к	2	3
с другой стороны	2	2
можно было бы	5	3
ступени в развитии	2	2
потому что он	4	5
не может быть	2	3
научных понятий в	5	3
развития научных понятий	5	2
могли бы сказать	2	2
обучение и развитие	4	8
то что ребенок	6	3
отношение к объекту	2	5
что научные понятия	4	3
вместо того чтобы	2	3
родного языка и	3	4
высших психических функций	2	5
друг с другом	5	7
умственного развития ребенка	2	5
на этот вопрос	2	4
целиком и полностью	2	2
в силу одного	2	2
в то время	6	4
вместе с тем	2	2
в дошкольном возрасте	3	2
и письменной речи	2	4
он не умеет	3	2
мы не станем	2	2
в школьном возрасте	8	18
как частный случай	3	2
понятий в школьном	2	3
состоит в том	2	3
на высшую ступень	2	5
в этом возрасте	3	4
обучения и развития	5	11
по сравнению с	14	5
усвоение иностранного языка	8	3
если верно что	2	2
между обучением и	5	12
системе отношений общности	2	2
в зависимости от	5	2
исследование показывает что	5	3
именно в этом	2	2
по отношению к	10	12
в том что	19	11
в этом отношении	3	5
не только не	2	3
развитием научных понятий	2	2
и житейских понятий	5	4
с точки зрения	10	9
с самого начала	7	5
можно сказать что	6	5
и того же	4	3
в своем развитии	4	4
именно потому что	2	2
так же как	6	7
одного и того	4	3
письменной речи и	3	2
ступень в развитии	4	2
и научных понятий	7	2
устной и письменной	2	3
мы могли бы	9	6
как мы видели	4	2
по самой своей	4	2
от того что	6	2
осознанность и произвольность	2	2
что обучение и	2	3
то же самое	6	4
обучением и развитием	5	11
в этом случае	2	3
исследования показали что	3	4
научных и житейских	5	4
и не может	2	2
до сих пор	3	3
