3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram
мне все равно	2	2
мы уже говорили	5	2
и в то	2	2
в большинстве случаев	2	4
в братьях карамазовых	3	2
и прежде всего	4	5
в то же	10	5
с самим собою	7	4
с точки зрения	2	2
с самого начала	8	3
отношение к себе	3	3
в творчестве достоевского	4	5
если б я	2	2
в том что	2	3
то же время	10	5
и наконец в	2	2
как мы уже	2	3
а между тем	3	2
к себе самому	13	6
так и в	2	2
