3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
в русской сказке	2	2
таким образом мы	2	2
о том что	3	2
в сказке есть	2	3
но все же	3	2
в лес и	2	2
то время как	3	2
мы видим что	8	4
в этих случаях	2	7
по отношению к	3	2
в том что	4	5
здесь мы имеем	2	3
что в сказке	2	3
в то время	3	2
но в сказке	2	3
тем не менее	6	5
выше мы видели	2	3
с другой стороны	5	7
с одной стороны	4	2
в немецкой сказке	2	3
и т д	22	15
в связи с	3	3
точно так же	3	2
мы увидим ниже	2	2
то и здесь	2	2
до сих пор	5	5
в царство мертвых	5	2
мы видели что	2	3
