2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
связи с	3	3
ходе развития	2	5
что следовательно	3	2
никогда не	5	5
их развития	5	5
так же	15	11
путем простого	2	2
к нему	3	2
стадии в	2	2
к тому	6	6
собственной мысли	5	2
к мысли	4	2
он имеет	3	2
по сравнению	5	4
у ребенка	9	13
между обучением	12	2
в результате	4	8
с этим	3	5
переход от	7	2
определенной системе	2	3
и как	3	9
пути развития	3	5
точки зрения	18	24
того как	5	2
которое дает	2	2
же самое	4	7
говорит что	5	3
понятий которые	4	4
что они	5	14
в целом	4	11
как бы	5	7
что в	16	19
обучением и	12	2
одному и	2	4
но как	3	2
никак не	3	2
той же	4	6
что развитие	8	6
для развития	6	2
нас к	3	3
то как	3	2
иначе как	2	2
было бы	10	8
только на	2	2
таким образом	19	25
а в	3	2
что если	4	2
высшей степени	2	2
этой теории	5	4
когда ребенок	3	2
и т.д	4	2
умственного развития	6	8
приходит к	3	3
опирается на	4	2
в школьном	18	5
что эти	2	2
же по	2	2
понятиями в	2	2
образом что	2	4
с помощью	10	31
по существу	3	3
является не	2	4
только в	10	10
помощью которого	2	2
не имеет	4	2
знает что	2	3
сравнению с	5	3
проблемы обучения	5	2
школьного возраста	12	2
школьное обучение	3	4
и тому	2	5
гипотезы и	3	2
и его	3	5
высшую ступень	5	2
мы пытались	2	2
ребенка в	5	4
не может	18	6
могли бы	6	9
но что	3	3
не есть	4	2
детских понятий	12	17
интересующей нас	3	4
со всеми	2	3
экспериментального исследования	3	3
и тем	3	8
понятий не	2	3
тем что	5	7
а только	4	3
все основные	3	2
связей и	4	3
мысли и	5	2
как показывает	4	2
неспонтанных понятий	2	4
в том	18	42
но в	6	3
и между	2	6
по одному	4	3
все же	3	5
в совершенно	2	3
приводит к	7	3
к одному	2	6
в частности	3	5
между двумя	3	2
вообще не	4	2
для ребенка	3	2
в свое	2	2
по мере	2	4
эта проблема	2	2
его в	2	6
так и	7	5
с точки	9	11
и в	16	20
вместе с	4	8
в качестве	4	21
понятия в	3	8
этом вопросе	2	2
другой стороны	2	9
при этом	4	12
спонтанных понятий	7	10
и с	3	4
к которому	4	3
что мы	4	7
один и	3	7
же самого	3	2
тому как	4	2
что он	25	6
столь же	2	3
показывает что	5	2
не знает	5	2
с тем	3	6
детской речи	2	2
не имеют	2	3
мы говорили	2	3
мыслит в	2	3
ребенка не	3	7
развития ребенка	11	7
в этом	25	24
должно быть	8	3
мысли ребенка	4	3
видим что	2	2
мы и	5	2
в их	3	12
особенностей детской	2	2
еще не	4	2
этой точки	4	4
школьного преподавания	2	2
как уже	3	4
в самом	4	6
в ходе	12	4
мышления и	4	14
отличие от	2	2
спонтанных и	3	3
по типу	2	2
обучения в	4	2
научных и	4	2
которые не	2	2
момент когда	2	2
этой операции	2	2
на основе	2	10
и не	12	8
мы можем	6	5
состоит в	6	4
это значит	5	2
совершенно не	2	3
из основных	3	4
в вопросе	2	2
бы в	4	3
но и	6	9
того чтобы	17	7
оно имеет	2	2
и отношения	3	2
ребенка и	4	9
для того	14	5
и поэтому	2	3
понятия и	2	9
этого вопроса	3	2
научного понятия	5	3
таким же	3	2
потому что	21	12
и развитием	14	2
в которой	5	3
одинаковой мере	2	2
только не	3	5
когда он	2	3
что ребенок	11	12
не означает	4	3
в его	11	11
совершается в	2	2
бы сказать	2	3
одним из	2	2
и отношений	3	3
в той	6	2
чем в	3	3
житейских понятий	6	9
тем самым	8	7
развитие ребенка	3	3
спонтанные понятия	3	2
одной из	3	3
ребенка с	3	4
же как	7	6
раньше чем	3	5
указывает на	2	2
в ней	2	2
настоящего исследования	3	2
в школе	6	4
ребенок не	6	2
ступени в	2	6
а с	2	2
на всем	2	2
в какой	6	3
в действительности	3	5
такой же	4	2
понятия являются	2	2
это мы	2	2
в нем	7	2
и того	3	5
приводят к	2	3
можно было	5	6
в своей	2	7
это не	4	5
прежде всего	3	2
в высшей	2	2
но не	10	3
речи не	4	2
если бы	8	5
тот же	5	9
для него	5	2
именно в	4	3
в одинаковой	2	2
что оно	6	4
у него	6	2
и развития	12	6
мы постараемся	2	2
и мышление	3	3
мы будем	2	2
понятий таким	2	3
что с	5	4
так что	4	3
развития в	6	6
во всем	2	3
которая в	2	2
на этом	3	3
частности научных	2	2
своего развития	6	10
представляет собой	7	3
в мысли	6	2
активности детской	2	2
должна быть	5	2
с одной	3	9
детской мысли	12	17
этом случае	3	3
они не	3	2
и житейских	4	2
развития научных	3	10
развитие понятий	2	3
детского мышления	4	24
то обстоятельство	2	3
основе этого	2	2
как известно	4	3
всем протяжении	2	2
в обучении	5	2
находятся в	2	2
мы имели	2	5
понятий с	6	5
по своему	3	4
если мы	7	10
друг с	7	7
тогда когда	5	8
мы видим	4	10
значит что	5	2
между собой	13	5
одного и	3	6
при анализе	2	2
обе эти	5	5
приводит нас	2	3
мы должны	8	11
понятий как	3	2
мышления ребенка	2	4
не является	5	5
в истории	2	10
как он	6	4
и более	3	7
в этих	3	3
научные понятия	13	14
более сложные	2	2
то что	26	15
мы видели	3	6
развития его	2	3
мышления а	3	3
что все	6	3
ступень в	3	3
в области	12	4
с другом	7	7
стороны и	2	2
и здесь	2	2
говорит он	2	5
с этой	4	4
понятий может	2	2
заключается в	5	18
не только	16	15
том что	15	35
на этот	4	3
ступени развития	2	2
могут быть	4	7
мы могли	7	9
этими двумя	2	2
от того	3	3
процессе развития	4	2
а не	10	7
экспериментальный анализ	2	3
процесса образования	2	6
и на	6	6
во всяком	2	4
на высшую	5	2
теории пиаже	3	2
тому же	2	6
образования понятия	2	5
обучения и	19	6
и от	2	3
в сущности	13	4
сказать что	13	6
школьного обучения	9	5
между тем	3	9
теории и	2	2
понятие в	2	8
нами в	2	4
зависимости от	2	2
в процессе	13	27
в силу	10	6
процесса развития	2	4
научных понятий	21	28
развитии ребенка	3	2
процесс развития	2	13
в свою	4	2
вслед за	2	2
подобно тому	4	2
и другие	2	9
ребенка как	2	2
нас что	2	2
того что	16	10
в отношении	9	10
только к	2	3
не менее	3	3
в чем	3	3
в своем	5	4
что эта	3	3
обстоятельство что	2	3
понятий в	8	16
и является	3	3
то же	8	16
и тот	3	7
к этому	3	4
на все	5	3
они возникают	3	2
функции но	2	2
того же	7	9
понятий мы	2	2
ничего общего	3	3
так как	16	10
развития и	11	3
нас интересует	2	2
в известном	8	2
как мы	10	13
все эти	4	5
установить что	2	2
не могут	4	3
как это	8	9
мышление ребенка	3	3
не в	6	4
ребенка к	4	3
ожидать что	2	2
процессе обучения	5	4
