2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
не так	2	2
и ее	3	2
мы имеем	14	12
и этим	5	3
вообще не	3	2
отсюда видно	2	4
из этих	4	3
эти случаи	2	7
в китае	4	2
никогда не	13	4
что это	2	6
под землей	4	2
так же	2	6
в нем	8	6
его в	5	3
так и	5	5
что она	3	5
это не	4	10
золотая окраска	3	3
после того	2	4
прежде всего	4	2
но это	4	3
в форме	2	2
и он	4	3
со стороны	3	2
в данном	3	4
в одной	2	2
и в	26	24
одна из	2	7
не будет	5	2
но не	2	6
в русской	6	5
вместе с	8	7
в качестве	3	3
она не	3	2
а потом	2	2
перед нами	2	2
во сне	3	2
данном случае	3	3
и т	10	17
для нас	2	6
здесь не	2	2
но вот	2	2
другой стороны	8	8
у него	7	10
при этом	3	4
знаем что	2	3
связь с	11	2
и другие	3	9
иногда это	4	2
с этим	2	2
что герой	2	12
на земле	4	2
что мы	2	3
того что	2	6
того как	3	3
что он	9	21
показывает что	3	8
такой случай	2	3
так что	3	3
после этого	4	3
царя или	2	2
что при	2	2
на первый	3	4
но для	2	2
здесь можно	7	2
есть и	4	4
что они	2	3
то же	5	8
к этому	3	2
как бы	4	4
близок к	2	2
представляет собой	2	4
сих пор	4	3
что в	12	13
уже не	7	2
в этом	12	12
представления о	10	4
и там	6	2
отличается от	2	2
в мифе	4	2
не всегда	4	4
того же	2	2
нет необходимости	2	2
с одной	7	5
кроме того	3	3
к сказке	2	2
совершенно ясно	4	4
в тридесятом	3	3
в царстве	2	2
этого мотива	4	5
еще не	9	8
видно что	2	5
в то	5	2
нас к	5	2
т е	22	16
герой получает	2	3
но здесь	4	2
они не	3	2
здесь нет	2	3
так как	18	8
в тех	3	5
за тридевять	3	5
было бы	2	2
другими словами	3	2
и др	2	2
обращается к	2	3
таким образом	12	7
царстве в	2	4
а в	3	10
есть еще	2	2
эти материалы	6	2
случаи когда	2	2
ее в	6	3
что золотая	2	2
этот обряд	3	2
своего рода	2	4
до сих	4	2
тогда как	2	3
на то	2	3
в приведенных	5	2
на том	8	2
уже выше	2	6
имеется в	3	2
а именно	9	6
то и	2	4
вопрос о	3	3
как мы	4	3
вовсе не	2	4
все эти	8	2
например в	7	3
показывают что	5	6
в других	4	4
точно так	2	2
как это	5	2
здесь и	2	2
в ином	6	12
приходит к	3	3
не в	3	9
должны быть	2	3
ее на	2	4
так например	3	2
этим он	2	2
но есть	3	3
имеем в	4	5
но все	2	4
со змеем	4	3
что эти	2	2
мы видим	5	10
сказке о	3	3
и не	10	4
или он	2	3
на небе	5	2
и другое	2	2
может быть	11	14
ни в	2	2
на него	2	2
связано с	4	3
и наконец	3	3
уже знаем	2	3
мы знаем	2	2
что из	2	2
мы можем	7	4
к себе	2	3
мы рассмотрим	3	3
с солнцем	3	2
с собой	2	7
так в	6	4
о том	7	9
почти всегда	3	2
при помощи	3	3
аф вар	4	4
е в	2	2
в тридесятое	4	4
мы должны	2	4
что у	2	4
тридесятое царство	6	4
сказке она	2	2
она в	2	3
не вполне	2	3
что здесь	3	7
только в	5	6
но и	9	11
что не	2	2
там же	3	2
ином мире	7	5
известно что	2	2
то время	3	2
как он	6	6
отсюда же	2	2
не имеет	2	4
представление о	9	3
в этих	2	13
что и	4	8
как в	6	12
чаще всего	5	3
то что	6	7
это представление	12	2
увидим что	2	2
мы видели	11	7
потому что	13	9
тридевять земель	3	5
т д	8	16
как и	5	6
этот случай	6	9
в мифах	4	3
один из	3	7
царства мертвых	5	3
стороны и	2	2
и это	8	2
что этот	2	2
с этой	2	6
общественного развития	2	2
можно указать	2	2
материалы показывают	2	3
и его	7	3
в сказках	3	4
когда он	3	3
него и	3	3
русская сказка	3	3
он не	2	6
не может	6	14
русской сказке	6	5
превратился в	3	2
связаны с	5	2
в образе	10	3
земель в	2	4
случаях когда	3	4
с ним	8	5
с его	4	3
не только	10	21
том что	10	10
мы уже	6	4
как только	3	2
та же	3	2
и тем	4	2
в них	3	3
попадает в	3	2
тем что	5	6
тех случаях	3	4
же как	3	4
мы не	6	4
а не	2	8
должны были	2	3
кажется что	2	3
то это	5	5
и на	12	2
случай мы	2	4
очень ясно	2	2
после смерти	2	3
это означает	2	2
эта связь	6	3
тридесятом царстве	4	4
этот мотив	5	3
еще яснее	2	2
или в	3	8
предположить что	3	3
ничего не	2	5
если он	3	3
но при	2	2
иной мир	3	2
одной стороны	7	5
после чего	6	2
там где	5	5
превращается в	7	3
в том	12	7
небо и	3	2
иное царство	6	2
но в	7	5
здесь мы	4	5
что сказка	3	4
в сказке	23	36
и что	5	10
долганский фольклор	2	2
на его	4	2
и от	3	2
но он	2	2
власть над	7	2
с другой	10	9
и эта	3	2
от него	3	3
время как	3	2
и по	4	3
сказать что	3	2
все же	8	9
его не	2	2
