3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram
одной стороны и	3	2
эгоцентрическая речь ребенка	5	4
от социальной речи	5	3
эгоцентрической речи ребенка	5	2
в развитии мышления	2	4
на то что	4	6
по сравнению с	7	5
для того чтобы	18	10
в собственном смысле	3	3
о том что	4	4
в отличие от	2	3
смысле этого слова	3	3
друг с другом	2	2
как раз в	2	2
заключается в том	4	7
мышлением и речью	2	5
на самом деле	2	2
мы не можем	3	3
на всем протяжении	4	2
от внешней речи	3	3
мы могли бы	4	4
по отношению к	5	5
мышление и речь	2	2
об эгоцентрической речи	2	2
в том что	13	21
мышления и речи	6	9
в этом отношении	3	3
что эгоцентрическая речь	8	3
в учении о	6	4
в самом деле	4	4
речи к внутренней	2	3
все что мы	3	4
в начале развития	3	2
с точки зрения	21	18
из того что	2	4
то же самое	5	2
в последнее время	2	4
в данном случае	5	3
по этому поводу	3	3
том что в	2	2
по своей психологической	3	3
между мышлением и	2	5
с одной стороны	5	7
потому что он	2	2
друг от друга	2	2
не может быть	4	6
речевого развития ребенка	2	2
в конечном счете	2	4
же самое что	2	2
той и другой	3	2
состоит в том	3	3
