2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
большей частью	2	3
представлений о	7	2
мы имеем	14	7
и этим	5	2
относится к	2	3
в античности	4	4
из этих	4	3
случай когда	2	2
эти случаи	2	2
это мы	2	2
наряду с	3	3
никогда не	13	2
что это	2	2
в нем	8	2
так же	2	18
видели что	3	3
его в	5	9
так и	5	10
что она	3	3
в своей	3	4
это не	4	5
после того	2	2
сказке герой	5	3
в форме	2	2
но это	4	3
в одной	2	3
коня и	3	8
в данном	3	3
и в	26	26
одна из	2	2
но не	2	5
и он	4	3
в русской	6	3
стоит на	2	2
вместе с	8	6
если бы	3	2
сказке в	2	2
в качестве	3	7
она не	3	3
перед нами	2	3
данном случае	3	3
сказка не	2	2
и т	10	27
для нас	2	3
здесь не	2	4
ни одной	2	2
другой стороны	8	4
у него	7	5
при этом	3	3
знаем что	2	7
на берегу	3	2
живет в	2	2
связь с	11	12
связан с	6	3
связана с	3	2
в царство	11	2
иногда это	4	2
с этим	2	2
с конем	2	7
и с	6	5
и другие	3	3
с представлением	2	3
что герой	2	2
однако в	2	2
и как	2	5
что мы	2	3
интересно что	2	4
на земле	4	3
того что	2	2
речь будет	2	2
того как	3	4
все что	4	4
что он	9	10
показывает что	3	10
так что	3	2
в своем	2	2
главным образом	3	2
но для	2	2
с появлением	6	4
здесь можно	7	2
есть и	4	2
что они	2	6
с тем	4	2
то же	5	8
к этому	3	5
а также	4	3
как бы	4	3
представляет собой	2	2
в иное	5	7
человеком и	2	2
попасть в	4	2
что в	12	14
в руки	2	3
сих пор	4	5
уже не	7	5
у якутов	5	3
в которых	2	4
в этом	12	7
представления о	10	3
и там	6	2
же представление	2	2
в мифе	4	2
не всегда	4	6
должна быть	3	2
нет необходимости	2	3
о чем	2	3
греческом мифе	2	2
не могло	2	2
к сказке	2	4
совершенно ясно	4	2
героя в	2	7
видели как	3	2
этого мотива	4	3
но мы	2	3
еще не	9	6
нас к	5	7
т е	22	18
герой получает	2	4
что иное	2	3
этом случае	6	3
имеем и	3	2
так как	18	9
в тех	3	4
было бы	2	2
другими словами	3	2
к своему	3	3
и др	2	5
представлением о	2	2
таким образом	12	10
а в	3	8
случаи когда	2	2
вопрос этот	2	2
до сих	4	5
тогда как	2	4
на то	2	3
уже выше	2	2
на том	8	2
как мы	4	5
а именно	9	3
вопрос о	3	4
имеется в	3	2
вовсе не	2	4
все эти	8	3
например в	7	3
в африке	5	3
в других	4	2
установить что	2	2
показывают что	5	2
в некоторых	2	5
точно так	2	5
как это	5	3
он становится	2	2
не в	3	5
земли и	2	2
но есть	3	2
некоторых случаях	2	4
так например	3	2
в фольклоре	2	2
у нас	5	2
имеем в	4	2
но все	2	5
со змеем	4	2
сказке о	3	3
мы видим	5	6
или он	2	3
и не	10	9
даже в	2	4
его с	3	2
может быть	11	14
ни в	2	2
на него	2	3
в виде	6	2
мы знаем	2	8
мы можем	7	6
к себе	2	3
в одном	3	5
мы рассмотрим	3	7
с собой	2	5
так в	6	4
о том	7	4
в этой	2	2
при помощи	3	10
аф вар	4	3
е в	2	3
приводит нас	2	4
в тридесятое	4	4
в себе	3	2
мы должны	2	5
меня и	3	2
тридесятое царство	6	4
что у	2	3
что здесь	3	7
только в	5	3
но и	9	12
с водой	2	4
он иногда	3	2
известно что	2	2
как он	6	6
не имеет	2	3
в этих	2	7
что и	4	9
как в	6	7
то что	6	16
как и	5	7
увидим что	2	2
таким же	3	6
потому что	13	6
мы видели	11	6
т д	8	24
неи в	4	4
нам необходимо	2	2
этот случай	6	9
в мифах	4	2
том как	3	2
царства мертвых	5	2
что этот	2	4
с этой	2	2
можно указать	2	2
и его	7	10
и только	3	5
когда он	3	6
с переходом	3	2
в лице	2	2
с ними	2	5
не может	6	6
он не	2	7
это объясняет	3	2
русской сказке	6	4
в его	5	5
превратился в	3	2
в образе	10	3
и то	3	6
не есть	2	2
случаях когда	3	3
не только	10	15
том что	10	3
мы уже	6	5
и они	2	2
и тем	4	2
или же	2	3
могут быть	3	6
попадает в	3	3
от того	3	2
тем что	5	5
тридесятого царства	6	2
тех случаях	3	2
же как	3	13
а не	2	6
из которых	3	5
их в	3	7
и других	3	3
то это	5	5
и действительно	3	3
т д.<неи	2	3
и на	12	2
в греческом	2	2
только одна	3	2
только что	2	3
является и	3	3
эта связь	6	5
этот мотив	5	4
на небо	8	7
или в	3	3
предположить что	3	6
ничего не	2	5
на котором	3	3
дает нам	2	4
иной мир	3	6
frobenius б	2	3
в северной	2	2
там где	5	3
превращается в	7	7
в том	12	3
иное царство	6	6
но в	7	5
здесь мы	4	2
в сказке	23	47
и что	5	5
на его	4	3
как указано	3	2
с другой	10	4
и вот	3	2
но он	2	4
власть над	7	11
от него	3	2
и по	4	5
сказать что	3	2
все же	8	9
можно наблюдать	2	2
в частности	3	2
