3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram
в известной мере	3	2
и прежде всего	3	3
то есть в	4	2
в отличие от	4	2
в романе рабле	2	7
и в эпоху	2	4
в отрыве от	2	2
нужно сказать что	4	2
на самом деле	2	4
гротескной концепции тела	3	3
в том что	6	6
на народных языках	5	2
и др в	2	2
в этом отношении	3	5
мы уже говорили	7	2
в большинстве случаев	2	2
с точки зрения	3	2
сих пор еще	3	2
смен и обновлений	2	3
существенную роль в	2	2
том числе и	7	2
дело в том	2	2
в средние века	4	2
в xvii веке	2	2
до сих пор	4	3
в том числе	10	4
взглянуть на мир	3	2
