2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
голову и	2	2
мы имеем	14	15
связи с	8	8
такой же	2	2
в античности	2	3
эти случаи	2	4
наряду с	4	6
никогда не	3	15
по мере	2	3
что это	5	6
так же	5	13
не совсем	6	3
в нем	7	7
видели что	2	3
только у	2	2
мальчиков и	2	2
его в	9	10
к нему	3	5
об этом	2	11
это не	6	2
в лесу	2	15
после того	3	3
в свете	3	2
прежде всего	6	5
из него	2	2
но это	7	4
и в	25	15
одна из	2	2
но не	5	2
в русской	3	5
вместе с	22	7
в избушке	2	9
этих случаях	8	10
сказке в	5	3
в качестве	7	3
она не	2	5
перед нами	2	2
и т	20	19
при обряде	2	2
для нас	5	4
также что	3	2
он делает	2	2
другой стороны	8	2
все это	4	3
у него	2	4
знаем что	6	12
живет в	5	2
неи этот	2	3
связан с	2	5
герой в	4	3
связь с	8	4
в царство	3	7
с этим	5	5
и с	3	4
что герой	3	5
уже в	2	2
что мы	2	3
того что	2	3
того как	4	4
здесь имеем	2	3
ее за	2	2
что он	22	24
показывает что	5	4
после этого	2	4
так что	2	6
что при	3	5
в америке	4	2
или на	2	4
здесь можно	2	5
в иной	7	5
с тем	8	9
то же	4	10
как бы	2	6
и герой	2	2
в иное	5	5
представляет собой	7	5
он взял	2	2
сих пор	2	7
что в	8	12
оказывается что	2	2
в которых	3	2
в этом	10	11
представления о	3	5
некоторое время	2	2
в нее	6	2
роль в	2	3
его и	2	4
видим что	5	5
в мифе	7	2
магические способности	4	3
в обряде	5	7
представляли собой	2	2
нет необходимости	3	2
с одной	7	4
к сказке	3	2
совершенно ясно	4	2
этого мотива	8	5
еще не	8	9
и для	2	2
т е	16	29
этом случае	7	5
они не	3	4
так как	11	14
с другими	4	2
в него	5	2
и др	3	4
этого обряда	3	2
таким образом	9	7
а в	3	12
перейдем к	2	2
в животное	6	2
ее в	2	2
и вместе	2	2
его на	4	2
до сих	2	6
заупокойном культе	2	3
на нее	2	2
на то	2	3
также не	2	2
вопрос о	2	4
а именно	4	3
неи но	2	2
представляют собой	3	3
все эти	8	4
например в	5	2
бросают в	3	2
в других	2	3
на которой	2	2
показывают что	3	2
все еще	4	2
в некоторых	4	2
он видит	4	2
во всех	2	2
о нем	3	4
увидим ниже	3	4
не в	6	7
но есть	2	2
некоторых случаях	2	2
же можно	4	3
но все	5	5
отношению к	2	3
вид что	3	2
мы видим	8	8
находится в	2	2
царство мертвых	2	6
и не	11	11
встречается в	3	3
или он	2	3
человека в	3	2
может быть	17	17
в себя	3	3
на него	8	5
мы знаем	8	11
и из	3	2
мы можем	2	8
о том	7	3
так в	2	3
у племени	2	2
в этой	3	4
при помощи	7	2
по существу	2	2
на этой	4	2
в связи	4	5
есть на	2	2
мы должны	4	4
что у	4	2
что здесь	3	4
только в	7	6
но и	13	14
не будем	5	4
не описывается	3	2
мы здесь	4	6
того чтобы	3	2
из них	2	2
в обрядах	5	2
представление о	17	2
в этих	6	11
выше мы	2	3
что и	6	6
как в	6	5
новой гвинее	2	3
должно было	2	3
то что	7	12
как и	7	2
мы видели	7	2
т д	18	18
мы увидим	5	8
силу и	2	3
потому что	7	9
в другой	3	4
его не	3	2
в которой	4	2
этот случай	3	4
один из	2	8
в особенности	3	2
в мифах	6	4
и это	4	3
и здесь	7	9
что этот	2	3
и пр	3	7
с обрядом	3	4
и его	9	3
в сказках	2	8
когда он	2	3
самом деле	2	2
в дом	2	3
он не	4	8
не может	6	5
русской сказке	4	6
в его	12	6
и она	3	3
когда герой	4	2
не только	13	18
том что	8	7
мы уже	4	6
а затем	7	2
и они	2	4
во время	7	2
могут быть	6	2
попадает в	2	5
не знал	2	2
тем что	10	4
а не	2	5
же как	4	5
раньше чем	4	3
мы не	5	3
их в	3	2
в ней	5	4
то это	3	6
дает ему	3	2
и на	8	4
в основном	4	2
можно найти	2	5
с животным	3	2
таких случаях	2	2
по отношению	2	3
животное в	2	2
эта связь	2	3
этот мотив	6	4
или в	6	2
ничего не	2	7
иной мир	6	4
временной смерти	3	4
одной стороны	7	3
превращается в	7	2
в том	6	6
книге мертвых	2	2
превращение в	2	2
иное царство	4	4
в таких	3	2
этой стадии	3	2
здесь мы	5	3
в сказке	18	21
и что	8	6
с другой	9	2
тот кто	7	2
но он	2	4
и по	2	2
сказать что	2	2
все же	10	9
с культом	2	2
только после	3	4
