3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
в русской сказке	2	2
с того что	3	2
на то что	4	3
о том что	3	2
но все же	3	4
в иной мир	3	6
на этот вопрос	2	2
в этих случаях	2	7
что в сказке	2	4
в таких случаях	2	2
тем не менее	6	2
то же самое	3	2
выше мы видели	2	2
начинается с того	2	2
в сказке не	2	2
с другой стороны	5	4
и т д.<неи	2	3
в немецкой сказке	2	2
мы увидим что	5	2
в связи с	3	2
точно так же	3	5
и т д	22	24
не может быть	7	4
не в силу	3	2
так же как	2	12
до сих пор	5	5
в иное царство	4	6
мы видели что	2	3
