3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram
в конце концов	3	4
достоевский прежде всего	2	2
то есть в	8	3
с их мирами	2	4
о том что	3	2
в мире достоевского	2	4
в его целом	3	5
человека в человеке	2	3
о себе самом	3	6
в зависимости от	3	3
друг с другом	2	3
в его творчестве	3	2
по крайней мере	2	2
полифоническом романе достоевского	2	3
по отношению к	8	11
романа в его	3	2
человек из подполья	2	3
в том что	4	7
дело идет не	3	3
в этом отношении	2	5
подобно тому как	2	3
но в то	3	2
и в этом	6	3
в большинстве случаев	2	2
в самом деле	3	2
в романах достоевского	5	6
в то же	3	7
с точки зрения	9	15
видения и изображения	2	4
в полифоническом романе	3	2
хотя бы и	2	2
можно сказать что	2	2
как бы в	2	2
само по себе	2	2
в одной плоскости	4	3
не может быть	6	3
и не может	2	2
в этом смысле	5	9
из одного куска	2	2
то же время	3	7
до сих пор	2	2
в произведениях достоевского	3	2
идет не об	3	3
дело идет о	2	2
