3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram
той или иной	2	3
то есть в	4	8
мы имеем в	3	2
о том что	2	3
друг друга но	2	2
сама по себе	2	5
о себе самом	3	3
в братьях карамазовых	2	2
в свое время	2	2
друг в друге	2	3
друг с другом	5	2
имеем в виду	3	2
по отношению к	5	8
в том что	2	4
в преступлении и	2	2
но в то	2	3
в большинстве случаев	8	2
в самом деле	4	3
в романах достоевского	4	5
в то же	5	3
с точки зрения	9	9
отражаются друг в	2	2
это вовсе не	2	2
можно сказать что	2	2
том числе и	3	2
как бы в	3	2
как мы сказали	3	3
в одной плоскости	2	4
не может быть	8	6
и не может	7	2
в этом смысле	2	5
то же время	5	3
до сих пор	8	2
в произведениях достоевского	2	3
преступлении и наказании	2	2
в том числе	4	2
