3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_3gram
для того чтобы	2	6
в романе рабле	14	7
в другом месте	3	2
в эпоху рабле	5	3
все эти образы	2	2
мы видим что	2	2
в четвертой книге	3	3
как мы видели	2	4
в том что	6	6
в то время	2	2
и др в	2	2
но в то	2	5
в большинстве случаев	6	2
мы уже говорили	7	2
в третьей книге	4	2
в то же	10	9
с точки зрения	2	2
сих пор еще	4	2
в данном случае	2	2
кн iii гл	2	3
можно сказать что	2	2
существенную роль в	2	2
том числе и	2	2
дело в том	2	2
в связи с	3	5
не может быть	2	2
в средние века	2	2
в эпизоде с	2	4
то же время	10	9
до сих пор	8	3
в том числе	3	4
