2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
связи с	9	3
никогда не	4	8
их развития	2	5
так же	17	15
связи и	3	3
этого процесса	9	2
к тому	4	10
для нас	2	2
он имеет	2	2
по сравнению	4	15
у ребенка	19	13
с этим	4	4
но на	3	2
переход от	3	4
и как	5	6
самого начала	6	7
пути развития	3	2
точки зрения	6	13
того как	3	5
что они	10	2
в целом	13	3
при решении	2	5
как бы	10	11
показывает исследование	2	6
мы называем	2	2
что в	17	17
тем и	4	3
отличается от	3	3
этом смысле	2	2
но как	3	3
той же	4	4
образования понятий	45	2
что развитие	3	6
для развития	3	5
нас к	2	4
от понятия	3	3
с другими	2	2
было бы	10	9
с понятием	3	2
таким образом	17	18
а в	4	2
когда ребенок	2	3
и т.д	5	3
речь в	2	2
общего к	3	2
приходит к	6	2
предметов в	3	3
это противоречие	2	2
но только	3	2
отношению к	2	10
и другое	5	2
в себя	3	3
ребенка мы	2	2
с помощью	42	13
в связи	6	2
для решения	2	3
как показывают	2	3
в себе	2	4
которые в	3	4
является не	2	2
только в	10	18
от этого	6	3
имеет место	3	2
в структуру	4	4
сравнению с	3	14
школьного возраста	3	3
и его	2	3
и только	2	3
ребенка в	12	8
не может	6	19
он не	4	7
могли бы	11	9
по себе	7	3
в них	2	3
понятий не	2	4
тем что	8	8
хотя и	2	3
и частного	2	2
связи между	5	6
в котором	3	2
как показывает	2	7
в том	23	28
понятий но	4	2
в понятии	5	4
все же	6	2
в совершенно	2	2
приводит к	4	6
к одному	5	2
в частности	4	4
между двумя	2	2
мы имеем	4	4
для ребенка	10	6
его в	3	6
так и	5	6
показал что	3	4
и в	25	28
вместе с	14	7
оба эти	3	3
в качестве	12	4
понятия в	7	6
к жизни	2	4
не станем	4	2
как оно	3	3
другой стороны	3	2
все это	6	2
при этом	5	3
то в	3	5
понятий на	2	4
имели возможность	4	2
этот вопрос	3	3
к которому	3	2
развития является	2	2
что мы	7	11
что он	6	18
его развития	3	3
показывает что	8	7
с несомненностью	3	4
с тем	16	5
детской речи	6	5
в этом	14	27
понятий ребенка	2	14
мы и	2	4
в мышлении	11	6
понятие как	2	2
еще не	4	8
в то	4	6
в самом	3	8
мышления и	23	7
по типу	5	2
на данной	2	4
связь между	4	4
на основе	22	4
мышления в	17	5
и не	10	11
новых и	2	2
в плане	2	3
мы можем	7	9
в одном	2	2
состоит в	3	2
с самого	6	7
бы в	2	3
но и	4	10
того чтобы	8	10
и отношения	2	3
ребенка и	17	2
для того	7	8
где они	2	2
понятия и	3	10
потому что	6	22
в пользу	5	2
которых мы	2	2
эти связи	3	2
когда он	3	2
что ребенок	7	13
к другому	2	4
с ними	3	2
в его	15	3
бы сказать	3	2
одним из	5	2
не могли	3	5
с ним	4	2
тем самым	2	8
ребенка с	3	2
в своих	2	3
были бы	3	2
же как	6	6
раньше чем	2	2
одной и	2	3
понятий так	3	2
мы не	9	6
этого слова	4	2
ребенок не	9	3
в сфере	2	12
ступени в	2	2
мышлении ребенка	7	4
в последнее	3	2
все более	2	2
по отношению	3	10
иначе говоря	2	3
этой стадии	5	2
в зависимости	5	5
вполне совпадает	2	2
это мы	2	3
с мышлением	3	2
в нем	2	7
и того	4	4
видели что	3	3
можно было	6	7
оно не	2	4
в своей	2	2
в свете	2	5
прежде всего	4	2
в высшей	6	2
но это	5	2
но не	6	10
имеем дело	2	2
если бы	5	7
каждой новой	2	3
независимо от	4	3
для него	5	6
именно в	5	4
что оно	4	7
психологической природе	2	2
понятий эти	3	3
понятия а	2	2
что с	4	3
так что	2	6
развития в	2	6
дело с	3	2
на этом	3	4
своего развития	3	4
