3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram
в русской сказке	6	5
материалы показывают что	2	2
эти материалы показывают	2	2
в ином мире	6	5
после того как	2	2
мы имеем в	4	4
о том что	4	5
т е в	2	2
тех случаях когда	3	3
отсюда видно что	2	3
но все же	2	2
тридевять земель в	2	4
так как он	2	2
то время как	3	2
в тридесятом царстве	3	3
как и в	2	2
уже знаем что	2	2
в том что	5	4
здесь мы имеем	4	2
в то время	3	2
не только в	4	5
но и в	2	2
в данном случае	3	3
с другой стороны	8	8
и в сказке	3	6
мы уже знаем	2	3
с одной стороны	7	4
и т д	8	16
точно так же	2	2
за тридевять земель	3	5
не может быть	3	3
случай мы имеем	2	3
до сих пор	4	2
что и в	2	2
в тех случаях	3	4
