3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram
в известной мере	3	3
то есть в	2	4
на самом же	2	3
у рабле в	2	3
нужно отметить что	3	2
в романе рабле	8	2
и в других	2	2
нужно сказать что	2	4
еще и сегодня	2	2
в гротескном реализме	2	4
как мы уже	5	5
в народно-площадной стороне	2	2
и т.п в	2	2
в большинстве случаев	5	2
самом же деле	2	3
мы уже говорили	5	7
в узком смысле	2	2
с точки зрения	2	3
но и в	3	2
том числе и	2	7
с одной стороны	2	2
средних веков и	2	2
в том числе	3	10
