2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
между тем	4	2
между двумя	2	3
сам по	2	3
со словом	3	2
такой же	3	3
чужая реплика	3	2
голосов в	5	7
но конечно	2	2
никогда не	4	6
речь героя	3	2
в нем	16	17
в стиле	4	2
так же	7	3
можно было	2	2
я ведь	4	4
в своей	4	3
к нему	13	5
так и	8	4
это не	3	5
в повести	3	3
для достоевского	2	2
второй голос	9	4
прежде всего	12	9
с точки	2	9
и он	2	6
но это	6	6
раз и	3	4
в одной	3	2
очень часто	2	4
и в	35	46
но не	6	4
к слову	2	2
свой предмет	2	7
вместе с	2	2
то есть	16	40
но эти	2	4
к тому	6	2
для него	14	2
отношение к	6	3
и так	4	2
своему предмету	7	3
пределах одного	5	6
другой стороны	3	3
у него	4	5
при этом	2	5
все это	14	6
себя как	3	3
времени и	2	2
чужого слова	6	23
словом и	3	3
только так	2	2
с этим	3	2
слова мы	2	2
и с	12	7
но на	4	2
друг на	2	2
уже в	3	4
чужого акцента	2	2
да и	5	4
и как	2	2
их в	2	3
слов и	3	3
в отношении	9	3
точки зрения	7	11
не менее	2	2
себя в	2	3
же и	4	4
в своем	2	3
что он	24	6
так сказать	2	5
в той	4	3
так что	5	2
не знает	6	4
так чтобы	4	3
но для	2	3
тему о	2	2
в большинстве	2	9
романах достоевского	4	7
нет и	4	2
самом деле	10	4
во всем	4	4
то же	15	6
переходим к	4	2
на этом	2	3
в диалоге	3	3
как бы	31	19
а что	2	4
в речь	3	3
что в	6	4
произведениях достоевского	2	3
творчестве достоевского	7	2
уже не	3	4
и речь	2	2
к ней	2	2
в этом	14	16
тон и	4	3
в которых	2	2
должно быть	3	4
братьях карамазовых	3	2
в жизни	2	5
этом смысле	3	2
героя и	10	4
лишь в	7	2
одном слове	2	3
здесь в	2	2
героя в	5	3
себе самом	5	5
большинстве случаев	2	8
той же	2	3
к чужому	4	7
слова не	2	2
в мире	4	3
о себе	17	5
еще не	7	7
в то	11	5
и для	8	3
речь голядкина	3	2
так как	4	5
как раз	4	7
в него	3	6
точек зрения	2	4
было бы	3	3
в самом	6	9
к самому	5	2
к своему	5	3
чужой голос	6	2
в речи	2	3
отличие от	2	3
он как	4	2
только на	4	3
рассказ в	3	3
таким образом	7	4
а в	7	2
для другого	2	2
у достоевского	12	16
своего рода	2	4
вовсе не	7	9
вопрос о	2	2
и т.п	6	14
что я	13	6
без всякого	2	2
с чужим	2	6
все эти	3	4
например в	2	4
он и	5	4
и т.д	3	3
его слова	2	3
его к	3	2
сам знаю	2	3
чужой реплики	2	2
достоевского в	3	8
слово о	7	4
во всех	3	5
о нем	2	6
не в	10	10
друг с	4	5
голядкина с	6	2
оно должно	2	2
я для	4	2
не принимает	4	2
но все	4	2
отношению к	7	5
сознания и	4	2
себе и	7	3
себе самому	18	4
и не	27	27
за пределы	3	5
в произведении	2	2
слово не	2	9
ни в	2	6
и слова	2	2
авторское слово	2	8
на него	5	3
может быть	14	23
слово с	6	5
и наконец	7	4
с собою	5	2
мире достоевского	3	2
а между	3	2
слово героя	4	3
конечно не	2	8
и все	15	9
мы можем	2	4
в одном	6	11
о том	2	5
настасьи филипповны	7	6
с собой	2	3
так в	2	2
не как	3	3
героя но	2	2
и во	3	3
к себе	18	6
и к	12	9
его собственных	2	2
в произведениях	2	2
в себе	5	7
но ведь	2	2
яков петрович	6	2
бы в	4	3
но и	14	12
в другом	12	2
с оглядкой	3	4
отчего же	2	3
себя и	8	3
только в	6	6
для этого	2	2
отношении к	7	2
чужое слово	6	40
вот как	4	2
что же	7	3
но именно	2	3
жизнь и	2	3
как он	2	3
этих двух	2	4
ну так	4	3
и сам	7	5
достоевского это	3	2
что и	3	3
в этих	2	4
как в	5	4
или иной	4	2
слово в	2	6
речи героя	2	2
то что	10	4
как и	18	12
увидим что	2	2
потому что	8	4
мы увидим	2	6
слово слово	2	3
бы не	2	2
и мысли	3	2
и великие	2	2
достоевского и	2	2
в каждом	6	6
все равно	2	2
с другом	4	5
и это	5	3
одному знаменателю	2	3
рядом с	4	5
слова и	11	7
он сам	6	2
двух голосов	4	6
в братьях	3	2
и его	14	6
когда он	3	2
в пределах	11	10
до конца	4	4
и свой	3	2
это слово	4	5
слово рассказчика	3	2
не может	18	19
на чужое	2	11
он не	13	4
самим собой	7	2
в его	21	9
к другому	16	5
в слове	6	3
слова с	2	7
с ним	7	2
с его	7	5
знаю что	2	4
он только	3	2
том что	3	4
войти в	2	3
с самим	15	5
он уже	3	2
к другим	2	2
по себе	4	7
не только	10	14
раз в	2	2
мы уже	8	3
на этот	2	2
настасья филипповна	5	4
а как	2	2
он ничего	2	2
на друга	2	2
да еще	2	2
и другого	2	2
слово и	2	7
почему же	2	2
тем что	4	3
той или	4	2
в виду	3	4
у меня	6	3
хотя и	2	6
и даже	5	3
кажется что	2	3
этого слова	5	2
диалога в	2	3
а не	4	11
бы и	2	2
же время	10	5
и на	6	11
он есть	2	2
голосов и	2	3
во всяком	4	2
в общем	3	2
в рассказе	2	2
героев достоевского	3	3
самим собою	9	3
по своей	2	3
с ее	3	3
внутренней полемики	2	2
особенно в	2	5
слов в	3	2
перебой голосов	3	3
по отношению	6	5
в котором	3	5
не хочет	2	2
как мы	8	12
в конце	5	3
в романах	5	5
хотя бы	2	2
или в	2	8
те же	2	2
в отличие	2	3
в диалогах	4	2
ничего не	3	2
слова в	6	13
два голоса	3	3
все время	4	2
ли будет?	2	2
там где	7	2
ведь и	4	5
в том	5	9
и что	6	3
другого человека	3	3
но в	19	6
с другой	4	3
ну да	2	4
но он	4	3
друг друга	2	6
в сущности	14	7
и по	2	2
да что	2	3
сказать что	3	2
все же	8	4
приводит к	2	4
к одному	3	6
