3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
в русской сказке	5	2
охраняет вход в	2	2
сих пор мы	2	2
на то что	2	4
о том что	2	3
по мере того	2	2
но все же	4	3
в лес и	4	2
в иной мир	4	3
что это за	2	3
вход в иное	3	2
мы видим что	5	8
по отношению к	3	3
в этих случаях	8	2
в том что	5	4
вместе с тем	5	2
в таких случаях	2	2
мы не будем	2	3
с самого начала	2	2
но и в	2	2
с другой стороны	2	5
можно было бы	3	3
в царство мертвых	5	5
с одной стороны	3	4
в немецкой сказке	2	2
мы увидим что	3	5
в связи с	4	3
точно так же	6	3
и т д	18	22
не может быть	2	7
мы увидим ниже	4	2
так же как	4	2
до сих пор	6	5
мере того как	2	2
в иное царство	4	4
