3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
в русской сказке	2	3
после того как	2	3
при помощи которой	2	2
на то что	3	2
о том что	2	4
т е в	3	3
но все же	4	4
мы знаем что	7	4
же как и	4	2
в иной мир	6	6
с представлением о	2	2
тем что он	2	2
в этих случаях	7	6
не только в	2	2
в таких случаях	2	2
тем не менее	2	4
в этом случае	3	7
в данном случае	3	2
с другой стороны	4	8
в некоторых случаях	3	2
и т д.<неи	3	2
и т д	24	18
в связи с	2	4
не может быть	4	3
так же как	12	3
до сих пор	5	2
в иное царство	6	4
мы видели что	3	2
во время обряда	2	2
