2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
не так	2	2
в действительности	2	2
мы имеем	12	13
связи с	3	4
что такое	2	2
и этим	3	2
что царь	3	2
еще один	2	2
никогда не	4	14
что это	6	8
своего отца	4	2
так же	6	7
не совсем	2	3
в нем	6	2
его в	3	6
так и	5	9
об этом	6	4
что она	5	5
в лесу	2	8
это не	10	7
в свете	3	2
прежде всего	2	10
в ее	2	2
но это	3	4
в форме	2	3
задача может	2	2
со стороны	2	2
и он	3	3
и в	24	28
одна из	7	2
в брак	4	2
но не	6	5
в русской	5	2
не можем	2	3
вместе с	7	6
в силу	2	5
этих случаях	16	2
тот же	2	2
в качестве	3	5
царя и	2	2
и т	17	25
перед нами	2	3
для нас	6	13
должен был	2	3
здесь не	2	4
другой стороны	8	5
все это	8	4
при этом	4	3
тоже не	3	2
связь с	2	4
этот вопрос	2	7
и другие	9	4
с этим	2	4
что герой	12	9
по его	2	2
сказка сохранила	2	9
что мы	3	7
того что	6	4
первый взгляд	4	2
того как	3	3
не все	3	4
не менее	5	6
начинается с	4	3
что он	21	10
показывает что	8	3
так что	3	4
тем не	4	6
на первый	4	2
всенародный клич	2	2
возвращается с	2	2
сказка здесь	3	2
здесь можно	2	2
в иной	2	4
вступает в	3	2
что они	3	5
во всем	2	3
то же	8	12
и тот	2	2
к этому	2	2
как бы	4	2
представляет собой	4	4
сих пор	3	5
что в	13	12
во многих	2	2
уже не	2	3
в этом	12	8
представления о	4	3
не содержит	2	2
видим что	3	9
в мифе	2	2
не всегда	4	8
в обряде	3	3
нет необходимости	2	2
с одной	5	4
к сказке	2	3
золотой ветви	2	3
он в	2	2
в их	4	3
с героем	2	2
этого мотива	5	2
еще не	8	7
связанные с	2	2
в то	2	3
она его	3	2
т е	16	10
они не	2	4
видно что	5	6
так как	8	6
в тех	5	2
очень много	2	3
за тридевять	5	2
было бы	2	7
еще одна	3	2
с ней	3	2
другими словами	2	4
с того	4	3
и др	2	7
этого обряда	2	5
таким образом	7	8
есть еще	2	2
а в	10	7
трудные задачи	13	2
эти материалы	2	2
восходит к	2	5
случаи когда	2	3
ее в	3	5
этот обряд	2	2
до сих	2	5
на то	3	4
по этому	2	2
как мы	3	3
вопрос о	3	5
то и	4	2
а именно	6	4
вовсе не	4	2
представляют собой	5	6
на вопрос	4	2
это положение	2	2
например в	3	5
все эти	2	4
показывают что	6	5
к ним	2	4
ли он	4	3
не могут	2	2
точно так	2	3
как это	2	3
во всех	7	2
не в	9	9
должны быть	3	4
тогда когда	3	2
так например	2	6
но все	4	4
мы видим	10	11
и не	4	9
всех этих	6	2
может быть	14	25
и другое	2	2
на него	2	4
связано с	3	2
мы знаем	2	4
конечно не	2	2
о том	9	9
так в	4	4
или даже	2	3
их не	2	2
при помощи	3	2
по существу	4	5
в связи	2	4
герой должен	6	2
в тридесятое	4	2
мы должны	4	13
не вполне	3	2
что здесь	7	5
только в	6	11
не просто	2	3
и когда	2	2
но и	11	10
что не	2	2
в дальнейшем	3	5
первоначальная основа	2	2
там же	2	2
образом мы	2	2
дело не	5	5
не по	2	2
мы здесь	2	3
то время	2	3
из них	2	3
как он	6	2
исторические корни	2	2
выше мы	3	3
в этих	13	7
как в	12	2
что и	8	6
сказка дает	2	2
то что	7	9
это представление	2	2
увидим что	2	5
мы видели	7	2
мы увидим	6	10
потому что	9	4
тридевять земель	5	2
нас не	2	3
в американских	2	2
как и	6	4
право на	5	2
т д	16	22
ответ на	6	2
один из	7	4
в особенности	2	2
тому кто	2	2
и здесь	12	7
что этот	2	2
говорит о	2	2
материалы показывают	3	2
и его	3	3
когда он	3	6
в целях	2	3
русская сказка	3	3
не может	14	15
он не	6	2
русской сказке	5	2
в образе	3	3
и она	3	2
и если	3	2
с ним	5	2
не только	21	12
том что	10	7
этого обычая	4	3
одной из	4	2
и тем	2	2
во время	6	3
на этот	2	2
попадает в	2	5
тем что	6	3
а не	8	15
же как	4	2
раньше чем	3	4
мы не	4	10
и даже	3	4
должны были	3	2
то это	5	3
это происходит	3	2
и на	2	4
в основном	2	2
неи здесь	3	2
такие случаи	2	2
в котором	2	3
для объяснения	3	2
том чтобы	3	2
или в	8	5
ничего не	5	2
но оно	2	4
иной мир	2	3
но они	3	2
в основе	2	4
одной стороны	5	4
там где	5	4
превращается в	3	4
в том	7	9
об этой	2	2
иное царство	2	6
но в	5	8
в таких	2	2
здесь мы	5	7
что сказка	4	10
это конечно	2	3
в сказке	36	44
и что	10	10
и от	2	2
с другой	9	6
время как	2	3
и по	3	3
сказать что	2	5
все же	9	10
