3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part5_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram
и прежде всего	3	3
для того чтобы	3	6
в отличие от	3	2
в романе рабле	15	7
на самом деле	3	4
в эпоху рабле	6	3
в четвертой книге	4	3
как мы видели	2	4
но вернемся к	2	2
в этом отношении	2	5
но в то	4	5
мы уже говорили	3	2
в то же	6	9
в данном случае	2	2
можно сказать что	2	2
можно было бы	2	2
том числе и	2	2
в связи с	4	5
не может быть	2	2
жизни и смерти	2	2
а также и	3	4
то же время	6	9
еды и питья	2	9
до сих пор	4	3
в том числе	3	4
