2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
или не	4	5
никогда не	2	7
так же	4	4
диалектический материализм	2	3
оно есть	4	2
со стороны	3	2
в данном	3	2
как о	2	4
того или	2	3
перед нами	6	3
себя как	3	3
с этим	3	3
– не	5	7
и как	4	8
точки зрения	14	25
история и	2	6
стало быть	15	9
сравнении с	2	3
нет и	2	4
есть и	3	12
при условии	2	3
а что	2	4
как бы	14	3
и необходимости	3	2
что в	7	7
уже не	9	5
– это	5	6
мифа и	6	6
и уже	4	2
кроме того	2	6
но как	2	2
никак не	2	2
тех или	4	2
той же	5	3
и о	8	3
есть ни	9	3
было бы	9	5
для мифического	2	2
и знания	4	2
т н	2	4
таким образом	5	13
есть тело	2	3
что если	3	2
это –	25	16
миф не	8	5
есть чудо	11	3
только потому	3	2
жизни и	4	5
мир и	4	3
как таковой	5	2
но только	5	4
у нас	3	4
чего не	3	4
не видно	2	2
не говорит	5	3
конечно не	2	4
в себе	8	2
и тогда	2	5
только в	7	5
личность и	3	2
ровно ничего	7	3
как не	2	2
жизнь и	2	4
и –	9	6
не имеет	14	11
вы не	3	6
что миф	5	7
и это	8	4
что этот	2	2
говорит о	3	4
личности и	10	5
и его	7	5
и только	2	6
это будет	3	4
не может	11	19
но что	5	7
не есть	40	54
говоря уже	3	2
и если	3	2
по себе	13	20
миф и	3	3
– в	15	6
и тем	6	2
в них	2	5
может и	2	2
быть не	2	2
тем что	2	3
субъекта и	5	4
хотя и	6	5
же время	6	3
собственно говоря	2	4
я утверждаю	4	4
и следовательно	3	2
в том	11	5
но в	3	2
и механизм	2	3
на другое	3	3
в понятии	2	2
все равно	2	2
все же	2	3
в частности	2	2
и ее	8	3
в природе	3	2
как таковая	2	3
есть само	2	2
что это	13	12
так и	5	5
об этом	3	6
но –	8	5
с точки	9	14
– диалектически	2	2
говорить о	11	4
не о	4	2
и в	15	24
не будет	2	3
она не	4	3
миф есть	10	12
другой стороны	2	2
все это	9	6
при этом	2	2
то в	5	2
и ни	2	3
и с	4	6
что мы	7	8
богословия и	2	4
все что	2	3
же и	2	2
тому как	4	4
что он	7	13
показывает что	2	2
есть слово	2	3
но для	2	2
также и	4	2
только тогда	5	3
бы только	4	2
веры и	6	4
и жизни	2	6
утверждаю что	5	5
в этом	11	8
своим собственным	2	2
сам собою	2	3
и материи	2	2
должно быть	2	3
от всего	3	6
как таковое	3	3
в мифе	6	13
природы и	2	2
это есть	13	8
в их	3	2
еще не	4	2
в то	6	5
т е	46	48
этой точки	2	2
что иное	8	6
как раз	4	7
без веры	3	4
в сравнении	3	3
в самом	2	7
на основании	3	2
другими словами	5	7
это и	9	7
или нет	3	5
от себя	2	4
ее в	2	2
то и	2	3
высших сил	2	10
и не	30	27
за пределы	3	3
что чудо	7	5
в виде	3	8
даже и	3	7
это значит	8	24
при помощи	3	3
совершенно не	3	2
от вещей	4	2
как же	5	5
и без	2	3
не просто	7	18
ни на	6	3
но и	4	9
и когда	2	2
бы в	4	2
себя и	3	2
учение о	5	8
мифическое сознание	4	3
для того	5	3
потому что	10	7
в особенности	4	7
только не	3	10
или иначе	2	2
тем более	6	3
выйти за	5	3
в его	4	2
тем самым	3	3
в каком	5	3
мы не	9	5
из которых	3	3
в ней	5	2
никто не	2	2
что именно	7	3
имеет права	2	2
не было	2	3
или в	7	2
законы природы	7	5
нет ничего	6	9
а если	3	3
законов природы	5	10
я думаю	2	2
что такое	5	21
в нем	5	3
е не	2	4
оно не	2	6
что она	5	9
никакого отношения	2	3
это не	12	4
чудо не	8	3
прежде всего	11	8
но это	4	5
но если	5	6
если бы	6	6
можно только	3	4
и т	17	24
– и	4	4
именно в	5	2
я уже	3	7
что оно	7	7
по крайней	7	5
коем случае	2	3
же вы	2	5
иметь в	2	2
даже не	2	6
себя в	2	2
ничто не	2	2
есть просто	6	4
так что	6	8
так чтобы	3	2
такое чудо	3	2
есть мифология	3	2
во всем	2	3
на этом	3	2
не мешает	2	2
но о	2	2
и притом	3	5
личность есть	7	3
должна быть	7	6
тут –	2	2
тут мы	2	2
– вот	2	2
и для	5	2
личности в	5	2
нет никакого	3	7
быть и	3	3
на свете	4	3
есть еще	2	3
есть также	2	2
тогда нет	2	5
то следовательно	2	4
вопрос о	2	5
а именно	6	2
можно и	2	3
нет ни	3	2
есть всегда	3	5
иной раз	3	2
должны быть	4	3
тогда когда	5	5
лишь как	4	2
значит что	9	24
– все	3	3
я не	5	6
иное как	8	6
во внимание	2	2
что не	3	5
не что	8	6
для этого	2	2
оно –	3	4
миф –	3	5
она всегда	4	2
в истории	3	4
что же	2	11
то что	16	14
что все	4	14
и пр	9	6
с этой	2	5
это было	2	3
ни один	2	2
факты и	2	2
чудо есть	8	7
с его	5	2
не только	8	23
более не	3	2
том что	10	8
– история	2	3
– значит	2	4
она должна	2	2
могут быть	3	2
от того	2	4
той или	4	2
а не	18	26
и даже	6	13
есть подлинная	2	3
и на	5	3
само по	4	5
есть только	3	12
думать что	2	2
во всяком	2	2
как чистое	2	2
он есть	7	3
сама по	5	4
ни о	3	3
две сферы	2	2
ничего не	17	17
мифологии и	8	3
необходимым образом	3	2
эти две	3	3
без знания	3	4
в сущности	5	10
возможно только	3	6
сказать что	6	4
мы уже	3	3
сам по	2	5
мифического субъекта	3	3
из этих	2	2
есть в	4	3
д и	3	6
есть нечто	2	23
двух или	2	2
есть то	5	6
в силу	4	3
мифология и	2	5
– только	3	2
и потому	3	2
подобно тому	4	4
и есть	19	16
того что	13	12
не менее	2	11
в чем	8	4
в своем	5	3
тем не	2	10
то же	9	6
от чего	2	5
и нет	3	7
и чисто	5	2
я вижу	2	3
истории и	2	4
и ничего	2	4
не значит	2	3
и вообще	7	2
так как	14	6
случае не	2	3
ровно никакого	2	3
явно что	3	5
мы говорим	2	2
как миф	2	2
на то	5	3
вовсе не	6	13
имеется в	3	3
все эти	3	3
не могут	2	4
допустим что	2	16
и можно	5	2
как это	2	5
точно так	2	2
о нем	2	4
не в	8	3
сущности своей	2	2
сознания и	3	4
всегда есть	2	5
может быть	17	13
ни в	8	9
и все	11	6
о том	5	6
