3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
в русской сказке	2	6
на том свете	2	4
мы имеем и	2	3
в ином мире	4	6
во всяком случае	2	2
мы имеем в	2	4
что и в	2	2
о том что	2	4
но все же	2	2
то время как	2	3
мы уже видели	3	3
как и в	2	2
по отношению к	2	2
как мы видели	5	2
в том что	5	5
здесь мы имеем	3	4
в сказке о	3	3
в то время	2	3
мы видели как	3	2
в этом случае	5	6
в данном случае	3	3
том что в	2	2
с другой стороны	7	8
в некоторых случаях	3	2
мы уже знаем	2	2
с одной стороны	2	7
и т д	15	8
точно так же	2	2
все эти материалы	2	2
это еще не	2	2
имеем и в	3	3
случай мы имеем	2	2
до сих пор	5	4
таким образом и	2	2
в царство мертвых	2	4
мы видели что	3	3
