3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram
есть не что	5	3
что такое чудо	3	2
на то что	3	3
не есть просто	3	4
что она есть	4	3
сам по себе	2	5
не говоря уже	3	2
от чего не	2	3
т е в	2	4
тем более не	3	2
сама по себе	5	4
и нет ничего	2	2
эти две сферы	2	2
случае не есть	2	2
есть то что	5	5
того что он	4	3
ничего не говорит	4	3
по крайней мере	7	5
в сравнении с	2	3
субъекта и объекта	4	3
говоря уже о	3	2
то что мы	2	3
веры и знания	4	2
не что иное	8	6
в том что	9	3
не есть ни	9	3
миф не есть	8	5
ни в каком	4	3
т е что	2	6
что это есть	3	2
ни от чего	2	3
подобно тому как	4	4
и в этом	3	2
не имеет права	2	2
д и т	2	5
с этой точки	2	2
выйти за пределы	3	2
что чудо есть	2	4
ни в коем	2	3
это значит что	7	21
с точки зрения	9	14
иметь в виду	2	2
тем не менее	2	10
коем случае не	2	3
чудо не есть	7	2
этой точки зрения	2	2
ровно ничего не	6	3
только тогда когда	4	3
не говорит о	3	2
имеется в виду	3	3
само по себе	4	5
что он есть	4	3
т д и	3	6
и т д	15	23
точно так же	2	2
не может быть	6	6
что иное как	8	6
как и все	2	2
это и есть	4	2
в коем случае	2	3
есть в сущности	2	2
что миф есть	2	3
т е не	2	4
я утверждаю что	4	4
