3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram
в известной мере	3	3
то есть в	4	2
на самом же	3	2
у рабле в	3	2
нужно отметить что	2	3
в романе рабле	2	8
и в других	2	2
нужно сказать что	4	2
еще и сегодня	2	2
в гротескном реализме	4	2
как мы уже	5	5
в народно-площадной стороне	2	2
и т.п в	2	2
в большинстве случаев	2	5
самом же деле	3	2
мы уже говорили	7	5
в узком смысле	2	2
с точки зрения	3	2
но и в	2	3
том числе и	7	2
с одной стороны	2	2
средних веков и	2	2
в том числе	10	3
