3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram
то что ребенок	3	3
в свою очередь	2	3
по сравнению с	3	5
для того чтобы	7	14
ступень в развитии	6	2
о том что	3	4
включает в себя	2	2
в отличие от	6	2
как показывает исследование	2	2
в зависимости от	5	2
и то что	2	2
друг с другом	5	7
заключается в том	7	5
то время как	4	4
мы могли бы	7	6
с помощью которого	2	2
по отношению к	2	12
то и другое	4	2
как мы видели	3	2
в том что	17	11
в то время	4	4
вместе с тем	10	2
так как она	2	2
в этом отношении	3	5
с этой точки	2	4
это значит что	4	4
с самого начала	6	5
является то что	4	2
этой точки зрения	2	4
в известном смысле	2	7
с другой стороны	3	2
и того же	4	3
в высшей степени	6	2
а с другой	3	2
можно было бы	5	3
то обстоятельство что	3	2
своей психологической природе	2	2
таким образом что	2	2
по своей психологической	2	2
с одной стороны	5	3
само по себе	2	2
мы не станем	4	2
не может быть	2	3
так же как	6	7
могли бы сказать	3	2
одного и того	4	3
состоит в том	3	3
