3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
в русской сказке	3	2
в ином мире	2	4
таким образом мы	2	2
о том что	4	2
но все же	4	2
мы видим что	4	4
как и в	2	2
по отношению к	2	2
в этих случаях	6	7
в том что	2	5
здесь мы имеем	3	3
не будем здесь	2	2
тем не менее	4	5
в этом случае	7	5
в данном случае	2	3
с другой стороны	8	7
в некоторых случаях	2	3
аф неи в	2	2
с одной стороны	7	2
и т д	18	15
мы увидим ниже	3	2
в связи с	4	3
все эти материалы	3	2
до сих пор	2	5
что и в	2	2
мы видели что	2	3
