3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram	Potebnia_Myslijsyk_partition_part1_wordlist_3gram
в том и	2	2
для того чтобы	2	4
по мере того	3	4
там же с	7	2
и как бы	3	2
только потому что	2	2
потому что в	4	3
не в том	4	2
по крайней мере	2	5
и в том	3	2
на этот вопрос	2	2
то и другое	2	2
не что иное	2	2
только в том	6	2
по отношению к	13	8
не могут быть	2	2
в том что	13	7
а в том	3	2
в таком случае	2	2
подобно тому как	3	2
и в этом	6	4
все более и	2	2
не только не	2	3
что язык есть	5	3
в то же	3	3
с точки зрения	3	3
с тем что	3	4
тем не менее	6	4
а между тем	3	4
только тогда когда	4	4
таким образом что	2	2
и т п	2	4
само по себе	4	5
и т д	4	3
более и более	2	2
если бы не	2	2
заключает в себе	2	8
не может быть	9	5
но тем не	3	2
в том смысле	4	2
что в языке	2	2
что иное как	2	2
с этим последним	2	2
потому что мы	2	2
то же время	3	3
мере того как	3	4
что и в	3	2
потому что как	2	2
