2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
мы имеем	19	14
связи с	6	8
такой же	2	2
эти случаи	3	2
никогда не	3	3
не совсем	3	6
в нем	9	7
так же	3	5
более поздних	2	3
видели что	4	2
из материалов	2	3
его в	3	9
к нему	5	3
пребывание в	4	5
это не	6	6
в лесу	26	2
после того	2	3
в свете	5	3
прежде всего	3	6
сказке герой	4	5
но это	3	7
и он	2	6
со стороны	3	2
в данном	4	3
и в	22	25
одна из	2	2
но не	7	5
в русской	3	3
вместе с	9	22
в избушке	3	2
если бы	6	2
этих случаях	7	8
сказке в	4	5
в качестве	2	7
она не	4	2
данном случае	3	2
и т	16	20
в свою	4	3
для нас	4	5
другой стороны	7	8
у него	3	2
по материалам	2	2
знаем что	2	6
живет в	5	5
связь с	6	8
связан с	2	2
герой в	2	4
и потому	2	2
б неи	2	5
в царство	4	3
с этим	8	5
и с	4	3
что герой	3	3
и как	3	3
случаях мы	2	2
образом в	2	2
того что	5	2
точки зрения	2	2
не менее	5	4
что он	9	22
показывает что	5	5
после этого	2	2
так что	5	2
стране смерти	2	2
тем не	5	4
с появлением	4	5
здесь можно	6	2
с тем	2	8
то же	6	4
в целом	3	3
на этом	4	3
к этому	7	2
будем здесь	2	2
и герой	2	2
представляет собой	3	7
сих пор	5	2
что в	15	8
уже не	7	11
в которых	2	3
в этом	17	10
представления о	2	3
некоторое время	3	2
за ним	3	4
таких примеров	2	2
следует за	2	2
в нее	2	6
§ неи	3	2
роль в	2	2
его и	4	2
видим что	4	5
не всегда	4	4
в обряде	5	5
с одной	2	7
и вновь	2	2
от них	3	2
этого мотива	4	8
еще не	10	8
в то	2	3
т е	16	16
и для	2	2
этом случае	5	7
они не	4	3
так как	7	11
этой сказки	2	2
в него	2	5
с ней	6	2
и др	2	3
сюда же	2	3
таким образом	10	9
а в	6	3
эти материалы	2	6
в животное	3	6
ее в	3	2
этот обряд	2	6
уже только	2	2
его на	2	4
до сих	5	2
на нее	3	2
не исключают	2	2
уже выше	2	2
на том	3	3
как мы	8	5
а именно	4	4
вопрос о	2	2
вовсе не	2	2
представляют собой	4	3
все эти	4	8
например в	2	5
в других	4	2
жизни и	2	2
на смену	4	4
все еще	6	4
в некоторых	5	4
сказки в	4	3
он видит	3	4
легко узнаем	2	2
увидим ниже	3	3
в ином	6	3
не в	4	6
от обряда	2	2
но есть	2	2
некоторых случаях	3	2
это делается	2	4
же можно	2	4
но все	2	5
отношению к	2	2
сказке о	4	2
со своими	2	2
мы видим	8	8
находится в	4	2
царство мертвых	3	2
и не	12	11
встречается в	2	3
даже в	2	2
может быть	11	17
на ней	5	2
в виде	2	9
связано с	4	5
мы знаем	2	8
можно проследить	3	4
мы можем	6	2
и все	3	3
о том	3	7
так в	6	2
в этой	5	3
птицу и	2	5
при помощи	3	7
в связи	3	4
совершенно не	2	2
что у	3	4
мы должны	7	4
что здесь	6	3
только в	4	7
но и	12	13
не будем	3	5
образом мы	2	2
мы здесь	4	4
в дальнейшем	4	4
аф неи	5	5
ином мире	4	2
сказать что	3	2
из них	7	2
в обрядах	3	5
представление о	3	17
в этих	11	6
выше мы	3	2
из дому	3	2
что и	9	6
как в	2	6
новой гвинее	2	2
должно было	2	2
то что	7	7
как и	3	7
мы видели	13	7
т д	15	18
мы увидим	3	5
потому что	3	7
в другой	4	3
неи в	8	9
в течение	6	2
если не	2	4
этот случай	8	3
один из	5	2
в особенности	2	3
и это	2	4
и здесь	7	7
и пр	11	3
как герой	3	2
с обрядом	2	3
он на	2	2
и его	4	9
в сказках	9	2
в животном	2	2
него и	2	5
в дом	12	2
не может	4	6
он не	5	4
русской сказке	2	4
в его	3	12
и она	3	3
одним из	4	2
когда герой	2	4
не только	14	13
том что	8	8
можно сказать	2	2
мы уже	6	4
а затем	3	7
и они	4	2
на себя	2	3
во время	6	7
могут быть	5	6
попадает в	11	2
ту же	2	2
тем что	4	10
а не	6	2
же как	2	4
раньше чем	3	4
их в	3	3
в ней	2	5
то это	2	3
никто не	2	3
и действительно	2	5
и на	4	8
можно найти	4	2
же в	2	2
после смерти	2	3
по отношению	2	2
этот мотив	5	6
или в	11	6
ничего не	6	2
временной смерти	2	3
одной стороны	2	7
там где	7	6
превращается в	3	7
в том	9	6
книге мертвых	2	2
превращение в	2	2
в сказке	50	18
и что	2	8
здесь мы	5	5
с другой	7	9
но он	4	2
друг друга	6	3
а если	3	2
в пределах	4	4
все же	5	10
его не	3	3
в частности	5	7
