3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
в русской сказке	5	3
после того как	2	3
на то что	2	2
о том что	2	4
но все же	4	4
мы здесь имеем	3	2
мы знаем что	10	4
в иной мир	4	6
мы видим что	5	4
по отношению к	3	2
в этих случаях	8	6
в том что	5	2
наряду с этим	2	2
вместе с тем	5	6
не только в	4	2
в таких случаях	2	2
и вместе с	2	2
мы не будем	2	2
в этом случае	5	7
но и в	2	2
с другой стороны	2	8
в некоторых случаях	2	2
потому что он	2	2
с одной стороны	3	7
и т д	18	18
мы увидим ниже	4	3
в связи с	4	4
не может быть	2	3
так как в	2	2
так же как	4	3
до сих пор	6	2
в иное царство	4	4
