3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram
в русской сказке	6	2
после того как	2	2
мы имеем в	4	2
о том что	4	2
т е в	2	3
тех случаях когда	3	2
но все же	2	4
так как он	2	2
с представлением о	2	2
как мы видели	2	3
в сказке о	3	3
не только в	4	2
мы видели что	3	3
в сказке герой	2	2
в этом случае	6	3
в данном случае	3	3
с другой стороны	8	4
в некоторых случаях	2	3
и т д.<неи	2	3
в греческом мифе	2	2
и т д	8	24
точно так же	2	5
не может быть	3	4
приводит нас к	2	4
до сих пор	4	5
в иное царство	5	6
в тех случаях	3	2
