2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
связи с	4	3
эти три	2	2
ходе развития	7	2
в этот	3	2
никогда не	4	5
их развития	2	5
так же	14	15
друг другу	3	2
к нему	3	3
в меру	7	4
стадии в	2	2
к тому	7	6
мере как	2	2
к мысли	4	4
по сравнению	9	5
у ребенка	9	9
с этим	2	3
этот период	2	2
самого начала	7	5
точки зрения	28	18
того как	2	5
проистекает из	3	4
же самое	5	4
отношения к	2	2
говорит что	2	5
не совпадает	3	2
необходимо должны	2	2
что они	10	5
в целом	5	4
как бы	6	5
что в	12	16
пиаже в	3	3
его и	2	3
никак не	5	3
той же	8	4
нас к	6	3
то как	2	3
учения о	4	2
иначе как	6	2
было бы	6	10
во второй	5	2
только на	3	2
таким образом	23	19
а в	2	3
в первой	3	2
форм и	2	2
речь ребенка	8	3
речи к	5	2
что если	2	4
очевидно что	3	2
когда ребенок	2	3
речь в	4	3
но только	3	2
отношению к	5	12
у нас	2	2
что эти	3	2
естественно что	3	2
как она	5	3
и другое	3	4
на пороге	4	4
с помощью	13	10
речь есть	6	3
является не	2	2
только в	8	10
имеет место	4	2
не имеет	2	4
речевого развития	2	3
сравнению с	8	5
школьного возраста	8	12
главное и	2	2
и его	12	3
мы пытались	8	2
до конца	5	3
не может	11	18
он не	3	8
могли бы	5	6
не есть	4	4
по себе	3	7
со всеми	2	2
и тем	6	3
мысли в	9	4
тем что	9	5
речь по	4	2
в новой	3	4
и следовательно	5	6
в котором	4	2
мысли и	11	5
в том	18	18
но в	4	6
но он	2	7
все же	6	3
пороге школьного	4	4
приводит к	4	7
между двумя	3	3
для ребенка	2	3
по мере	7	2
из этого	2	2
его в	2	2
так и	3	7
с точки	21	9
и в	26	16
вместе с	12	4
оба эти	5	4
отношений общности	2	3
в качестве	5	4
в такой	4	5
устной речи	3	24
все это	3	2
то в	2	3
перейти к	4	3
нашей гипотезы	3	5
и с	5	3
что мы	9	4
в центр	2	3
все что	6	2
что он	8	25
показывает что	2	5
столь же	2	2
с несомненностью	2	2
совершенно в	2	2
с тем	5	3
детской речи	4	2
мы говорили	2	2
развития ребенка	5	11
в этом	29	25
своей природе	4	3
должно быть	2	8
стороны речи	18	3
о чем	4	2
это есть	4	4
мы и	2	5
в их	2	3
но мы	3	5
еще не	4	4
в то	3	5
этой точки	4	4
пиаже и	2	2
в самом	9	4
на основании	2	2
в ходе	12	12
речь не	5	3
мышления и	9	4
отличие от	2	2
не до	2	2
пиаже на	2	2
это и	4	3
ее в	8	3
что для	2	2
до сих	3	3
связаны между	3	3
то и	4	2
письменной речи	3	39
во всех	6	2
значение в	2	3
и не	18	12
известном смысле	2	7
функции и	4	3
показать что	4	3
мы можем	3	6
состоит в	3	6
с самого	7	5
совершенно не	2	2
из основных	2	3
бы в	5	4
но и	11	6
себя и	2	2
учение о	3	2
самое что	2	2
того чтобы	19	17
оно имеет	2	2
этих двух	2	3
ребенка и	8	4
осознания и	2	4
казалось бы	2	4
для того	18	14
друг от	2	4
потому что	16	21
в которой	11	5
только не	11	3
ребенок в	2	5
что ребенок	5	11
не означает	3	4
в его	4	11
совершается в	3	2
бы сказать	2	2
чем в	4	3
одним из	2	2
с ним	3	5
в той	4	6
можно сказать	5	5
житейских понятий	2	6
тем самым	8	8
одной из	4	3
функций и	2	5
ребенка с	4	3
в своих	2	2
к целому	2	3
же как	8	7
речи то	4	2
мы не	7	3
из которых	2	3
должны были	2	2
в ней	3	2
никто не	2	2
по отношению	6	12
от друга	2	4
но этот	2	2
мысли от	2	2
исследования и	3	2
лучшем случае	2	4
речи является	3	2
письменная речь	2	22
на всем	5	2
в какой	6	6
в действительности	2	3
такой же	3	4
это мы	2	2
в нем	2	7
приводят к	2	2
можно было	2	5
что она	8	2
в своей	3	2
это не	3	4
мы нашли	5	2
прежде всего	7	3
в свете	4	4
но это	3	3
но если	2	6
речи не	5	4
но не	3	10
если бы	5	8
если в	4	3
для него	3	5
ребенка от	2	2
именно в	6	4
в одинаковой	3	2
что оно	4	6
психологической природе	4	4
чтобы сделать	2	2
чем слово	2	2
и мышление	2	3
что с	5	5
так что	4	4
речи ребенок	3	3
развития в	3	6
во всем	3	2
представляет собой	19	7
и их	5	4
в мысли	3	6
с которыми	2	2
с одной	5	3
совпадает с	3	2
детской мысли	2	12
что между	2	4
из того	3	11
этом случае	14	3
развития научных	2	3
детского мышления	4	4
речи так	3	3
меру того	3	2
как известно	2	4
всем протяжении	4	2
вопрос о	6	12
по своему	9	3
отношение между	4	4
если мы	5	7
должны быть	4	2
друг с	2	7
тогда когда	5	5
его мысли	2	3
с необходимостью	2	5
мы видим	3	4
находится в	2	2
между собой	6	13
внутренней речи	67	7
в первом	3	3
наших исследований	2	6
той мере	2	3
приводит нас	3	2
я не	3	2
мы должны	6	8
интересующему нас	2	2
не является	3	5
речи и	30	6
в этих	2	3
мере в	2	5
то что	24	26
мы видели	3	3
что все	2	6
ответ на	2	3
в области	4	12
с другом	2	7
стороны и	4	2
и здесь	2	2
с этой	5	4
заключается в	6	5
не только	24	16
том что	17	15
каждой отдельной	3	2
могут быть	2	4
мы могли	6	7
а не	6	10
речи но	11	2
к внутренней	6	3
который мы	2	2
отношения между	4	3
во всяком	2	2
теории пиаже	2	3
ничего не	2	5
внутренняя речь	15	7
речи как	6	4
в момент	4	2
и от	4	2
в сущности	9	13
сказать что	8	13
к его	2	3
развития мы	3	2
как два	2	2
как на	6	3
речи в	27	6
нами в	4	2
в процессе	5	13
новой психологии	5	2
в силу	5	10
научных понятий	2	21
процесс развития	2	2
в свою	2	4
отношение к	2	11
системы понятий	3	4
и потому	3	2
и есть	2	7
ребенка как	2	2
образом в	2	2
того что	14	16
слов и	2	2
в отношении	2	9
только к	2	2
не менее	4	3
в чем	3	3
в устной	5	3
что эта	6	3
исследование показывает	2	5
и является	3	3
то же	8	8
к этому	2	3
мысли к	11	3
сих пор	3	3
идет в	3	3
так как	14	16
же мере	5	5
развития и	2	11
в известном	2	8
в лучшем	2	3
мы говорим	2	2
психологической природы	5	2
вовсе не	2	2
как мы	14	10
на вопрос	5	5
все эти	6	4
не могут	4	4
как это	5	8
не в	4	6
ребенка к	2	4
ожидать что	3	2
может быть	7	9
мы знаем	2	3
отношений между	3	2
о том	4	8
в этой	3	6
и к	7	2
своей психологической	3	2
что у	4	2
вывод что	2	2
свою очередь	2	3
этом отношении	3	5
возраста и	2	2
значений слов	3	4
то время	2	4
что было	2	2
что и	3	3
вопроса о	2	3
как в	4	5
как и	15	8
в развитии	10	28
не иначе	2	2
благодаря этому	2	2
нашли что	3	2
понятий и	2	15
самом деле	6	3
в старой	2	2
мысль ребенка	2	4
речь как	3	2
и то	7	4
в случае	2	2
ту же	2	2
речь и	5	4
в виду	5	2
речи есть	3	2
тому что	9	5
но с	2	2
в отличие	2	2
по своей	10	3
есть не	3	2
только что	5	5
для объяснения	2	4
сущности говоря	2	4
в основе	3	8
речи с	7	2
к этой	2	3
одной стороны	5	3
структурной психологии	3	2
и что	6	12
в смысле	6	3
на его	2	2
с другой	4	4
сложные отношения	2	5
время как	2	4
речи мы	4	3
и по	3	4
