2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
представлений о	7	3
мы имеем	14	13
связи с	8	4
и этим	2	2
еще один	2	2
наряду с	4	3
никогда не	3	14
на них	2	2
что это	5	8
так же	5	7
по мере	2	2
не совсем	6	3
в нем	7	2
видели что	2	3
его в	9	6
об этом	2	4
это не	6	7
в лесу	2	8
в свете	3	2
прежде всего	6	10
в ее	4	2
но это	7	4
в форме	3	3
и он	6	3
со стороны	2	2
и в	25	28
одна из	2	2
но не	5	5
в русской	3	2
вместе с	22	6
в избушке	2	2
если бы	2	8
этих случаях	8	2
еще в	2	2
сказке в	5	3
в качестве	7	5
и т	20	25
перед нами	2	3
в шкуру	15	4
для нас	5	13
это время	2	2
другой стороны	8	5
все это	4	4
этих народов	2	2
живет в	5	2
связь с	8	4
и потому	2	2
ему в	3	3
в царство	3	7
с этим	5	4
и с	3	4
что герой	3	9
и как	3	2
что мы	2	7
того что	2	4
предположение что	3	2
того как	4	3
не менее	4	6
сказки и	2	6
себя в	6	2
но так	2	2
что он	22	10
показывает что	5	3
так что	2	4
или на	2	3
тем не	4	6
здесь можно	2	2
в иной	7	4
с тем	8	4
во всем	2	3
то же	4	12
в целом	3	2
на этом	3	3
к этому	2	2
как бы	2	2
представляет собой	7	4
в иное	5	4
попасть в	2	3
то здесь	2	2
что в	8	12
сих пор	2	5
уже не	11	3
в этом	10	8
представления о	3	3
некоторое время	2	2
его и	2	2
видим что	5	9
в мифе	7	2
не всегда	4	8
в некотором	2	2
в которую	2	3
в обряде	5	3
нет необходимости	3	2
с одной	7	4
зашивает себя	2	2
к сказке	3	3
героя в	9	5
этого мотива	8	2
еще не	8	7
но мы	3	2
в то	3	3
т е	16	10
связанные с	2	2
и для	2	4
они не	3	4
так как	11	6
и мы	2	2
но уже	3	2
за тридевять	4	2
с ней	2	2
и др	3	7
этого обряда	3	5
таким образом	9	8
должен быть	2	3
а в	3	7
эти материалы	6	2
ее в	2	5
этот обряд	6	2
до сих	2	5
на нее	2	2
на то	2	4
как мы	5	3
а именно	4	4
вопрос о	2	5
неи но	2	2
вовсе не	2	2
представляют собой	3	6
в жертву	3	2
например в	5	5
все эти	8	4
показывают что	3	5
ли он	2	3
в некоторых	4	2
сказки в	3	3
во всех	2	2
о нем	3	2
увидим ниже	3	2
не в	6	9
друг с	2	4
тогда когда	2	2
так например	2	6
но все	5	4
отношению к	2	3
мы видим	8	11
находится в	2	4
царство мертвых	2	5
и не	11	9
даже в	2	4
а сам	2	2
может быть	17	25
на него	8	4
в виде	9	2
связано с	5	2
мы знаем	8	4
о том	7	9
так в	2	4
в этой	3	6
не как	4	3
в книге	3	3
при помощи	7	2
по существу	2	5
в связи	4	4
мы должны	4	13
что здесь	3	5
только в	7	11
но и	13	10
не будем	5	5
образом мы	2	2
мы здесь	4	3
в дальнейшем	4	5
от этого	4	2
сказать что	2	5
из них	2	3
в этих	6	7
выше мы	2	3
из дому	2	5
что и	6	6
как в	6	2
то что	7	9
это представление	2	2
мы видели	7	2
т д	18	22
мы увидим	5	10
потому что	7	4
тридевять земель	3	2
как и	7	4
миф о	5	2
один из	2	4
в особенности	3	2
том как	2	2
с другом	2	3
ясно что	5	2
и здесь	7	7
что этот	2	2
и пр	3	4
говорит о	2	2
доклассовых народов	3	4
материалы показывают	3	2
и его	9	3
в целях	3	3
когда он	2	6
это было	2	2
русская сказка	6	3
не может	6	15
он не	4	2
русской сказке	4	2
что мотив	8	2
в его	12	5
и она	3	2
в образе	5	3
одним из	2	2
на ступени	2	2
с ним	4	2
не знаем	3	2
не только	13	12
по себе	2	3
том что	8	7
а затем	7	2
и тем	4	2
во время	7	3
означает что	2	4
могут быть	6	4
попадает в	2	5
тем что	10	3
а не	2	15
же как	4	2
мы не	5	10
раньше чем	4	4
из которых	2	3
их в	3	5
в ней	5	7
бы мы	2	2
это происходит	2	2
никто не	3	2
то это	3	3
именно на	2	2
т д.<неи	2	2
и на	8	4
в основном	4	2
таких случаях	2	2
по отношению	2	3
том чтобы	2	2
или в	6	5
первобытных народов	2	2
ничего не	2	2
но оно	3	4
социальной жизни	2	4
иной мир	6	3
сказка знает	2	2
одной стороны	7	4
там где	6	4
превращается в	7	4
в том	6	9
что от	2	2
иное царство	4	6
в таких	3	2
здесь мы	5	7
в сказке	18	44
обряда и	2	2
и что	8	10
с другой	9	6
и по	2	3
в пределах	4	4
все же	10	10
в частности	7	2
