3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
в русской сказке	2	5
охраняет вход в	2	2
сих пор мы	2	2
на то что	4	2
о том что	3	2
по мере того	2	2
но все же	3	4
в лес и	2	4
в иной мир	3	4
что это за	3	2
вход в иное	2	3
мы видим что	8	5
по отношению к	3	3
в этих случаях	2	8
в том что	4	5
вместе с тем	2	5
в таких случаях	2	2
мы не будем	3	2
с самого начала	2	2
но и в	2	2
с другой стороны	5	2
можно было бы	3	3
в царство мертвых	5	5
с одной стороны	4	3
в немецкой сказке	2	2
мы увидим что	5	3
в связи с	3	4
точно так же	3	6
и т д	22	18
не может быть	7	2
мы увидим ниже	2	4
так же как	2	4
до сих пор	5	6
мере того как	2	2
в иное царство	4	4
