2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
всмотреться в	2	2
мы имеем	15	7
связи с	8	3
в античности	3	4
из этих	3	3
эти случаи	4	2
наряду с	6	3
никогда не	15	2
что это	6	2
в нем	7	2
так же	13	18
видели что	3	3
его в	10	9
к нему	5	6
так и	5	10
об этом	11	7
что она	5	3
это не	2	5
в лесу	15	12
после того	3	2
в свете	2	3
превращения в	2	2
но это	4	3
в одной	4	3
и в	15	26
одна из	2	2
но не	2	5
в русской	5	3
в силу	2	5
вместе с	7	6
в немецкой	2	2
этих случаях	10	8
сказке в	3	2
в качестве	3	7
она не	5	3
перед нами	2	3
и т	19	27
для нас	4	3
должен был	3	3
здесь не	2	4
он стал	2	2
он делает	2	2
другой стороны	2	4
все это	3	2
при этом	4	3
происходит в	2	2
знаем что	12	7
у него	4	5
к рассмотрению	2	2
живет в	2	2
связь с	4	12
связан с	5	3
герой в	3	3
связана с	6	2
в царство	7	2
и другие	4	3
с этим	5	2
и с	4	5
и есть	5	2
уже в	2	2
что герой	5	2
неи если	2	2
что мы	3	3
интересно что	2	4
того что	3	2
того как	4	4
указать что	3	2
к зеленин	2	5
леса и	2	2
что он	24	10
показывает что	4	10
так что	6	2
говорит что	3	2
что эта	2	3
главным образом	2	2
в америке	2	3
или на	4	2
здесь можно	5	2
в иной	5	6
есть и	2	2
что они	10	6
с тем	9	2
то же	10	8
входа в	3	3
а также	2	3
как бы	6	3
таких случаев	4	2
царство и	3	2
в иное	5	7
представляет собой	5	2
и их	2	2
здесь на	2	2
что в	12	14
в руки	2	3
сих пор	7	5
в которых	2	4
в этом	11	7
представления о	5	3
этого не	5	2
его и	4	2
видим что	5	2
в мифе	2	2
у тебя	2	2
не мог	3	3
в обряде	7	2
нет необходимости	2	3
на острове	2	2
к сказке	2	4
совершенно ясно	2	2
он в	3	4
этого мотива	5	3
еще не	9	6
т е	29	18
этом случае	5	3
с ягой	3	2
что иное	2	3
имеем и	2	2
случае мы	2	2
так как	14	9
в тех	2	4
было бы	5	2
смысле этого	2	2
другими словами	4	2
и др	4	5
помощника в	2	3
одном случае	2	3
таким образом	7	10
а в	12	8
в животное	2	5
его на	2	4
до сих	6	5
на то	3	3
со мной	2	2
вопрос о	4	4
а именно	3	3
имеется в	2	2
ж ст	6	2
представляют собой	3	4
на вопрос	2	3
например в	2	3
установить что	3	2
в других	3	2
на которой	2	2
три года	4	4
все еще	2	3
показывают что	2	2
все эти	4	3
boas неи	2	2
в лес	27	3
в некоторых	2	5
точно так	6	5
как это	3	3
над животными	3	4
между прочим	3	2
не в	7	5
но есть	2	2
некоторых случаях	2	4
имеем в	5	2
но все	5	5
в русских	3	2
мы видим	8	6
возможно что	2	2
и не	11	9
при посвящении	3	3
или он	3	3
может быть	17	14
ни в	2	2
на него	5	3
только с	2	2
мы знаем	11	8
д к	3	6
мы можем	8	6
к себе	2	3
в одном	5	5
мы рассмотрим	2	7
так в	3	4
у племени	2	3
о том	3	4
в этой	4	2
при помощи	2	10
обряда посвящения	3	5
по существу	2	3
в связи	5	2
в тридесятое	3	4
в себе	4	2
иное как	2	3
мы должны	4	5
что у	2	3
тридесятое царство	4	4
что здесь	4	7
только в	6	3
не просто	2	4
но и	14	12
в другом	9	5
не что	2	3
мы здесь	6	2
дело не	4	2
из них	2	2
как он	3	6
у нее	4	2
и более	2	3
то мы	2	2
выше мы	3	2
в доме	3	4
в этих	11	7
тут же	2	2
что и	6	9
как в	5	7
то что	12	16
как и	2	7
увидим что	3	2
мы видели	2	6
мы увидим	8	3
потому что	9	6
в другой	4	3
т д	18	24
право на	3	2
отец и	2	2
этот случай	4	9
в особенности	2	2
в мифах	4	2
и здесь	9	5
что этот	3	4
он должен	2	3
и пр	7	11
и его	3	10
и только	2	5
когда он	3	6
с ними	2	5
он не	8	7
не может	5	6
русской сказке	6	4
в его	6	5
и то	2	6
и если	2	3
когда герой	2	4
не только	18	15
том что	7	3
мы уже	6	5
а затем	2	3
и они	4	2
здесь имеется	2	2
во время	2	7
этот материал	2	2
могут быть	2	6
попадает в	5	3
тем что	4	5
а не	5	6
случаи показывают	2	2
же как	5	13
раньше чем	3	5
их в	2	7
то это	6	5
дает ему	2	4
и на	4	2
можно найти	5	2
то чего	3	3
таких случаях	2	2
из леса	2	2
животное в	2	4
эта связь	3	5
этот мотив	4	4
немецкой сказке	2	2
хотя бы	2	2
или в	2	3
предположить что	3	6
яги он	2	2
ничего не	7	5
на котором	2	3
иной мир	4	6
у яги	2	5
дает нам	2	4
же происходит	2	3
к этой	4	3
в северной	2	2
превращается в	2	7
в том	6	3
и стали	2	2
русских сказках	2	2
иное царство	4	6
но в	6	5
в таких	2	2
здесь мы	3	2
в сказке	21	47
и что	6	5
на его	2	3
как указано	3	2
с другой	2	4
но он	4	4
власть над	4	11
и по	2	5
сказать что	2	2
все же	9	9
