3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram
той или иной	4	2
друг на друга	2	2
и сам знаю	2	3
сам по себе	2	3
в отличие от	2	3
о себе самом	5	3
в братьях карамазовых	3	2
слово о себе	4	3
друг с другом	4	5
сам знаю что	2	3
и не в	2	2
по отношению к	6	5
в том что	2	2
как мы уже	2	2
я ведь и	2	4
но в то	4	2
в большинстве случаев	2	8
в романах достоевского	4	4
с самим собой	7	2
в пределах одного	5	6
в то же	10	5
с точки зрения	2	9
как раз и	2	3
к себе самому	13	3
с другой стороны	3	3
к одному знаменателю	2	3
можно было бы	2	2
мы увидим что	2	2
с самим собою	7	3
в отношении к	7	2
не может быть	3	8
и не может	2	7
как и все	2	4
в этом смысле	3	2
то же время	10	5
в произведениях достоевского	2	2
