3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_3gram
о том что	2	5
кн ii гл	2	7
в другом месте	3	4
или меньшей степени	3	2
в эпоху рабле	5	5
в большей или	3	3
в том что	6	2
большей или меньшей	3	3
народной смеховой культуры	3	2
как мы уже	2	6
в большинстве случаев	6	4
мы уже говорили	7	11
в третьей книге	4	2
в то же	10	5
с точки зрения	2	2
сих пор еще	4	3
в той же	3	4
кн iii гл	2	4
в данном случае	2	2
существенную роль в	2	2
с другой стороны	2	2
с одной стороны	2	4
в средние века	2	4
уже говорили что	5	2
в эпизоде с	2	3
то же время	10	5
до сих пор	8	3
и в особенности	2	2
